,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2014-10-26,1,25-308,CHI,,OTT,W,W,1,33,32,.970,0,0,59:49
1,2014-10-28,2,25-310,CHI,,ANA,L,L,1,25,24,.960,0,0,57:25
2,2014-10-30,3,25-312,CHI,@,OTT,W,W,4,32,28,.875,0,0,64:56
3,2014-12-06,4,25-349,CHI,@,NSH,W,W,1,33,32,.970,0,0,59:57
4,2014-12-09,5,25-352,CHI,@,NJD,W,W,2,24,22,.917,0,0,65:00
5,2014-12-11,6,25-354,CHI,@,BOS,W,W,2,34,32,.941,0,0,60:00
6,2014-12-13,7,25-356,CHI,@,NYI,L,L,3,41,38,.927,0,0,58:38
7,2015-02-24,8,26-064,CHI,,FLA,W,W,2,36,34,.944,0,0,64:51
8,2015-02-27,9,26-067,CHI,@,TBL,L,L,4,29,25,.862,0,0,59:59
9,2015-03-18,10,26-086,CHI,@,NYR,W,W,0,25,25,1.000,1,0,60:00
10,2015-03-27,11,26-095,CHI,,CBJ,L,,0,13,13,1.000,0,0,42:39
11,2015-03-30,12,26-098,CHI,,LAK,W,W,1,32,31,.969,0,0,60:00
12,2015-04-03,13,26-102,CHI,@,BUF,W,W,3,38,35,.921,0,0,59:51
13,2015-04-11,14,26-110,CHI,@,COL,L,L,3,24,21,.875,0,0,59:26
14,2015-10-10,1,26-292,CHI,,NYI,W,W,1,29,28,.966,0,0,59:38
15,2015-10-15,2,26-297,CHI,@,WSH,L,L,4,24,20,.833,0,0,60:00
16,2015-10-30,3,26-312,CHI,@,MIN,L,L,5,30,25,.833,0,0,58:46
17,2015-11-06,4,26-319,CHI,@,NJD,L,,1,13,12,.923,0,0,33:57
18,2015-11-15,5,26-328,CHI,,CGY,W,W,1,26,25,.962,0,0,60:00
19,2015-11-20,6,26-333,CHI,@,CGY,L-OT,O,2,37,35,.946,0,0,61:38
20,2015-11-28,7,26-341,CHI,@,LAK,L-OT,O,3,36,33,.917,0,0,61:52
21,2015-12-10,8,26-353,CHI,@,NSH,L,L,4,33,29,.879,0,0,57:45
22,2015-12-31,9,27-009,CHI,@,COL,W,W,3,30,27,.900,0,0,63:07
23,2016-01-06,10,27-015,CHI,,PIT,W,W,1,18,17,.944,0,0,60:00
24,2016-01-15,11,27-024,CHI,@,TOR,W,W,1,29,28,.966,0,0,60:00
25,2016-01-22,12,27-031,CHI,@,FLA,L,L,4,32,28,.875,0,0,59:22
26,2016-01-26,13,27-035,CHI,@,CAR,L,,2,24,22,.917,0,0,40:00
27,2016-02-11,14,27-051,CHI,,DAL,L,,0,14,14,1.000,0,0,36:36
28,2016-02-15,15,27-055,CHI,,TOR,W,W,2,37,35,.946,0,0,59:11
29,2016-02-21,16,27-061,CHI,@,MIN,L,,1,9,8,.889,0,0,19:17
30,2016-03-03,17,27-072,CHI,@,BOS,L,L,4,25,21,.840,0,0,56:35
31,2016-03-11,18,27-080,CHI,@,DAL,L,,1,11,10,.909,0,0,26:53
32,2016-03-16,19,27-085,CHI,,PHI,L,L,3,29,26,.897,0,0,57:53
33,2016-03-18,20,27-087,CHI,@,WPG,W,W,0,28,28,1.000,1,0,60:00
34,2016-03-20,21,27-089,CHI,,MIN,L-SO,O,2,34,32,.941,0,0,65:00
35,2016-03-22,22,27-091,CHI,,DAL,L,L,4,15,11,.733,0,0,19:51
36,2016-03-26,23,27-095,CHI,@,CGY,W,W,1,32,31,.969,0,0,60:00
37,2016-03-27,24,27-096,CHI,@,VAN,W,W,2,28,26,.929,0,0,60:00
38,2016-03-29,25,27-098,CHI,@,MIN,L,L,3,17,14,.824,0,0,58:01
39,2016-04-01,26,27-101,CHI,@,WPG,W,W,4,32,28,.875,0,0,61:02
40,2016-04-03,27,27-103,CHI,,BOS,W,W,4,46,42,.913,0,0,60:00
41,2016-04-05,28,27-105,CHI,,ARI,W,W,2,31,29,.935,0,0,60:00
