,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1996-11-13,1,27-032,CGY,@,DAL,T,T,3,38,35,.921,0,0,65:00
1,1996-11-23,2,27-042,CGY,@,EDM,L,L,3,35,32,.914,0,2,58:38
2,1996-11-26,3,27-045,CGY,,EDM,L,,6,17,11,.647,0,0,34:59
3,1996-11-28,4,27-047,CGY,,LAK,W,W,0,22,22,1.000,1,0,60:00
4,1996-11-30,5,27-049,CGY,@,PHX,L,L,3,32,29,.906,0,0,58:31
5,1996-12-05,6,27-054,CGY,@,NJD,L,L,2,20,18,.900,0,0,59:03
6,1996-12-10,7,27-059,CGY,,OTT,T,T,1,13,12,.923,0,0,35:09
7,1996-12-12,8,27-061,CGY,@,LAK,W,W,1,36,35,.972,0,0,60:00
8,1996-12-14,9,27-063,CGY,,COL,W,W,1,25,24,.960,0,0,60:00
9,1996-12-16,10,27-065,CGY,,NJD,L,L,5,30,25,.833,0,0,60:00
10,1996-12-22,11,27-071,CGY,@,PHX,W,W,2,34,32,.941,0,0,60:00
11,1996-12-23,12,27-072,CGY,@,COL,L,L,4,30,26,.867,0,0,59:36
12,1996-12-31,13,27-080,CGY,,SJS,L,L,5,26,21,.808,0,0,60:00
13,1997-01-09,14,27-089,CGY,,HAR,W,W,2,34,32,.941,0,0,60:00
14,1997-01-11,15,27-091,CGY,,FLA,L,L,3,38,35,.921,0,0,58:19
15,1997-01-22,16,27-102,CGY,@,TOR,L,L,4,19,15,.789,0,0,39:41
16,1997-01-30,17,27-110,CGY,,SJS,L,,2,10,8,.800,0,0,30:28
17,1997-02-18,18,27-129,CGY,@,BUF,T,T,0,3,3,1.000,0,0,14:46
18,1997-02-21,19,27-132,CGY,@,DAL,L,,1,8,7,.875,0,0,18:11
19,1997-02-23,20,27-134,CGY,@,STL,W,W,3,22,19,.864,0,0,60:00
20,1997-02-26,21,27-137,CGY,,PHX,L,,1,15,14,.933,0,0,40:00
21,1997-02-28,22,27-139,CGY,,MTL,W,W,2,25,23,.920,0,0,60:00
22,1997-03-01,23,27-140,CGY,,DAL,W,W,1,33,32,.970,0,0,60:00
23,1997-03-04,24,27-143,CGY,@,WSH,L,L,2,24,22,.917,0,0,59:15
24,1997-03-07,25,27-146,CGY,@,FLA,W,W,1,28,27,.964,0,0,60:00
25,1997-03-09,26,27-148,CGY,@,TBL,L,L,2,34,32,.941,0,0,62:20
26,1997-03-29,27,27-168,CGY,,VAN,L,,2,13,11,.846,0,0,44:51
27,1997-04-02,28,27-172,CGY,,COL,L,L,5,26,21,.808,0,0,58:51
28,1997-04-08,29,27-178,CGY,,DET,L,L,3,26,23,.885,0,0,64:51
29,1997-04-11,30,27-181,CGY,@,CHI,L,L,5,25,20,.800,0,0,35:45
30,1997-04-12,31,27-182,CGY,@,TOR,L,L,3,19,16,.842,0,0,59:47
31,1997-10-09,1,27-362,CGY,,NYR,T,T,1,14,13,.929,0,2,65:00
32,1997-10-14,2,28-002,CGY,@,DAL,L,L,5,31,26,.839,0,0,61:17
33,1997-10-17,3,28-005,CGY,,COL,W,,1,4,3,.750,0,0,6:35
34,1997-10-23,4,28-011,CGY,@,PHI,L,L,4,34,30,.882,0,0,58:31
35,1997-11-10,5,28-029,CGY,@,CHI,T,T,1,19,18,.947,0,0,64:36
36,1997-11-13,6,28-032,CGY,,CAR,L,L,3,23,20,.870,0,0,58:49
37,1997-12-05,7,28-054,CGY,@,DAL,L,L,4,25,21,.840,0,0,59:56
38,1997-12-20,8,28-069,CGY,,LAK,L,,0,11,11,1.000,0,0,44:52
39,1997-12-23,9,28-072,CGY,@,PHX,T,T,2,27,25,.926,0,0,64:57
40,1997-12-27,10,28-076,CGY,,PHI,W,W,2,27,25,.926,0,0,59:58
41,1997-12-29,11,28-078,CGY,,PHX,L,L,4,33,29,.879,0,0,59:16
42,1998-01-06,12,28-086,CGY,@,COL,W,W,1,23,22,.957,0,0,60:00
43,1998-01-10,13,28-090,CGY,,STL,L,L,5,37,32,.865,0,0,60:00
44,1998-01-14,14,28-094,CGY,@,EDM,L,L,4,27,23,.852,0,0,59:09
45,1998-01-21,15,28-101,CGY,@,SJS,L,L,7,28,21,.750,0,0,59:46
46,1998-01-24,16,28-104,CGY,,VAN,W,W,2,20,18,.900,0,0,60:00
47,1998-01-29,17,28-109,CGY,@,LAK,L,,1,8,7,.875,0,0,24:09
48,1998-01-31,18,28-111,CGY,,NJD,T,T,1,11,10,.909,0,2,25:00
49,1998-02-03,19,28-114,CGY,,LAK,L,L,6,23,17,.739,0,0,59:59
50,1998-02-05,20,28-116,CGY,,SJS,W,W,2,25,23,.920,0,0,60:00
51,1998-02-07,21,28-118,CGY,,EDM,W,W,2,27,25,.926,0,0,59:56
52,1998-02-27,22,28-138,CGY,,VAN,T,T,4,31,27,.871,0,0,64:53
53,1998-03-01,23,28-140,CGY,,OTT,W,W,1,47,46,.979,0,0,60:00
54,1998-03-03,24,28-142,CGY,,TBL,W,W,1,26,25,.962,0,0,59:55
55,1998-03-05,25,28-144,CGY,@,VAN,W,W,2,37,35,.946,0,0,60:00
56,1998-03-07,26,28-146,CGY,@,OTT,L,L,2,20,18,.900,0,0,59:05
57,1998-03-11,27,28-150,CGY,@,PIT,L,L,4,24,20,.833,0,2,60:00
58,1998-03-12,28,28-151,CGY,@,BOS,W,W,2,32,30,.938,0,0,60:00
59,1998-03-14,29,28-153,CGY,@,TOR,L,L,2,21,19,.905,0,0,59:29
60,1998-03-16,30,28-155,CGY,@,MTL,T,T,3,29,26,.897,0,0,64:43
61,1998-04-01,31,28-171,CGY,,DAL,W,W,1,34,33,.971,0,0,59:58
62,1998-04-05,32,28-175,CGY,@,MDA,T,T,3,36,33,.917,0,0,65:00
63,1998-04-07,33,28-177,CGY,@,SJS,L,,3,16,13,.813,0,0,36:22
64,1998-04-09,34,28-179,CGY,,VAN,L,L,6,25,19,.760,0,2,60:00
65,1998-04-11,35,28-181,CGY,,EDM,L,L,5,32,27,.844,0,2,59:04
66,1998-04-13,36,28-183,CGY,@,LAK,L,L,4,27,23,.852,0,0,59:49
67,1998-04-15,37,28-185,CGY,,SJS,T,T,3,30,27,.900,0,0,64:59
68,1998-04-17,38,28-187,CGY,@,VAN,W,W,2,26,24,.923,0,0,60:00
69,1998-04-18,39,28-188,CGY,@,SJS,L,L,4,27,23,.852,0,0,59:58
70,1998-11-14,1,29-033,BUF,,CHI,W,,0,6,6,1.000,0,0,19:54
71,1998-11-28,2,29-047,BUF,@,FLA,L,L,4,30,26,.867,0,0,40:00
