,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1996-12-07,1,19-128,COL,@,LAK,L,L,3,26,23,.885,0,0,59:38
1,1998-12-31,1,21-152,COL,,NYR,L,,1,10,9,.900,0,0,33:01
2,1999-01-04,2,21-156,COL,,MTL,W,W,3,34,31,.912,0,0,59:50
3,1999-01-06,3,21-158,COL,,FLA,T,T,2,35,33,.943,0,0,64:58
4,1999-01-09,4,21-161,COL,@,DET,L,L,3,31,28,.903,0,0,59:00
5,1999-10-11,1,22-071,COL,@,BOS,T,T,3,47,44,.936,0,0,65:00
6,1999-10-28,2,22-088,COL,@,PHI,L-OT,L,5,34,29,.853,0,0,64:49
7,1999-11-03,3,22-094,COL,,STL,W,W,0,37,37,1.000,1,0,60:00
8,1999-11-13,4,22-104,COL,@,CGY,W,W,2,32,30,.938,0,0,60:00
9,1999-11-23,5,22-114,COL,,LAK,L,L,6,33,27,.818,0,0,59:55
10,1999-11-27,6,22-118,COL,,CGY,W,W,1,47,46,.979,0,0,60:00
11,1999-12-01,7,22-122,COL,@,EDM,L,L,2,21,19,.905,0,0,59:44
12,1999-12-08,8,22-129,COL,@,SJS,L,,0,0,0,,0,0,0:16
13,1999-12-17,9,22-138,COL,@,DET,L,,0,9,9,1.000,0,0,20:00
14,1999-12-18,10,22-139,COL,@,NSH,T,T,2,39,37,.949,0,0,65:00
15,1999-12-27,11,22-148,COL,,STL,W,W,1,30,29,.967,0,2,60:00
16,2000-01-05,12,22-157,COL,,CGY,W,W,0,27,27,1.000,1,0,59:57
17,2000-01-09,13,22-161,COL,@,CHI,L,L,4,23,19,.826,0,0,58:32
18,2000-01-17,14,22-169,COL,,PHX,W,W,0,27,27,1.000,1,0,59:35
19,2000-01-23,15,22-175,COL,@,LAK,L,L,3,9,6,.667,0,0,20:00
20,2000-01-27,16,22-179,COL,@,CHI,L,L,6,30,24,.800,0,0,60:00
21,2000-01-29,17,22-181,COL,@,STL,L,,0,4,4,1.000,0,0,9:38
22,2000-02-17,18,22-200,COL,@,NJD,T,T,5,32,27,.844,0,0,64:59
23,2000-02-20,19,22-203,COL,,DAL,L,L,2,30,28,.933,0,0,58:13
24,2000-02-22,20,22-205,COL,,ATL,L,L,4,28,24,.857,0,0,58:17
25,2000-03-23,21,22-235,COL,@,PHX,W,W,2,26,24,.923,0,2,59:43
26,2000-04-05,22,22-248,COL,@,EDM,W,W,2,17,15,.882,0,2,60:00
27,2000-04-07,23,22-250,COL,@,CGY,W,W,1,36,35,.972,0,0,59:50
28,2000-10-09,1,23-069,CBJ,,LAK,L,L,7,39,32,.821,0,0,60:00
29,2000-10-14,2,23-074,CBJ,@,COL,L,L,3,33,30,.909,0,0,60:00
30,2000-10-18,3,23-078,CBJ,,COL,L,L,5,41,36,.878,0,0,60:00
31,2000-10-27,4,23-087,CBJ,,WSH,W,W,1,33,32,.970,0,0,59:41
32,2000-11-01,5,23-092,CBJ,@,DAL,L,L,4,29,25,.862,0,0,59:49
33,2000-11-19,6,23-110,CBJ,,VAN,L,L,6,39,33,.846,0,0,60:00
34,2000-11-22,7,23-113,CBJ,@,COL,L,,0,6,6,1.000,0,0,20:00
35,2000-11-24,8,23-115,CBJ,@,DAL,L,L,3,25,22,.880,0,0,60:00
36,2000-12-02,9,23-123,CBJ,,ATL,L,L,1,15,14,.933,0,0,38:42
37,2000-12-03,10,23-124,CBJ,@,CHI,L,L,5,23,18,.783,0,0,59:38
38,2000-12-06,11,23-127,CBJ,,MDA,W,W,2,38,36,.947,0,0,59:57
39,2000-12-08,12,23-129,CBJ,,BOS,W,W,2,28,26,.929,0,0,64:51
40,2000-12-10,13,23-131,CBJ,@,PHX,T,T,1,40,39,.975,0,0,64:52
41,2000-12-13,14,23-134,CBJ,@,MDA,L-OT,L,5,30,25,.833,0,0,62:13
42,2000-12-26,15,23-147,CBJ,@,STL,L,,1,7,6,.857,0,0,14:09
43,2000-12-27,16,23-148,CBJ,@,NJD,T,T,2,44,42,.955,0,0,65:00
44,2000-12-29,17,23-150,CBJ,,CAR,W,W,1,32,31,.969,0,0,59:52
45,2000-12-31,18,23-152,CBJ,,NJD,L,L,6,31,25,.806,0,0,59:50
46,2001-01-03,19,23-155,CBJ,,EDM,W,W,2,32,30,.938,0,0,60:00
47,2001-01-06,20,23-158,CBJ,@,VAN,L,L,4,17,13,.765,0,0,58:42
48,2001-01-07,21,23-159,CBJ,@,EDM,L,L,4,23,19,.826,0,0,58:56
49,2001-01-10,22,23-162,CBJ,,COL,L,L,4,14,10,.714,0,0,58:58
50,2001-02-01,23,23-184,CBJ,@,STL,T,T,2,30,28,.933,0,0,65:00
