,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2007-11-20,1,20-255,BOS,@,TOR,W,W,2,32,30,.938,0,0,60:00
1,2007-11-26,2,20-261,BOS,@,PHI,W,W,3,23,20,.870,0,0,60:00
2,2007-12-05,3,20-270,BOS,@,NJD,L-OT,O,1,3,2,.667,0,0,4:26
3,2007-12-06,4,20-271,BOS,,MTL,L,L,4,30,26,.867,0,0,59:58
4,2009-01-31,1,21-327,BOS,,NYR,W,W,0,35,35,1.000,1,0,59:58
5,2009-10-10,1,22-214,BOS,,NYI,W,W,3,38,35,.921,0,0,65:00
6,2009-10-12,2,22-216,BOS,,COL,L,L,4,22,18,.818,0,0,59:28
7,2009-10-22,3,22-226,BOS,@,PHI,L-SO,O,3,39,36,.923,0,0,65:00
8,2009-10-31,4,22-235,BOS,,EDM,W,W,0,19,19,1.000,1,0,60:00
9,2009-11-07,5,22-242,BOS,,BUF,W,W,2,30,28,.933,0,0,59:53
10,2009-11-16,6,22-251,BOS,,NYI,L,L,3,20,17,.850,0,0,59:37
11,2009-11-19,7,22-254,BOS,@,ATL,W,W,3,35,32,.914,0,0,65:00
12,2009-11-20,8,22-255,BOS,@,BUF,W,W,1,26,25,.962,0,0,60:15
13,2009-11-23,9,22-258,BOS,@,STL,W,W,2,31,29,.935,0,0,59:17
14,2009-11-25,10,22-260,BOS,@,MIN,W,W,1,29,28,.966,0,2,65:00
15,2009-11-27,11,22-262,BOS,,NJD,L-SO,O,1,37,36,.973,0,0,65:00
16,2009-12-04,12,22-269,BOS,@,MTL,L,,0,6,6,1.000,0,0,19:04
17,2009-12-05,13,22-270,BOS,,TOR,W,W,2,33,31,.939,0,0,60:00
18,2009-12-10,14,22-275,BOS,,TOR,W,W,2,34,32,.941,0,0,60:00
19,2009-12-19,15,22-284,BOS,@,TOR,L,L,2,31,29,.935,0,0,59:22
20,2009-12-30,16,22-295,BOS,,ATL,W,W,0,18,18,1.000,1,0,59:47
