,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1992-11-11,1,21-260,WSH,@,NYR,W,,0,0,0,,0,0,1:25
1,1993-10-15,1,22-232,WSH,,PHI,L,L,3,18,15,.833,0,0,60:00
2,1994-03-18,2,23-021,WSH,@,DAL,L,,3,26,23,.885,0,0,39:29
3,1994-03-31,3,23-034,WSH,@,CHI,W,W,3,19,16,.842,0,0,60:00
4,1994-04-03,4,23-037,WSH,,DAL,L,L,2,4,2,.500,0,0,10:41
5,1994-04-14,5,23-048,WSH,@,BUF,W,W,2,34,32,.941,0,0,60:00
6,1995-02-15,1,23-355,WSH,@,NJD,L,L,4,27,23,.852,0,0,59:12
7,1995-02-18,2,23-358,WSH,,QUE,W,W,2,24,22,.917,0,0,60:00
8,1995-02-23,3,23-363,WSH,@,OTT,T,T,5,28,23,.821,0,0,64:50
9,1995-03-31,4,24-034,WSH,,QUE,W,,0,1,1,1.000,0,0,2:45
10,1995-10-07,1,24-224,LAK,,COL,W,W,2,24,22,.917,0,0,60:00
11,1995-10-10,2,24-227,LAK,,CHI,W,W,5,34,29,.853,0,0,62:10
12,1995-10-12,3,24-229,LAK,,VAN,T,T,3,28,25,.893,0,0,43:09
13,1995-10-15,4,24-232,LAK,@,VAN,T,T,3,36,33,.917,0,0,65:00
14,1995-10-18,5,24-235,LAK,,PHI,T,T,1,24,23,.958,0,0,65:00
15,1995-10-20,6,24-237,LAK,@,WSH,W,W,4,43,39,.907,0,0,60:00
16,1995-10-23,7,24-240,LAK,@,MTL,L,L,6,38,32,.842,0,0,59:39
17,1995-10-26,8,24-243,LAK,@,OTT,L,L,5,29,24,.828,0,0,58:54
18,1995-10-28,9,24-245,LAK,@,TOR,T,T,2,58,56,.966,0,0,65:00
19,1995-11-02,10,24-250,LAK,,NYR,W,W,3,49,46,.939,0,0,60:00
20,1995-11-04,11,24-252,LAK,,NJD,L,L,3,36,33,.917,0,2,59:20
21,1995-11-07,12,24-255,LAK,@,STL,W,W,0,33,33,1.000,1,0,60:00
22,1995-11-08,13,24-256,LAK,@,DAL,T,T,3,55,52,.945,0,0,65:00
23,1995-11-11,14,24-259,LAK,,PIT,W,W,2,43,41,.953,0,0,60:00
24,1995-11-14,15,24-262,LAK,,DET,L,L,6,45,39,.867,0,0,59:00
25,1995-11-18,16,24-266,LAK,,FLA,W,W,2,34,32,.941,0,0,60:00
26,1995-11-21,17,24-269,LAK,@,PHI,L,L,5,40,35,.875,0,0,60:00
27,1995-11-24,18,24-272,LAK,@,BOS,L,L,2,32,30,.938,0,0,59:22
28,1995-11-26,19,24-274,LAK,@,FLA,L,L,4,19,15,.789,0,0,29:14
29,1995-11-30,20,24-278,LAK,,WSH,W,W,2,36,34,.944,0,0,60:00
30,1995-12-06,21,24-284,LAK,,WIN,W,W,3,26,23,.885,0,0,60:00
