,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1990-11-06,1,25-281,CHI,@,HAR,T,T,1,29,28,.966,0,0,65:00
1,1991-03-08,2,26-038,CHI,@,BUF,W,W,3,32,29,.906,0,0,60:00
2,1991-03-23,3,26-053,CHI,@,PIT,W,W,4,29,25,.862,0,0,52:01
3,1991-03-28,4,26-058,CHI,,TOR,W,W,0,3,3,1.000,0,0,17:21
4,1991-03-30,5,26-060,CHI,@,MNS,L,,0,0,0,,0,0,0:51
5,1991-10-05,1,26-249,CHI,@,MNS,L,L,4,35,31,.886,0,0,60:00
6,1991-10-10,2,26-254,CHI,,VAN,W,W,6,34,28,.824,0,0,60:00
7,1991-10-26,3,26-270,CHI,@,HAR,W,W,2,26,24,.923,0,0,60:00
8,1991-10-27,4,26-271,CHI,,BOS,L,,3,10,7,.700,0,0,20:00
9,1992-01-04,5,26-340,CHI,@,TOR,W,W,2,20,18,.900,0,2,60:00
10,1992-01-09,6,26-345,CHI,,TOR,W,W,0,21,21,1.000,1,0,60:00
11,1992-01-10,7,26-346,CHI,@,WIN,L,,0,3,3,1.000,0,0,3:46
12,1992-01-12,8,26-348,CHI,,WSH,W,W,2,18,16,.889,0,0,60:00
13,1992-01-14,9,26-350,CHI,@,PHI,T,T,1,17,16,.941,0,0,65:00
14,1992-01-23,10,26-359,CHI,,QUE,W,W,2,21,19,.905,0,0,60:00
15,1992-01-29,11,27-000,CHI,@,EDM,W,,3,10,7,.700,0,0,26:23
16,1992-02-22,12,27-024,CHI,@,DET,L,L,2,37,35,.946,0,0,59:11
17,1992-02-23,13,27-025,CHI,,STL,W,W,2,28,26,.929,0,0,60:00
18,1992-02-25,14,27-027,CHI,@,NYR,L,L,4,26,22,.846,0,0,60:00
19,1992-03-01,15,27-032,CHI,@,BUF,W,W,1,26,25,.962,0,2,60:00
20,1992-03-11,16,27-042,CHI,@,NYR,L,,4,13,9,.692,0,0,40:00
21,1992-03-15,17,27-046,CHI,,PIT,L,L,4,25,21,.840,0,2,60:00
22,1992-03-22,18,27-053,CHI,,BUF,L,,0,5,5,1.000,0,0,20:00
23,1992-03-28,19,27-059,CHI,@,HAR,W,W,1,20,19,.950,0,0,60:00
24,1992-03-29,20,27-060,CHI,,TOR,W,W,1,18,17,.944,0,2,60:00
25,1992-10-08,1,27-253,BUF,,QUE,L,L,5,30,25,.833,0,0,59:34
26,1992-10-17,2,27-262,BUF,@,WSH,L,L,5,31,26,.839,0,0,59:40
27,1992-10-23,3,27-268,BUF,,SJS,W,W,0,6,6,1.000,0,0,20:00
28,1992-10-30,4,27-275,BUF,,OTT,W,W,3,20,17,.850,0,0,60:00
29,1992-11-13,5,27-289,BUF,,HAR,W,W,2,21,19,.905,0,0,60:00
30,1992-11-14,6,27-290,BUF,@,NYI,L,L,4,17,13,.765,0,0,36:26
31,1992-11-17,7,27-293,BUF,@,PIT,L,L,4,36,32,.889,0,0,60:00
32,1992-11-18,8,27-294,BUF,vs.,NJD,L,L,3,34,31,.912,0,0,59:20
33,1992-11-21,9,27-297,BUF,,MNS,L,L,4,37,33,.892,0,0,59:24
34,1992-11-22,10,27-298,BUF,@,PHI,T,T,4,32,28,.875,0,0,65:00
35,1992-11-25,11,27-301,BUF,,QUE,T,,0,11,11,1.000,0,0,20:00
36,1992-12-06,12,27-312,BUF,,NJD,L,,1,12,11,.917,0,0,20:00
37,1992-12-07,13,27-313,BUF,@,QUE,L,L,4,27,23,.852,0,0,59:13
38,1992-12-09,14,27-315,BUF,,BOS,W,W,2,34,32,.941,0,0,60:00
39,1992-12-12,15,27-318,BUF,@,HAR,T,T,1,25,24,.960,0,0,65:00
40,1992-12-15,16,27-321,BUF,@,BOS,W,W,2,50,48,.960,0,0,60:00
41,1992-12-19,17,27-325,BUF,@,MTL,L,L,4,27,23,.852,0,0,59:46
42,1992-12-20,18,27-326,BUF,,TOR,W,W,4,31,27,.871,0,0,60:00
43,1992-12-23,19,27-329,BUF,,WSH,W,W,1,34,33,.971,0,0,60:00
44,1992-12-27,20,27-333,BUF,,PIT,L,L,3,13,10,.769,0,0,40:00
45,1992-12-31,21,27-337,BUF,,NYR,W,W,6,36,30,.833,0,0,60:00
46,1993-01-03,22,27-340,BUF,,STL,W,W,1,9,8,.889,0,0,20:54
47,1993-01-06,23,27-343,BUF,@,HAR,W,W,1,30,29,.967,0,0,60:00
48,1993-02-27,24,28-029,BUF,@,MTL,L,,1,7,6,.857,0,0,20:00
49,1993-03-03,25,28-033,BUF,@,NYR,T,T,2,34,32,.941,0,0,65:00
50,1993-03-13,26,28-043,BUF,@,HAR,T,T,3,32,29,.906,0,0,65:00
