,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2015-04-09,1,22-017,EDM,,SJS,L,L,2,51,49,.961,0,0,59:36
1,2016-02-13,1,22-327,EDM,,WPG,L-SO,O,1,33,32,.970,0,0,64:41
2,2016-03-04,2,22-347,EDM,@,CBJ,L,L,6,27,21,.778,0,0,60:00
3,2016-03-14,3,22-357,EDM,,NSH,L,L,3,25,22,.880,0,0,57:51
4,2016-03-20,4,22-363,EDM,,COL,L,L,3,25,22,.880,0,0,58:57
5,2016-03-26,5,23-003,EDM,@,LAK,L,L,5,32,27,.844,0,0,58:02
6,2017-01-21,1,23-304,EDM,@,CGY,W,W,3,41,38,.927,0,0,59:59
7,2017-01-31,2,23-314,EDM,,MIN,L,,1,16,15,.938,0,0,27:16
8,2017-02-11,3,23-325,EDM,,CHI,L,,1,5,4,.800,0,0,20:00
9,2017-02-21,4,23-335,EDM,@,TBL,L,L,3,27,24,.889,0,0,58:17
10,2017-03-22,5,23-364,EDM,@,ANA,L,,0,16,16,1.000,0,0,26:55
11,2017-03-23,6,24-000,EDM,@,COL,W,W,0,6,6,1.000,0,0,20:00
12,2017-03-25,7,24-002,EDM,,COL,W,W,1,25,24,.960,0,0,60:00
13,2017-04-09,8,24-017,EDM,,VAN,W,W,2,17,15,.882,0,0,60:00
14,2017-10-07,1,24-198,EDM,@,VAN,L,,0,19,19,1.000,0,0,37:56
15,2017-10-14,2,24-205,EDM,,OTT,L,,2,8,6,.750,0,0,18:56
16,2017-10-17,3,24-208,EDM,,CAR,L,L,5,21,16,.762,0,0,57:49
17,2017-11-12,4,24-234,EDM,@,WSH,L-SO,O,1,19,18,.947,0,0,65:00
18,2017-11-21,5,24-243,EDM,@,STL,L,L,6,37,31,.838,0,0,52:25
19,2017-11-24,6,24-246,EDM,@,BUF,L,L,2,30,28,.933,0,0,58:03
20,2017-11-30,7,24-252,EDM,,TOR,L,L,5,35,30,.857,0,0,59:21
21,2017-12-02,8,24-254,EDM,@,CGY,W,W,5,34,29,.853,0,0,60:00
22,2017-12-06,9,24-258,EDM,,PHI,L,L,3,32,29,.906,0,0,59:06
23,2017-12-09,10,24-261,EDM,@,MTL,W,W,2,24,22,.917,0,0,59:59
24,2017-12-10,11,24-262,EDM,@,TOR,L,L,1,23,22,.957,0,0,59:15
25,2017-12-12,12,24-264,EDM,@,CBJ,W,W,2,29,27,.931,0,0,59:39
26,2017-12-14,13,24-266,EDM,,NSH,L,L,4,23,19,.826,0,0,59:38
27,2018-03-27,14,25-004,EDM,,CBJ,L,,2,9,7,.778,0,0,33:07
28,2018-10-14,1,25-205,WPG,,CAR,W,W,1,43,42,.977,0,0,60:00
29,2018-10-20,2,25-211,WPG,,ARI,W,W,3,45,42,.933,0,0,59:39
30,2018-10-26,3,25-217,WPG,@,DET,W,W,1,28,27,.964,0,0,59:44
31,2018-11-16,4,25-238,WPG,,BUF,L-SO,O,1,32,31,.969,0,0,65:00
32,2018-11-21,5,25-243,WPG,@,CGY,L,L,2,16,14,.875,0,0,47:07
33,2018-11-24,6,25-246,WPG,@,STL,W,W,4,27,23,.852,0,0,59:57
34,2018-12-01,7,25-253,WPG,@,NJD,W,W,3,39,36,.923,0,0,64:43
35,2018-12-11,8,25-263,WPG,,CHI,W,W,3,35,32,.914,0,0,59:53
36,2018-12-14,9,25-266,WPG,@,CHI,W,W,3,37,34,.919,0,0,60:19
37,2018-12-22,10,25-274,WPG,@,VAN,W,W,0,40,40,1.000,1,0,60:00
38,2019-01-11,11,25-294,WPG,,DET,W,W,2,35,33,.943,0,0,59:58
39,2019-01-15,12,25-298,WPG,,VEG,W,W,1,44,43,.977,0,0,60:00
40,2019-01-28,13,25-311,WPG,@,PHI,L,L,3,31,28,.903,0,0,57:52
41,2019-02-09,14,25-323,WPG,@,OTT,L,L,5,32,27,.844,0,0,60:00
42,2019-02-16,15,25-330,WPG,,OTT,L-OT,O,4,41,37,.902,0,0,63:44
43,2019-02-24,16,25-338,WPG,@,ARI,L,L,3,23,20,.870,0,0,58:33
44,2019-03-01,17,25-343,WPG,,NSH,W,W,3,38,35,.921,0,0,60:00
45,2019-03-05,18,25-347,WPG,@,TBL,L,L,1,2,1,.500,0,0,3:16
46,2019-03-08,19,25-350,WPG,@,CAR,W,W,1,29,28,.966,0,0,59:32
47,2019-03-18,20,25-360,WPG,@,LAK,W,W,2,17,15,.882,0,0,60:00
48,2019-03-21,21,25-363,WPG,@,VEG,L,L,3,18,15,.833,0,0,26:00
49,2019-10-04,1,26-195,WPG,@,NJD,W,W,4,39,35,.897,0,0,65:00
50,2019-10-06,2,26-197,WPG,@,NYI,L,L,4,33,29,.879,0,0,60:00
51,2019-10-13,3,26-204,WPG,,PIT,L,L,7,28,21,.750,0,0,60:00
52,2019-10-29,4,26-220,WPG,@,ANA,L,,1,8,7,.875,0,0,28:21
53,2019-11-02,5,26-224,WPG,@,VEG,W,W,3,26,23,.885,0,0,63:22
54,2019-11-14,6,26-236,WPG,@,FLA,W,W,3,37,34,.919,0,0,60:00
55,2019-11-23,7,26-245,WPG,,CBJ,W,,3,30,27,.900,0,0,48:41
56,2019-11-30,8,26-252,WPG,@,LAK,L,L,2,34,32,.941,0,0,58:50
57,2019-12-10,9,26-262,WPG,,DET,W,W,0,15,15,1.000,0,0,58:51
