,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2011-12-16,1,23-249,CGY,@,FLA,L-SO,O,2,41,39,.951,0,0,64:58
1,2011-12-23,2,23-256,CGY,@,VAN,W,W,1,30,29,.967,0,0,60:00
2,2011-12-30,3,23-263,CGY,@,OTT,L-OT,O,4,49,45,.918,0,0,63:31
3,2012-01-05,4,23-269,CGY,@,BOS,L,L,6,21,15,.714,0,0,24:15
4,2012-02-09,5,23-304,CGY,@,PHX,L-OT,O,2,35,33,.943,0,0,63:05
5,2012-03-02,6,23-326,CGY,@,ANA,L,L,3,38,35,.921,0,0,59:34
6,2012-03-16,7,23-340,CGY,@,EDM,L,L,3,25,22,.880,0,0,59:02
7,2013-02-05,1,24-300,CGY,@,DET,W,\,0,6,6,1.000,0,0,20:00
8,2013-02-07,2,24-302,CGY,@,CBJ,W,W,3,29,26,.897,0,0,60:57
9,2013-02-09,3,24-304,CGY,@,VAN,L,L,5,31,26,.839,0,0,60:00
10,2013-02-11,4,24-306,CGY,,MIN,L-SO,O,1,24,23,.958,0,0,65:00
11,2013-02-13,5,24-308,CGY,,DAL,W,W,4,34,30,.882,0,0,60:00
12,2013-02-15,6,24-310,CGY,,STL,L,\,2,4,2,.500,0,0,4:07
