,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1990-10-07,1,30-277,CHI,,NYI,L,L,4,22,18,.818,0,0,60:00
1,1990-10-20,2,30-290,CHI,@,TOR,L,,3,20,17,.850,0,0,39:33
2,1990-10-21,3,30-291,CHI,,MNS,W,W,1,25,24,.960,0,2,60:00
3,1990-10-27,4,30-297,CHI,@,BOS,L,L,5,26,21,.808,0,0,58:05
4,1990-11-17,5,30-318,CHI,@,QUE,W,W,2,20,18,.900,0,0,60:00
5,1990-11-21,6,30-322,CHI,@,VAN,L,,2,20,18,.900,0,0,40:00
6,1990-11-29,7,30-330,CHI,,DET,L,,3,23,20,.870,0,0,50:10
7,1990-12-09,8,30-340,CHI,,PHI,L,,0,0,0,,0,0,0:40
8,1990-12-28,9,30-359,CHI,@,BUF,L,L,4,15,11,.733,0,0,32:45
9,1991-01-24,10,31-021,CHI,,BUF,L,,0,4,4,1.000,0,0,1:32
10,1991-01-31,11,31-028,QUE,@,BUF,W,W,1,36,35,.972,0,0,60:00
11,1991-02-02,12,31-030,QUE,,MNS,L,L,6,33,27,.818,0,0,59:22
12,1991-02-07,13,31-035,QUE,,MTL,L,L,5,39,34,.872,0,0,60:00
13,1991-02-09,14,31-037,QUE,,NJD,W,W,1,32,31,.969,0,0,60:00
14,1991-02-10,15,31-038,QUE,,BOS,L,,2,16,14,.875,0,0,22:00
15,1991-02-18,16,31-046,QUE,@,VAN,T,T,3,35,32,.914,0,2,64:33
16,1991-02-20,17,31-048,QUE,@,LAK,L,L,6,48,42,.875,0,0,60:00
17,1991-02-23,18,31-051,QUE,@,CGY,L,L,10,59,49,.831,0,0,60:00
18,1991-02-28,19,31-056,QUE,,BUF,L,L,5,31,26,.839,0,0,60:00
19,1991-03-07,20,31-063,QUE,,NYR,W,W,2,33,31,.939,0,0,60:00
20,1991-03-09,21,31-065,QUE,,LAK,L,L,3,25,22,.880,0,0,60:00
21,1991-03-14,22,31-070,QUE,@,WSH,L,L,5,46,41,.891,0,0,59:18
22,1991-03-19,23,31-075,QUE,,EDM,L,,4,11,7,.636,0,0,20:00
23,1991-03-28,24,31-084,QUE,@,BUF,T,T,4,35,31,.886,0,2,65:00
24,1991-03-30,25,31-086,QUE,@,MTL,L,L,4,47,43,.915,0,0,58:55
25,1991-10-10,1,31-280,QUE,@,MNS,L,L,3,44,41,.932,0,0,59:04
26,1991-10-13,2,31-283,QUE,,NYI,T,T,1,35,34,.971,0,0,65:00
27,1991-10-17,3,31-287,QUE,@,PHI,L,L,5,27,22,.815,0,0,59:12
28,1991-10-19,4,31-289,QUE,,DET,L,,2,22,20,.909,0,0,29:59
29,1991-10-23,5,31-293,QUE,@,MTL,L,L,3,39,36,.923,0,0,63:22
30,1991-10-24,6,31-294,QUE,,MTL,L,L,4,17,13,.765,0,0,30:45
31,1991-11-02,7,31-303,QUE,,SJS,W,W,3,32,29,.906,0,0,60:00
32,1991-11-07,8,31-308,QUE,@,CHI,L,L,4,30,26,.867,0,0,60:00
33,1991-11-10,9,31-311,QUE,,WSH,L,,5,23,18,.783,0,0,31:57
34,1991-11-16,10,31-317,QUE,,EDM,L,L,6,37,31,.838,0,0,60:00
35,1991-11-25,11,31-326,QUE,,HAR,W,W,2,31,29,.935,0,0,60:00
36,1991-11-27,12,31-328,QUE,@,BUF,T,T,4,29,25,.862,0,0,65:00
37,1991-11-30,13,31-331,QUE,,BUF,W,W,3,23,20,.870,0,0,60:00
38,1991-12-05,14,31-336,QUE,@,BOS,T,T,2,35,33,.943,0,0,65:00
39,1991-12-07,15,31-338,QUE,,LAK,W,W,2,17,15,.882,0,0,40:00
40,1991-12-10,16,31-341,QUE,,BOS,W,W,2,25,23,.920,0,2,60:00
41,1991-12-14,17,31-345,QUE,,STL,L,L,4,25,21,.840,0,0,59:15
42,1991-12-21,18,31-352,QUE,@,SJS,L,L,3,28,25,.893,0,0,59:13
43,1991-12-26,19,31-357,QUE,,MTL,L,L,4,28,24,.857,0,0,60:00
44,1992-01-04,20,32-001,QUE,@,NYI,L,,2,10,8,.800,0,0,20:00
45,1992-01-09,21,32-006,QUE,@,BOS,L,L,5,33,28,.848,0,0,47:00
46,1992-01-14,22,32-011,QUE,,CGY,L,L,3,19,16,.842,0,0,39:07
47,1992-01-23,23,32-020,QUE,@,CHI,L,L,4,34,30,.882,0,0,60:00
48,1992-02-02,24,32-030,QUE,@,EDM,L,L,6,23,17,.739,0,0,32:50
49,1992-02-26,25,32-054,QUE,@,SJS,L,L,3,12,9,.750,0,0,38:16
50,1992-04-15,26,32-103,QUE,@,BUF,W,W,3,34,31,.912,0,4,60:00
51,1992-12-13,1,32-345,QUE,@,VAN,T,T,3,31,28,.903,0,0,65:00
52,1993-02-28,2,33-056,QUE,@,OTT,L,L,5,24,19,.792,0,0,59:23
53,1993-03-10,3,33-066,QUE,,BUF,L,L,2,10,8,.800,0,0,30:00
54,1993-10-13,1,33-283,QUE,@,NYR,L,,1,3,2,.667,0,0,9:08
55,1993-11-13,2,33-314,QUE,@,TBL,L,L,2,26,24,.923,0,0,57:44
56,1993-11-14,3,33-315,QUE,@,FLA,W,W,2,34,32,.941,0,0,60:00
57,1993-11-20,4,33-321,QUE,,WIN,T,T,5,30,25,.833,0,0,65:00
58,1993-11-30,5,33-331,QUE,,BOS,L,,1,6,5,.833,0,0,13:28
59,1993-12-13,6,33-344,QUE,,WSH,W,W,0,17,17,1.000,0,2,35:15
60,1994-01-05,7,34-002,QUE,vs.,MTL,L,,1,8,7,.875,0,0,20:00
61,1994-02-08,8,34-036,QUE,,BOS,L,,2,12,10,.833,0,0,12:59
62,1994-02-26,9,34-054,QUE,,MDA,L,,0,8,8,1.000,0,0,20:00
63,1994-03-20,10,34-076,QUE,,EDM,L,,0,3,3,1.000,0,0,13:21
64,1994-03-26,11,34-082,QUE,@,TOR,L,,1,6,5,.833,0,0,14:07
65,1994-03-31,12,34-087,QUE,@,DET,W,W,2,41,39,.951,0,0,60:00
66,1994-04-02,13,34-089,QUE,,BUF,L,L,6,27,21,.778,0,0,60:00
67,1994-04-14,14,34-101,QUE,@,TBL,L,,1,11,10,.909,0,0,34:16
