,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2015-10-10,1,24-089,NYI,@,CHI,L,L,4,34,30,.882,0,0,59:50
1,2016-02-02,2,24-204,NYI,,MIN,W,W,3,43,40,.930,0,0,60:00
2,2016-02-06,3,24-208,NYI,@,DET,L,,1,7,6,.857,0,0,29:40
3,2016-03-15,4,24-246,NYI,@,PIT,L-SO,O,1,34,33,.971,0,0,64:41
4,2016-03-23,5,24-254,NYI,,OTT,W,W,1,23,22,.957,0,0,60:00
5,2016-03-26,6,24-257,NYI,@,CAR,W,W,3,36,33,.917,0,0,64:43
6,2016-04-02,7,24-264,NYI,,PIT,L,L,5,33,28,.848,0,0,59:48
7,2016-12-10,1,25-150,NYI,@,CBJ,L,,0,1,1,1.000,0,0,5:37
8,2016-12-16,2,25-156,NYI,@,BUF,L-OT,O,3,37,34,.919,0,0,60:42
9,2016-12-18,3,25-158,NYI,,OTT,L,L,4,32,28,.875,0,0,57:47
10,2016-12-29,4,25-169,NYI,@,MIN,L,L,1,11,10,.909,0,0,22:40
11,2017-01-14,5,25-185,NYI,@,CAR,L,,0,2,2,1.000,0,0,6:07
12,2017-01-21,6,25-192,NYI,,LAK,W,W,2,36,34,.944,0,0,59:45
13,2017-02-04,7,25-206,NYI,,CAR,L-OT,O,5,25,20,.800,0,0,62:49
14,2017-02-12,8,25-214,NYI,,COL,W,W,1,27,26,.963,0,0,60:00
15,2017-02-14,9,25-216,NYI,@,TOR,L,,1,7,6,.857,0,0,8:09
16,2017-02-19,10,25-221,NYI,,NJD,W,W,4,30,26,.867,0,0,60:00
17,2017-02-25,11,25-227,NYI,@,CBJ,L,,4,28,24,.857,0,0,40:00
18,2017-03-05,12,25-235,NYI,@,CGY,L,,1,16,15,.938,0,0,37:18
19,2017-03-11,13,25-241,NYI,@,STL,L,,0,6,6,1.000,0,0,17:53
20,2017-03-13,14,25-243,NYI,,CAR,L,,4,13,9,.692,0,0,28:02
21,2017-12-06,1,26-146,CHI,@,WSH,L,,2,14,12,.857,0,0,44:14
22,2018-02-23,2,26-225,CHI,,SJS,W,W,1,43,42,.977,0,0,60:00
23,2018-03-01,3,26-231,CHI,@,SJS,L,L,6,28,22,.786,0,0,40:00
24,2018-03-04,4,26-234,CHI,@,ANA,L,,2,10,8,.800,0,0,27:20
25,2018-03-06,5,26-236,CHI,,COL,W,W,1,34,33,.971,0,0,60:09
26,2018-03-08,6,26-238,CHI,,CAR,L,L,3,40,37,.925,0,0,57:27
27,2018-03-10,7,26-240,CHI,@,BOS,L,L,6,39,33,.846,0,0,58:55
28,2018-03-15,8,26-245,CHI,@,WPG,L,,2,32,30,.938,0,0,49:20
29,2018-03-17,9,26-247,CHI,@,BUF,L,L,4,31,27,.871,0,0,58:33
30,2018-03-18,10,26-248,CHI,,STL,L-OT,O,5,41,36,.878,0,0,63:31
31,2018-03-22,11,26-252,CHI,,VAN,L,L,4,18,14,.778,0,0,29:38
32,2018-04-04,12,26-265,CHI,@,STL,W,W,3,34,31,.912,0,0,60:00
33,2018-04-06,13,26-267,CHI,,STL,L,L,3,34,31,.912,0,0,58:16
