,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1990-10-04,1,25-166,CHI,,NYR,W,W,3,30,27,.900,0,0,60:00
1,1990-10-06,2,25-168,CHI,@,STL,W,W,2,31,29,.935,0,0,60:00
2,1990-10-11,3,25-173,CHI,,PIT,W,W,1,24,23,.958,0,0,60:00
3,1990-10-13,4,25-175,CHI,@,MNS,W,W,1,19,18,.947,0,0,60:00
4,1990-10-14,5,25-176,CHI,,CGY,L,L,2,27,25,.926,0,0,59:19
5,1990-10-16,6,25-178,CHI,@,DET,L,L,3,28,25,.893,0,0,59:49
6,1990-10-18,7,25-180,CHI,,TOR,W,W,0,20,20,1.000,1,0,60:00
7,1990-10-20,8,25-182,CHI,@,TOR,L,L,3,10,7,.700,0,0,20:10
8,1990-10-25,9,25-187,CHI,,WSH,W,W,2,32,30,.938,0,0,60:08
9,1990-10-27,10,25-189,CHI,@,BOS,L,,0,0,0,,0,0,1:55
10,1990-10-28,11,25-190,CHI,,MTL,W,W,1,22,21,.955,0,0,62:05
11,1990-11-01,12,25-194,CHI,,QUE,W,W,2,22,20,.909,0,2,60:00
12,1990-11-03,13,25-196,CHI,@,PHI,W,W,1,26,25,.962,0,0,60:00
13,1990-11-04,14,25-197,CHI,,LAK,L,L,1,23,22,.957,0,0,59:49
14,1990-11-08,15,25-201,CHI,,EDM,W,W,3,24,21,.875,0,0,60:00
15,1990-11-10,16,25-203,CHI,@,TOR,W,W,1,28,27,.964,0,0,60:00
16,1990-11-11,17,25-204,CHI,,WIN,T,T,3,33,30,.909,0,2,65:00
17,1990-11-14,18,25-207,CHI,@,DET,W,W,2,22,20,.909,0,4,60:00
18,1990-11-16,19,25-209,CHI,@,WSH,W,W,3,27,24,.889,0,0,60:00
19,1990-11-20,20,25-213,CHI,@,EDM,W,W,1,19,18,.947,0,0,60:00
20,1990-11-21,21,25-214,CHI,@,VAN,L,L,2,13,11,.846,0,0,20:00
21,1990-11-24,22,25-217,CHI,@,CGY,W,W,3,27,24,.889,0,0,60:00
22,1990-11-29,23,25-222,CHI,,DET,L,L,2,4,2,.500,0,0,9:50
23,1990-12-01,24,25-224,CHI,@,DET,L,L,4,32,28,.875,0,0,59:44
24,1990-12-02,25,25-225,CHI,,STL,W,W,2,19,17,.895,0,2,60:00
25,1990-12-06,26,25-229,CHI,,NYI,W,W,2,31,29,.935,0,0,60:00
26,1990-12-08,27,25-231,CHI,@,TOR,W,W,1,28,27,.964,0,0,60:00
27,1990-12-09,28,25-232,CHI,,PHI,L,L,5,24,19,.792,0,0,59:03
28,1990-12-11,29,25-234,CHI,@,PIT,W,W,1,22,21,.955,0,0,60:00
29,1990-12-13,30,25-236,CHI,,WIN,W,W,4,24,20,.833,0,0,60:00
30,1990-12-15,31,25-238,CHI,@,MNS,L,L,5,41,36,.878,0,4,60:00
31,1990-12-16,32,25-239,CHI,,MNS,W,W,2,32,30,.938,0,0,60:00
32,1990-12-19,33,25-242,CHI,,WSH,W,W,2,18,16,.889,0,0,60:00
33,1990-12-22,34,25-245,CHI,@,STL,L,L,5,38,33,.868,0,0,60:00
34,1990-12-26,35,25-249,CHI,,STL,T,T,6,27,21,.778,0,0,65:00
35,1990-12-28,36,25-251,CHI,@,BUF,L,,1,9,8,.889,0,0,27:15
36,1990-12-29,37,25-252,CHI,@,NYI,W,W,1,35,34,.971,0,2,60:00
37,1990-12-31,38,25-254,CHI,@,DET,W,W,0,22,22,1.000,1,0,60:00
38,1991-01-03,39,25-257,CHI,,NJD,W,W,3,24,21,.875,0,0,60:00
39,1991-01-06,40,25-260,CHI,,LAK,L,L,3,18,15,.833,0,0,60:00
40,1991-01-10,41,25-264,CHI,,TOR,W,W,2,27,25,.926,0,0,60:00
41,1991-01-11,42,25-265,CHI,@,WIN,W,W,1,21,20,.952,0,0,60:00
42,1991-01-13,43,25-267,CHI,,MNS,W,W,3,32,29,.906,0,0,60:00
43,1991-01-16,44,25-270,CHI,@,NJD,T,T,2,33,31,.939,0,0,65:00
44,1991-01-17,45,25-271,CHI,@,NYR,W,W,2,28,26,.929,0,0,60:00
45,1991-01-24,46,25-278,CHI,,BUF,L,L,5,28,23,.821,0,0,57:38
46,1991-01-26,47,25-280,CHI,,TOR,W,W,1,26,25,.962,0,0,60:00
47,1991-01-28,48,25-282,CHI,@,VAN,W,W,0,28,28,1.000,1,2,60:00
