,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2003-02-20,1,27-170,LAK,@,PHI,L,,2,12,10,.833,0,0,15:17
1,2003-02-25,2,27-175,LAK,@,PIT,W,W,1,17,16,.941,0,0,44:20
2,2003-03-04,3,27-182,LAK,,MDA,L,,0,0,0,,0,0,0:08
3,2003-03-10,4,27-188,LAK,,DET,L,,0,5,5,1.000,0,0,28:04
4,2003-03-14,5,27-192,LAK,@,WSH,W,W,1,22,21,.955,0,0,60:00
5,2003-03-15,6,27-193,LAK,@,CAR,T,T,0,30,30,1.000,1,0,64:57
6,2003-03-18,7,27-196,LAK,,CGY,L,L,4,32,28,.875,0,0,59:02
7,2003-03-25,8,27-203,LAK,,CBJ,L-OT,L,1,22,21,.955,0,0,62:35
8,2003-03-27,9,27-205,LAK,@,COL,L,L,3,9,6,.667,0,0,22:50
9,2003-03-31,10,27-209,LAK,@,PHX,W,W,4,33,29,.879,0,0,61:39
10,2003-04-02,11,27-211,LAK,,COL,W,W,3,33,30,.909,0,0,60:00
11,2003-04-04,12,27-213,LAK,@,CGY,L-OT,L,2,26,24,.923,0,0,62:13
12,2003-10-10,1,28-037,LAK,@,PIT,W,W,0,11,11,1.000,1,0,59:56
13,2003-10-23,2,28-050,LAK,,BUF,L,L,4,34,30,.882,0,0,58:33
14,2003-10-30,3,28-057,LAK,,VAN,L,,1,8,7,.875,0,0,29:45
15,2003-11-22,4,28-080,LAK,@,COL,W,W,0,21,21,1.000,1,0,60:00
16,2003-11-25,5,28-083,LAK,,NJD,L,L,3,22,19,.864,0,0,58:26
17,2003-12-02,6,28-090,LAK,@,STL,L,,0,11,11,1.000,0,0,30:24
18,2003-12-10,7,28-098,LAK,@,ATL,L-OT,L,4,21,17,.810,0,0,62:35
19,2003-12-11,8,28-099,LAK,@,NSH,W,W,1,30,29,.967,0,0,48:27
20,2003-12-13,9,28-101,LAK,@,STL,L,L,2,27,25,.926,0,0,58:40
21,2003-12-16,10,28-104,LAK,,EDM,W,W,2,24,22,.917,0,0,59:52
22,2003-12-18,11,28-106,LAK,,PHX,T,T,4,33,29,.879,0,0,65:00
23,2003-12-20,12,28-108,LAK,,COL,T,T,1,13,12,.923,0,0,45:00
24,2003-12-22,13,28-110,LAK,@,VAN,T,T,4,44,40,.909,0,0,64:58
25,2003-12-26,14,28-114,LAK,@,SJS,L,L,4,19,15,.789,0,0,40:00
26,2003-12-27,15,28-115,LAK,,SJS,T,T,4,27,23,.852,0,2,65:00
27,2003-12-30,16,28-118,LAK,,NYR,L-OT,L,3,25,22,.880,0,2,60:39
28,2004-01-03,17,28-122,LAK,,DAL,T,T,2,28,26,.929,0,0,64:16
29,2004-01-07,18,28-126,LAK,@,MDA,T,,3,11,8,.727,0,0,20:00
30,2004-01-29,19,28-148,LAK,,COL,T,T,3,29,26,.897,0,0,64:59
