,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1990-12-18,1,21-192,MTL,@,QUE,L,,1,7,6,.857,0,0,12:33
1,1990-12-19,2,21-193,MTL,,QUE,T,T,1,22,21,.955,0,0,64:56
2,1990-12-22,3,21-196,MTL,,NYR,W,W,1,29,28,.966,0,0,59:53
3,1990-12-23,4,21-197,MTL,@,PHI,T,,4,14,10,.714,0,0,20:00
4,1991-01-02,5,21-207,MTL,@,EDM,W,W,0,24,24,1.000,1,0,60:00
5,1991-01-27,6,21-232,MTL,,BOS,L,L,1,17,16,.941,0,0,36:02
6,1991-01-30,7,21-235,MTL,,WIN,W,W,4,38,34,.895,0,0,60:00
7,1991-01-31,8,21-236,MTL,@,BOS,L,L,5,35,30,.857,0,0,50:03
8,1991-02-04,9,21-240,MTL,,MNS,W,W,3,31,28,.903,0,0,59:53
9,1991-02-06,10,21-242,MTL,,CHI,L,L,5,11,6,.545,0,0,26:31
10,1991-02-09,11,21-245,MTL,,NYR,W,W,0,14,14,1.000,0,0,29:22
11,1991-02-13,12,21-249,MTL,,BOS,L,,1,7,6,.857,0,0,12:30
12,1991-02-15,13,21-251,MTL,@,BUF,T,T,2,20,18,.900,0,0,65:00
13,1991-02-16,14,21-252,MTL,,HAR,L,L,2,22,20,.909,0,0,59:53
14,1991-02-20,15,21-256,MTL,@,HAR,L,L,5,30,25,.833,0,0,59:10
15,1991-02-27,16,21-263,MTL,@,DET,L,L,5,20,15,.750,0,0,39:01
16,1991-03-02,17,21-266,MTL,@,EDM,W,W,1,28,27,.964,0,0,60:00
17,1991-03-16,18,21-280,MTL,,BUF,W,W,0,6,6,1.000,0,0,19:55
18,1991-03-17,19,21-281,MTL,,EDM,L,L,4,34,30,.882,0,0,59:18
19,1991-03-20,20,21-284,MTL,@,BUF,L,L,3,41,38,.927,0,0,61:14
20,1991-03-31,21,21-295,MTL,@,QUE,L,L,4,29,25,.862,0,0,60:00
21,1992-01-15,1,22-220,MTL,@,MNS,L,,1,10,9,.900,0,0,20:00
22,1992-01-31,2,22-236,MTL,@,BUF,L,L,5,45,40,.889,0,0,60:00
23,1992-02-05,3,22-241,MTL,@,EDM,L,L,2,30,28,.933,0,0,59:02
24,1992-02-23,4,22-259,MTL,,QUE,T,T,3,27,24,.889,0,0,65:00
25,1992-02-28,5,22-264,MTL,@,SJS,T,T,3,25,22,.880,0,0,64:58
26,1992-03-18,6,22-283,MTL,,PHI,L,L,4,33,29,.879,0,0,59:13
27,1992-03-25,7,22-290,MTL,@,WIN,T,T,2,29,27,.931,0,0,65:00
28,1992-03-28,8,22-293,MTL,@,PIT,L,,2,16,14,.875,0,0,37:32
29,1992-04-12,9,22-308,MTL,@,BUF,L,,1,4,3,.750,0,0,5:31
30,1992-10-11,1,23-124,MTL,@,BUF,L,L,8,50,42,.840,0,0,60:00
31,1992-10-24,2,23-137,MTL,@,PHI,W,W,6,31,25,.806,0,0,60:00
32,1992-11-02,3,23-146,MTL,,WIN,W,W,1,22,21,.955,0,0,60:00
33,1992-11-17,4,23-161,MTL,@,OTT,W,W,3,17,14,.824,0,0,60:00
34,1992-11-21,5,23-165,MTL,,OTT,W,W,1,30,29,.967,0,0,59:39
35,1992-11-25,6,23-169,MTL,@,HAR,W,W,1,22,21,.955,0,2,60:00
36,1992-12-05,7,23-179,MTL,@,WIN,W,W,2,35,33,.943,0,0,62:18
37,1992-12-13,8,23-187,MTL,@,NYR,L,L,10,31,21,.677,0,0,60:00
38,1992-12-23,9,23-197,MTL,,NYI,L,,1,12,11,.917,0,0,34:33
