,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1990-10-06,1,35-321,BOS,,QUE,W,W,1,23,22,.957,0,2,60:00
1,1990-10-10,2,35-325,BOS,@,WIN,W,W,2,30,28,.933,0,0,60:00
2,1990-10-13,3,35-328,BOS,@,LAK,L,L,5,19,14,.737,0,0,27:20
3,1990-10-19,4,35-334,BOS,@,EDM,L,L,8,23,15,.652,0,0,40:00
4,1990-10-20,5,35-335,BOS,@,CGY,L,,3,21,18,.857,0,0,40:00
5,1990-10-25,6,35-340,BOS,,VAN,W,W,2,33,31,.939,0,0,60:00
6,1990-10-27,7,35-342,BOS,,CHI,W,W,4,31,27,.871,0,0,60:00
7,1990-10-31,8,35-346,BOS,@,BUF,T,T,3,18,15,.833,0,0,65:00
8,1990-11-11,9,35-357,BOS,@,WSH,W,W,3,29,26,.897,0,2,60:00
9,1990-11-15,10,35-361,BOS,,QUE,W,W,0,24,24,1.000,1,0,60:00
10,1990-11-19,11,36-000,BOS,@,TOR,W,W,2,33,31,.939,0,0,60:00
11,1990-11-24,12,36-005,BOS,@,HAR,W,W,3,27,24,.889,0,0,60:00
12,1990-12-01,13,36-012,BOS,,NYR,L,L,5,20,15,.750,0,0,60:00
13,1990-12-06,14,36-017,BOS,,MTL,L,L,5,23,18,.783,0,0,59:00
14,1990-12-08,15,36-019,BOS,@,MTL,L,,4,16,12,.750,0,0,40:00
15,1990-12-18,16,36-029,BOS,@,NJD,L,L,5,13,8,.615,0,0,33:25
16,1990-12-28,17,36-039,BOS,@,WIN,L,L,6,25,19,.760,0,0,60:00
17,1991-01-05,18,36-047,BOS,,WSH,L,,1,13,12,.923,0,0,32:03
18,1991-01-07,19,36-049,BOS,,WIN,W,W,2,25,23,.920,0,0,60:00
19,1991-01-12,20,36-054,BOS,,PHI,L,L,3,32,29,.906,0,0,60:00
20,1991-02-07,21,36-080,BOS,,CGY,L,L,3,30,27,.900,0,2,58:00
21,1991-02-09,22,36-082,BOS,,CHI,W,W,3,26,23,.885,0,0,60:00
22,1991-02-10,23,36-083,BOS,@,QUE,W,W,4,25,21,.840,0,0,60:00
23,1991-02-13,24,36-086,BOS,@,MTL,W,W,4,35,31,.886,0,0,60:00
24,1991-02-16,25,36-089,BOS,@,LAK,W,W,4,32,28,.875,0,0,60:49
25,1991-02-21,26,36-094,BOS,@,CHI,L,L,4,39,35,.897,0,0,60:00
26,1991-02-23,27,36-096,BOS,@,STL,L,L,5,30,25,.833,0,0,43:19
27,1991-03-03,28,36-104,BOS,@,NJD,W,W,1,23,22,.957,0,2,60:00
28,1991-03-07,29,36-108,BOS,,STL,T,T,5,18,13,.722,0,2,65:00
29,1991-03-17,30,36-118,BOS,@,PHI,W,W,1,24,23,.958,0,0,60:00
30,1991-03-21,31,36-122,BOS,,QUE,T,T,3,26,23,.885,0,0,65:00
31,1991-03-26,32,36-127,BOS,@,QUE,W,W,4,26,22,.846,0,0,60:00
32,1991-03-31,33,36-132,BOS,,HAR,W,W,3,29,26,.897,0,0,60:00
33,1991-12-07,1,37-018,BOS,,PHI,L,L,5,28,23,.821,0,0,60:00
34,1991-12-21,2,37-032,BOS,,EDM,W,W,3,30,27,.900,0,0,60:00
35,1991-12-26,3,37-037,BOS,,HAR,W,W,2,32,30,.938,0,0,60:00
36,1991-12-27,4,37-038,BOS,@,BUF,L,,5,19,14,.737,0,2,36:29
37,1991-12-29,5,37-040,BOS,@,WIN,W,W,3,42,39,.929,0,0,60:00
38,1991-12-31,6,37-042,BOS,@,DET,W,W,3,23,20,.870,0,0,60:00
39,1992-01-02,7,37-044,BOS,,WIN,L,,1,27,26,.963,0,0,53:14
40,1992-03-23,8,37-125,BOS,,SJS,W,W,1,9,8,.889,0,0,17:06
41,1992-10-17,1,37-333,BOS,@,LAK,L,L,3,15,12,.800,0,0,36:42
42,1992-10-22,2,37-338,BOS,@,CGY,W,W,2,23,21,.913,0,2,60:00
43,1992-10-25,3,37-341,BOS,@,VAN,W,W,3,26,23,.885,0,0,60:00
44,1992-10-31,4,37-347,BOS,,CHI,L,L,3,22,19,.864,0,0,59:04
45,1992-11-12,5,37-359,BOS,,CGY,W,W,3,25,22,.880,0,0,60:00
46,1992-11-27,6,38-008,BOS,,HAR,W,W,4,27,23,.852,0,0,64:36
47,1992-11-28,7,38-009,BOS,@,HAR,L,L,4,20,16,.800,0,2,62:53
48,1992-12-10,8,38-021,BOS,,OTT,W,W,2,32,30,.938,0,0,60:00
49,1992-12-18,9,38-029,BOS,@,DET,L,,2,7,5,.714,0,0,20:00
50,1992-12-29,10,38-040,BOS,@,WIN,L,L,5,28,23,.821,0,0,58:28
