,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1995-03-02,1,20-275,WSH,@,NYI,W,W,3,24,21,.875,0,0,60:00
1,1995-03-04,2,20-277,WSH,,MTL,W,W,1,29,28,.966,0,0,60:00
2,1995-03-05,3,20-278,WSH,,NYR,W,W,2,17,15,.882,0,0,60:00
3,1995-03-07,4,20-280,WSH,@,BOS,W,W,1,37,36,.973,0,0,60:00
4,1995-03-10,5,20-283,WSH,,OTT,T,T,2,19,17,.895,0,0,65:00
5,1995-03-12,6,20-285,WSH,,TBL,W,W,1,23,22,.957,0,0,60:00
6,1995-03-13,7,20-286,WSH,@,TBL,W,W,0,16,16,1.000,1,0,60:00
7,1995-03-16,8,20-289,WSH,@,FLA,L,L,3,14,11,.786,0,0,28:17
8,1995-03-18,9,20-291,WSH,,NYR,W,W,1,28,27,.964,0,0,60:00
9,1995-03-20,10,20-293,WSH,@,HAR,W,W,0,30,30,1.000,1,0,60:00
10,1995-03-21,11,20-294,WSH,,OTT,W,W,0,13,13,1.000,1,0,60:00
11,1995-03-25,12,20-298,WSH,,PHI,T,T,2,22,20,.909,0,0,64:27
12,1995-03-26,13,20-299,WSH,,HAR,L,L,4,28,24,.857,0,0,61:54
13,1995-03-29,14,20-302,WSH,@,TBL,W,W,2,26,24,.923,0,0,60:00
14,1995-03-31,15,20-304,WSH,,QUE,W,W,4,20,16,.800,0,0,57:15
15,1995-04-02,16,20-306,WSH,,BOS,W,W,1,26,25,.962,0,0,60:00
16,1995-04-04,17,20-308,WSH,@,NYI,W,W,4,26,22,.846,0,0,60:00
17,1995-04-08,18,20-312,WSH,,PHI,L,L,2,29,27,.931,0,0,59:26
18,1995-04-11,19,20-315,WSH,@,PIT,L,L,3,33,30,.909,0,0,58:13
19,1995-04-12,20,20-316,WSH,,NJD,L,L,2,25,23,.920,0,0,59:18
20,1995-04-14,21,20-318,WSH,,FLA,W,W,0,16,16,1.000,1,0,60:00
21,1995-04-17,22,20-321,WSH,@,MTL,L,L,4,28,24,.857,0,0,58:26
22,1995-04-21,23,20-325,WSH,,HAR,W,W,3,29,26,.897,0,0,60:00
23,1995-04-22,24,20-326,WSH,@,PIT,W,W,1,21,20,.952,0,0,60:00
24,1995-04-24,25,20-328,WSH,@,NYR,L,,3,10,7,.700,0,0,6:25
25,1995-04-26,26,20-330,WSH,,NYI,W,W,5,29,24,.828,0,0,60:00
26,1995-04-28,27,20-332,WSH,,BUF,W,W,1,20,19,.950,0,0,60:00
27,1995-04-30,28,20-334,WSH,@,FLA,T,T,2,16,14,.875,0,0,64:58
28,1995-10-07,1,21-129,WSH,,STL,W,W,1,18,17,.944,0,0,60:00
29,1995-10-13,2,21-135,WSH,,COL,W,W,1,26,25,.962,0,0,60:00
30,1995-10-14,3,21-136,WSH,,TBL,W,W,0,21,21,1.000,1,0,60:00
31,1995-10-17,4,21-139,WSH,@,DAL,W,W,3,27,24,.889,0,0,60:00
32,1995-10-18,5,21-140,WSH,@,COL,L,L,4,18,14,.778,0,0,21:27
33,1995-10-20,6,21-142,WSH,,LAK,L,,3,11,8,.727,0,0,20:00
34,1995-10-26,7,21-148,WSH,@,BOS,W,W,2,33,31,.939,0,2,60:00
35,1995-10-28,8,21-150,WSH,@,TBL,W,W,2,26,24,.923,0,0,60:00
36,1995-11-01,9,21-154,WSH,,MTL,W,W,2,23,21,.913,0,0,60:00
37,1995-11-03,10,21-156,WSH,,FLA,L,L,3,11,8,.727,0,0,59:00
38,1995-11-07,11,21-160,WSH,,BOS,L,L,4,26,22,.846,0,0,58:39
39,1995-11-11,12,21-164,WSH,,CHI,L,L,3,27,24,.889,0,0,59:16
40,1995-11-14,13,21-167,WSH,,PHI,T,T,2,20,18,.900,0,0,65:00
41,1995-11-17,14,21-170,WSH,,PIT,L,L,3,25,22,.880,0,0,62:48
42,1995-11-18,15,21-171,WSH,@,PIT,L,L,3,26,23,.885,0,0,60:00
43,1995-11-21,16,21-174,WSH,,SJS,W,W,2,18,16,.889,0,0,60:00
44,1995-11-24,17,21-177,WSH,,TBL,L,L,2,15,13,.867,0,0,59:41
45,1995-11-25,18,21-178,WSH,@,HAR,W,W,2,28,26,.929,0,0,60:00
46,1995-11-29,19,21-182,WSH,@,MDA,T,T,2,25,23,.920,0,0,65:00
47,1995-11-30,20,21-183,WSH,@,LAK,L,L,3,29,26,.897,0,0,58:30
48,1995-12-02,21,21-185,WSH,@,SJS,L,L,5,24,19,.792,0,0,58:27
49,1995-12-05,22,21-188,WSH,,FLA,L,,0,5,5,1.000,0,0,18:57
50,1995-12-08,23,21-191,WSH,@,BUF,T,T,2,26,24,.923,0,0,64:51
51,1995-12-10,24,21-193,WSH,@,WIN,W,W,1,26,25,.962,0,0,60:00
52,1995-12-14,25,21-197,WSH,,NYI,W,W,3,27,24,.889,0,0,62:16
53,1995-12-16,26,21-199,WSH,,NYR,W,W,2,31,29,.935,0,0,60:00
54,1995-12-18,27,21-201,WSH,@,NYR,L,L,3,30,27,.900,0,0,60:00
55,1995-12-22,28,21-205,WSH,,EDM,W,W,3,20,17,.850,0,0,60:00
56,1995-12-26,29,21-209,WSH,,MTL,W,W,0,20,20,1.000,1,0,60:00
57,1995-12-28,30,21-211,WSH,@,FLA,W,W,4,25,21,.840,0,0,60:00
58,1995-12-30,31,21-213,WSH,,HAR,W,W,0,26,26,1.000,1,0,60:00
59,1996-01-01,32,21-215,WSH,,PIT,W,W,2,25,23,.920,0,0,60:00
60,1996-01-03,33,21-217,WSH,@,HAR,L,L,2,24,22,.917,0,0,59:14
61,1996-01-05,34,21-219,WSH,,NYR,T,,2,3,1,.333,0,0,1:39
62,1996-01-06,35,21-220,WSH,@,NJD,L,L,3,23,20,.870,0,0,57:35
63,1996-01-11,36,21-225,WSH,,OTT,W,W,1,24,23,.958,0,0,60:00
64,1996-01-13,37,21-227,WSH,,DET,L,L,4,18,14,.778,0,0,60:00
65,1996-01-16,38,21-230,WSH,,WIN,T,T,1,25,24,.960,0,0,65:00
66,1996-01-23,39,21-237,WSH,,FLA,L,L,5,27,22,.815,0,0,59:31
67,1996-01-26,40,21-240,WSH,,BUF,W,W,0,20,20,1.000,1,0,60:00
68,1996-01-28,41,21-242,WSH,,PHI,W,W,2,20,18,.900,0,0,64:20
69,1996-01-31,42,21-245,WSH,@,MTL,L,L,4,5,1,.200,0,0,17:01
70,1996-02-01,43,21-246,WSH,@,OTT,W,W,2,21,19,.905,0,0,60:00
71,1996-02-03,44,21-248,WSH,,NYI,W,W,3,14,11,.786,0,0,47:43
72,1996-02-07,45,21-252,WSH,@,EDM,W,W,1,30,29,.967,0,0,60:00
73,1996-02-08,46,21-253,WSH,@,CGY,T,T,4,29,25,.862,0,0,65:00
74,1996-02-10,47,21-255,WSH,@,VAN,T,T,4,29,25,.862,0,0,65:00
