,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2013-12-03,1,23-327,LAK,@,ANA,W,W,2,28,26,.929,0,0,64:05
1,2013-12-07,2,23-331,LAK,,NYI,W,W,0,16,16,1.000,1,0,59:56
2,2013-12-10,3,23-334,LAK,@,MTL,W,W,0,31,31,1.000,1,0,60:00
3,2013-12-11,4,23-335,LAK,@,TOR,W,W,1,39,38,.974,0,0,60:00
4,2013-12-14,5,23-338,LAK,@,OTT,W,W,2,39,37,.949,0,0,59:57
5,2013-12-17,6,23-341,LAK,,EDM,W,W,0,24,24,1.000,1,0,60:00
6,2013-12-19,7,23-343,LAK,,SJS,W,W,1,32,31,.969,0,0,59:47
7,2013-12-21,8,23-345,LAK,,COL,W,W,2,25,23,.920,0,0,64:48
8,2013-12-23,9,23-347,LAK,,DAL,L,L,4,23,19,.826,0,0,59:12
9,2013-12-30,10,23-354,LAK,@,CHI,L,L,1,30,29,.967,0,0,59:24
10,2014-01-02,11,23-357,LAK,@,STL,L,L,2,14,12,.857,0,0,31:41
11,2014-01-21,12,24-011,LAK,@,CBJ,L,L,5,34,29,.853,0,0,58:03
12,2014-01-30,13,24-020,LAK,,PIT,L,\,1,15,14,.933,0,0,40:00
13,2014-02-26,14,24-047,LAK,@,COL,W,W,4,29,25,.862,0,0,59:39
14,2014-03-10,15,24-059,LAK,@,CGY,W,W,2,26,24,.923,0,0,60:00
15,2014-03-15,16,24-064,LAK,,ANA,L,L,2,20,18,.900,0,0,58:46
16,2014-03-27,17,24-076,LAK,@,PIT,W,W,2,37,35,.946,0,0,60:00
17,2014-04-03,18,24-083,LAK,@,SJS,L,L,2,21,19,.905,0,0,59:22
18,2014-04-10,19,24-090,LAK,@,EDM,W,W,0,17,17,1.000,1,0,60:00
19,2014-10-08,1,24-271,LAK,,SJS,L,,0,3,3,1.000,0,0,19:54
20,2014-10-12,2,24-275,LAK,,WPG,W,W,1,30,29,.967,0,0,60:00
21,2014-10-30,3,24-293,LAK,@,PIT,L,L,3,23,20,.870,0,0,59:32
22,2014-11-13,4,24-307,LAK,,DAL,L,L,2,27,25,.926,0,0,57:19
23,2014-11-25,5,24-319,LAK,@,NSH,L-SO,O,3,33,30,.909,0,0,65:00
24,2014-11-26,6,24-320,LAK,@,MIN,W,W,0,28,28,1.000,1,0,60:00
25,2014-12-04,7,24-328,LAK,@,ARI,W,W,0,26,26,1.000,1,0,59:29
26,2014-12-12,8,24-336,LAK,@,MTL,L,L,6,20,14,.700,0,0,60:00
27,2015-01-03,9,24-358,LAK,,NSH,L-OT,O,4,16,12,.750,0,0,49:18
28,2015-01-12,10,25-002,LAK,,TOR,W,W,0,19,19,1.000,1,0,60:00
29,2015-01-14,11,25-004,LAK,,NJD,L,,3,13,10,.769,0,0,48:21
30,2015-02-27,12,25-048,LAK,@,ANA,L,L,3,31,28,.903,0,0,59:24
31,2015-03-01,13,25-050,LAK,@,WPG,L,,0,7,7,1.000,0,0,18:57
32,2015-03-28,14,25-077,LAK,@,MIN,L,,1,10,9,.900,0,0,39:27
33,2015-04-07,15,25-087,LAK,@,EDM,L,L,3,21,18,.857,0,0,58:41
34,2015-10-07,1,25-270,SJS,@,LAK,W,W,1,20,19,.950,0,0,60:00
35,2015-10-10,2,25-273,SJS,,ANA,W,W,0,27,27,1.000,1,0,60:00
36,2015-10-13,3,25-276,SJS,@,WSH,W,W,0,31,31,1.000,1,0,59:54
37,2015-10-16,4,25-279,SJS,@,NJD,W,W,1,32,31,.969,0,0,65:00
38,2015-10-19,5,25-282,SJS,@,NYR,L,L,4,28,24,.857,0,0,60:00
39,2015-10-22,6,25-285,SJS,,LAK,L,L,4,29,25,.862,0,0,60:00
40,2015-10-24,7,25-287,SJS,,CAR,W,W,2,34,32,.941,0,0,60:00
41,2015-10-28,8,25-291,SJS,,NSH,L,L,2,24,22,.917,0,0,58:16
