,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2010-12-18,1,27-080,NYI,,PHX,L-SO,O,3,35,32,.914,0,0,64:56
1,2011-01-03,2,27-096,NYI,@,CGY,W,,1,29,28,.966,0,0,34:20
2,2011-01-06,3,27-099,NYI,@,EDM,L,L,2,3,1,.333,0,0,5:17
3,2011-01-09,4,27-102,NYI,@,CHI,L,L,5,45,40,.889,0,0,60:00
4,2011-01-13,5,27-106,NYI,,OTT,L,L,4,19,15,.789,0,0,30:10
5,2011-01-21,6,27-114,NYI,@,BUF,W,,0,10,10,1.000,0,0,20:00
6,2011-02-15,7,27-139,NYI,@,OTT,W,W,3,31,28,.903,0,0,64:56
7,2011-02-17,8,27-141,NYI,,BOS,L,L,5,18,13,.722,0,0,22:48
8,2011-03-01,9,27-153,NYI,@,WSH,L-OT,O,2,42,40,.952,0,0,61:52
9,2011-03-15,10,27-167,NYI,@,NYR,L,,1,11,10,.909,0,0,20:00
10,2014-03-18,1,30-170,OTT,,NYR,L,\,2,10,8,.800,0,0,11:52
