,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,1992-11-04,1,23-065,CGY,@,VAN,T,T,5,39,34,.872,0,2,64:53
1,1993-12-31,1,24-122,CGY,,MTL,L,,2,8,6,.750,0,0,36:28
2,1994-01-05,2,24-127,CGY,@,NYR,W,W,1,53,52,.981,0,2,60:00
3,1994-01-07,3,24-129,CGY,@,NYI,L,L,6,38,32,.842,0,0,60:00
4,1994-01-11,4,24-133,CGY,,QUE,W,W,0,19,19,1.000,1,0,60:00
5,1994-01-15,5,24-137,CGY,,OTT,W,W,0,21,21,1.000,1,0,60:00
6,1994-01-17,6,24-139,CGY,@,SJS,L,L,3,23,20,.870,0,0,59:03
7,1994-01-24,7,24-146,CGY,vs.,LAK,T,T,3,43,40,.930,0,0,65:00
8,1994-01-26,8,24-148,CGY,,DAL,L,L,3,24,21,.875,0,0,58:23
9,1994-01-28,9,24-150,CGY,,NJD,T,T,2,28,26,.929,0,0,65:00
10,1994-01-29,10,24-151,CGY,,STL,L,L,4,23,19,.826,0,2,58:46
11,1994-02-02,11,24-155,CGY,@,MDA,W,,2,25,23,.920,0,0,39:54
12,1995-03-07,1,25-188,CGY,@,CHI,W,,3,28,25,.893,0,0,40:50
13,1995-03-09,2,25-190,CGY,@,STL,L,,0,6,6,1.000,0,0,18:32
14,1995-03-15,3,25-196,CGY,,MDA,L,L,3,17,14,.824,0,0,29:24
15,1995-03-20,4,25-201,CGY,@,EDM,L,L,5,37,32,.865,0,0,60:00
16,1995-03-28,5,25-209,CGY,,LAK,L,,0,3,3,1.000,0,0,27:30
17,1995-04-30,6,25-242,CGY,@,VAN,L,L,5,39,34,.872,0,0,59:24
18,1995-10-29,1,26-059,BUF,@,CHI,L,L,6,35,29,.829,0,0,60:00
19,1995-11-11,2,26-072,BUF,@,FLA,L,,0,4,4,1.000,0,0,13:38
20,1995-11-12,3,26-073,BUF,@,TBL,W,W,4,34,30,.882,0,0,60:00
21,1995-11-29,4,26-090,BUF,@,NYR,L,L,5,48,43,.896,0,0,60:00
22,1995-12-07,5,26-098,BUF,@,PHI,L,L,4,30,26,.867,0,0,40:00
23,1995-12-16,6,26-107,BUF,@,NJD,W,W,2,41,39,.951,0,0,60:00
24,1995-12-20,7,26-111,BUF,,MTL,W,W,1,38,37,.974,0,0,60:00
25,1995-12-22,8,26-113,BUF,,BOS,L,L,3,40,37,.925,0,0,61:37
26,1995-12-23,9,26-114,BUF,@,OTT,W,,0,2,2,1.000,0,0,4:49
27,1996-02-08,10,26-161,BUF,@,PHI,W,W,1,29,28,.966,0,0,60:00
28,1996-02-16,11,26-169,BUF,,NJD,T,T,2,41,39,.951,0,0,65:00
29,1996-03-06,12,26-188,BUF,@,VAN,L,,0,4,4,1.000,0,0,20:00
30,1996-03-10,13,26-192,BUF,@,SJS,L,L,5,32,27,.844,0,0,59:36
31,1996-03-23,14,26-205,BUF,@,PIT,W,,5,26,21,.808,0,0,33:12
32,1996-03-29,15,26-211,BUF,,PHI,L,L,6,36,30,.833,0,4,63:50
33,1996-03-31,16,26-213,BUF,,BOS,L,L,6,46,40,.870,0,0,59:54
34,1996-04-03,17,26-216,BUF,,WSH,L,L,5,41,36,.878,0,0,60:00
35,1996-04-05,18,26-218,BUF,@,TBL,W,W,3,43,40,.930,0,0,60:00
36,1996-04-06,19,26-219,BUF,@,NYI,L,,1,7,6,.857,0,0,12:22
37,1996-04-10,20,26-223,BUF,,OTT,W,W,2,34,32,.941,0,0,60:00
38,1996-04-13,21,26-226,BUF,@,WSH,W,W,2,23,21,.913,0,0,60:00
39,1996-04-14,22,26-227,BUF,,HAR,W,W,1,26,25,.962,0,0,60:00
40,1996-10-27,1,27-057,BUF,@,NYR,L,L,6,40,34,.850,0,0,59:22
41,1996-11-12,2,27-073,BUF,@,PIT,L,L,2,37,35,.946,0,0,59:17
42,1996-11-26,3,27-087,BUF,@,FLA,L,,2,21,19,.905,0,0,40:00
43,1997-12-12,1,28-103,CHI,,PHI,L,L,3,20,17,.850,0,0,59:03
44,1998-01-10,2,28-132,CHI,@,TOR,W,W,3,35,32,.914,0,0,59:57
45,1998-01-15,3,28-137,CHI,@,WSH,L,L,3,31,28,.903,0,0,58:49
46,1998-01-20,4,28-142,CHI,,NYI,W,,1,8,7,.875,0,0,15:29
47,1998-01-31,5,28-153,CHI,@,LAK,L,L,3,38,35,.921,0,0,59:56
48,1998-02-26,6,28-179,CHI,,LAK,L,L,4,13,9,.692,0,0,45:47
49,1998-11-14,1,29-075,CHI,@,BUF,L,L,4,20,16,.800,0,0,24:44
50,1998-12-29,2,29-120,CGY,,PHI,L,L,4,37,33,.892,0,0,61:57
51,1998-12-31,3,29-122,CGY,,MTL,L,L,2,24,22,.917,0,0,58:53
52,1999-01-02,4,29-124,CGY,@,BUF,L,L,5,22,17,.773,0,0,40:00
53,1999-01-04,5,29-126,CGY,@,BOS,L,,0,1,1,1.000,0,0,0:50
