,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2016-02-27,1,24-040,STL,@,NSH,L,,1,6,5,.833,0,0,24:26
1,2017-01-21,1,25-003,STL,@,WPG,L,L,5,29,24,.828,0,0,58:56
2,2018-10-11,1,26-266,WSH,@,NJD,L,L,6,36,30,.833,0,0,59:45
3,2018-10-19,2,26-274,WSH,,FLA,L-SO,O,1,19,18,.947,0,0,44:15
4,2018-10-27,3,26-282,WSH,@,CGY,W,W,3,30,27,.900,0,0,65:00
5,2018-11-05,4,26-291,WSH,,EDM,W,W,2,33,31,.939,0,0,60:00
6,2018-11-13,5,26-299,WSH,@,MIN,W,W,2,28,26,.929,0,0,59:59
7,2018-11-14,6,26-300,WSH,@,WPG,L,L,2,23,21,.913,0,0,58:54
8,2018-11-16,7,26-302,WSH,@,COL,W,W,2,26,24,.923,0,0,60:22
9,2018-11-19,8,26-305,WSH,@,MTL,W,,4,22,18,.818,0,0,21:35
10,2018-11-24,9,26-310,WSH,@,NYR,W,W,3,30,27,.900,0,0,60:00
11,2018-12-06,10,26-322,WSH,@,ARI,W,W,2,29,27,.931,0,0,60:00
12,2018-12-15,11,26-331,WSH,,BUF,W,W,3,29,26,.897,0,0,65:00
13,2018-12-22,12,26-338,WSH,@,OTT,W,W,0,35,35,1.000,1,0,59:46
14,2018-12-29,13,26-345,WSH,@,OTT,W,W,2,33,31,.939,0,0,60:00
15,2019-01-04,14,26-351,WSH,@,DAL,L-OT,O,2,29,27,.931,0,0,63:37
16,2019-01-08,15,26-355,WSH,,PHI,W,W,3,40,37,.925,0,0,59:47
17,2019-01-12,16,26-359,WSH,,CBJ,L-OT,O,1,11,10,.909,0,0,34:21
18,2019-01-14,17,26-361,WSH,,STL,L,L,4,37,33,.892,0,0,57:53
19,2019-01-15,18,26-362,WSH,@,NSH,L,L,7,29,22,.759,0,0,60:00
20,2019-01-20,19,27-002,WSH,@,CHI,L,L,3,17,14,.824,0,0,36:41
21,2019-02-07,20,27-020,WSH,,COL,W,W,3,37,34,.919,0,0,63:57
22,2019-02-11,21,27-024,WSH,,LAK,W,W,4,33,29,.879,0,0,59:56
23,2019-02-18,22,27-031,WSH,@,LAK,W,W,2,28,26,.929,0,0,60:00
24,2019-02-24,23,27-037,WSH,,NYR,W,W,5,31,26,.839,0,0,64:20
25,2019-03-10,24,27-051,WSH,,WPG,W,W,1,34,33,.971,0,0,59:28
26,2019-03-19,25,27-060,WSH,@,NJD,W,W,1,21,20,.952,0,0,60:00
27,2019-04-01,26,27-073,WSH,@,FLA,L,L,4,33,29,.879,0,0,56:26
28,2019-04-06,27,27-078,WSH,,NYI,L,L,2,23,21,.913,0,0,57:54
