,date_game,game_season,age,team_id,game_location,opp_id,game_result,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
0,2006-04-04,1,21-290,MIN,,STL,W,W,4,26,22,.846,0,0,65:00
1,2006-04-11,2,21-297,MIN,,CHI,W,W,0,27,27,1.000,1,0,60:00
2,2006-04-13,3,21-299,MIN,@,NSH,L,L,4,30,26,.867,0,0,60:00
3,2007-02-18,1,22-245,MIN,@,STL,L,,0,4,4,1.000,0,0,18:00
4,2007-02-28,2,22-255,MIN,@,CGY,L-SO,O,1,22,21,.955,0,0,45:00
5,2007-03-01,3,22-256,MIN,@,EDM,W,W,0,30,30,1.000,1,0,60:00
6,2007-03-09,4,22-264,MIN,@,BUF,W,W,1,36,35,.972,0,0,60:00
7,2007-03-24,5,22-279,MIN,,LAK,W,W,1,33,32,.970,0,0,60:00
8,2007-03-29,6,22-284,MIN,,CGY,L,L,2,17,15,.882,0,0,58:40
9,2007-03-31,7,22-286,MIN,@,COL,L,L,2,32,30,.938,0,0,59:08
10,2007-10-14,1,23-118,MIN,@,ANA,W,W,0,37,37,1.000,1,0,59:58
11,2007-10-20,2,23-124,MIN,@,STL,W,W,1,34,33,.971,0,0,60:00
12,2007-10-25,3,23-129,MIN,@,EDM,L-SO,O,4,31,27,.871,0,0,64:57
13,2007-10-28,4,23-132,MIN,@,COL,L,L,3,30,27,.900,0,0,60:00
14,2007-10-30,5,23-134,MIN,,PIT,L,L,4,27,23,.852,0,0,60:00
15,2007-11-01,6,23-136,MIN,,STL,L,L,3,28,25,.893,0,0,58:40
16,2007-11-15,7,23-150,MIN,@,EDM,W,,0,14,14,1.000,0,0,20:00
17,2007-11-16,8,23-151,MIN,@,VAN,L,L,3,11,8,.727,0,0,11:59
18,2007-11-18,9,23-153,MIN,,COL,W,W,1,28,27,.964,0,0,60:00
19,2007-11-21,10,23-156,MIN,,VAN,L,L,4,26,22,.846,0,0,59:33
20,2007-12-07,11,23-172,MIN,@,DET,L,L,5,34,29,.853,0,0,60:00
21,2007-12-14,12,23-179,MIN,@,ANA,W,W,2,30,28,.933,0,0,59:52
22,2007-12-15,13,23-180,MIN,@,LAK,W,W,1,36,35,.972,0,0,59:56
23,2007-12-18,14,23-183,MIN,,NSH,W,W,2,32,30,.938,0,0,59:45
24,2007-12-20,15,23-185,MIN,,NYR,W,W,3,35,32,.914,0,0,59:54
25,2007-12-26,16,23-191,MIN,@,DAL,L,L,8,33,25,.758,0,0,60:00
26,2008-01-05,17,23-201,MIN,@,NSH,L,L,4,30,26,.867,0,0,60:00
27,2008-01-10,18,23-206,MIN,@,DET,W,W,1,27,26,.963,0,0,36:11
28,2008-01-11,19,23-207,MIN,@,CHI,W,W,2,43,41,.953,0,0,60:00
29,2008-01-13,20,23-209,MIN,,PHX,W,W,1,27,26,.963,0,0,59:48
30,2008-01-18,21,23-214,MIN,,ANA,L,L,4,27,23,.852,0,0,59:46
31,2008-01-22,22,23-218,MIN,@,CGY,L,L,2,37,35,.946,0,0,59:05
32,2008-02-10,23,23-237,MIN,@,STL,W,W,1,21,20,.952,0,0,65:00
33,2008-02-12,24,23-239,MIN,@,EDM,L,L,2,12,10,.833,0,0,17:53
34,2008-02-20,25,23-247,MIN,@,CHI,L,L,3,30,27,.900,0,0,59:49
35,2008-03-06,26,23-262,MIN,@,CAR,L,L,3,28,25,.893,0,0,59:44
36,2008-03-22,27,23-278,MIN,@,CGY,L,L,5,31,26,.839,0,0,59:05
37,2008-03-24,28,23-280,MIN,@,EDM,L,L,2,23,21,.913,0,0,34:39
38,2008-04-06,29,23-293,MIN,@,COL,L-SO,O,3,36,33,.917,0,0,65:00
39,2008-10-29,1,24-133,MIN,@,DAL,L,,1,20,19,.950,0,0,39:03
40,2008-10-30,2,24-134,MIN,,MTL,L,L,2,21,19,.905,0,0,58:49
41,2008-11-29,3,24-164,MIN,@,NSH,W,W,2,27,25,.926,0,0,60:00
42,2008-12-01,4,24-166,MIN,,COL,L,,0,5,5,1.000,0,0,19:32
43,2008-12-06,5,24-171,MIN,@,NSH,L,L,1,43,42,.977,0,0,59:09
44,2008-12-14,6,24-179,MIN,@,ANA,L,L,4,34,30,.882,0,0,58:10
45,2008-12-29,7,24-194,MIN,@,CGY,L,L,2,29,27,.931,0,0,58:50
46,2009-01-03,8,24-199,MIN,,DET,L-SO,O,2,37,35,.946,0,2,65:00
47,2009-01-10,9,24-206,MIN,@,CBJ,L,L,4,32,28,.875,0,0,59:46
48,2009-01-20,10,24-216,MIN,,LAK,L,,0,5,5,1.000,0,0,18:58
49,2009-01-30,11,24-226,MIN,@,EDM,L,,0,17,17,1.000,0,0,35:40
50,2009-02-12,12,24-239,MIN,@,DET,L,L,4,43,39,.907,0,0,60:00
51,2009-02-14,13,24-241,MIN,,OTT,L,L,1,2,1,.500,0,0,19:09
52,2009-02-22,14,24-249,MIN,@,CHI,W,W,1,45,44,.978,0,0,60:00
53,2009-02-28,15,24-255,MIN,@,EDM,L,L,3,30,27,.900,0,0,59:21
54,2009-03-07,16,24-262,MIN,@,LAK,L,L,1,11,10,.909,0,0,30:09
55,2009-03-15,17,24-270,MIN,@,STL,L,,0,6,6,1.000,0,0,19:49
56,2009-03-20,18,24-275,MIN,@,NJD,L,,1,18,17,.944,0,0,28:53
57,2009-04-11,19,24-297,MIN,@,CBJ,W,W,3,28,25,.893,0,0,59:31
58,2009-10-08,1,25-112,MIN,@,LAK,L,L,6,23,17,.739,0,0,59:52
59,2009-10-16,2,25-120,MIN,@,EDM,L,L,5,19,14,.737,0,2,60:00
60,2009-11-05,3,25-140,MIN,,VAN,L,,0,4,4,1.000,0,0,19:44
61,2009-11-13,4,25-148,MIN,@,WSH,L,L,2,40,38,.950,0,0,59:35
62,2009-11-28,5,25-163,MIN,@,COL,W,W,2,22,20,.909,0,0,65:00
63,2009-12-05,6,25-170,MIN,@,NSH,W,W,3,29,26,.897,0,0,60:00
64,2009-12-12,7,25-177,MIN,@,VAN,L,L,4,29,25,.862,0,0,58:36
65,2009-12-29,8,25-194,MIN,@,ANA,L,L,3,31,28,.903,0,0,58:37
66,2010-01-05,9,25-201,MIN,@,CHI,L,L,4,33,29,.879,0,0,60:00
67,2010-01-09,10,25-205,MIN,,CHI,W,W,0,13,13,1.000,0,0,25:00
68,2010-01-14,11,25-210,MIN,@,STL,L,L,1,37,36,.973,0,0,58:46
69,2010-01-18,12,25-214,MIN,@,DAL,L,,0,14,14,1.000,0,2,25:30
70,2010-01-21,13,25-217,MIN,,DET,L-SO,,1,11,10,.909,0,0,20:00
71,2010-01-27,14,25-223,MIN,,DET,W,W,2,28,26,.929,0,0,59:53
72,2010-01-28,15,25-224,MIN,@,COL,W,W,0,29,29,1.000,1,0,59:37
73,2010-01-30,16,25-226,MIN,@,SJS,L,L,5,36,31,.861,0,0,59:50
74,2010-02-04,17,25-231,MIN,,EDM,W,,2,23,21,.913,0,0,50:22
75,2010-03-11,18,25-266,MIN,@,DET,L,L,5,30,25,.833,0,0,60:00
76,2010-03-12,19,25-267,MIN,@,BUF,W,W,2,45,43,.956,0,0,59:56
77,2010-03-14,20,25-269,MIN,,STL,W,W,2,38,36,.947,0,0,60:00
78,2010-03-16,21,25-271,MIN,,EDM,W,W,2,36,34,.944,0,0,60:00
79,2010-03-18,22,25-273,MIN,@,NSH,L,L,4,26,22,.846,0,0,40:00
80,2010-03-19,23,25-274,MIN,@,CBJ,L,L,4,32,28,.875,0,0,59:53
81,2010-03-21,24,25-276,MIN,,CGY,W,W,3,32,29,.906,0,0,60:00
82,2010-03-26,25,25-281,MIN,@,DET,L,L,4,32,28,.875,0,0,40:00
83,2011-10-15,1,27-119,MIN,,DET,L-OT,O,3,41,38,.927,0,0,64:11
84,2011-10-29,2,27-133,MIN,,DET,W,W,0,36,36,1.000,1,0,59:55
