	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2007-09-29	@	Los Angeles Kings	1	4	L			27	18	1		0		21	18	3		1
1	2007-09-30		Los Angeles Kings	4	1	W			25	15	2		0		23	15	0		0
2	2007-10-03	@	Detroit Red Wings	2	3	L	SO		15	23	1		0		42	19	2		0
3	2007-10-05	@	Columbus Blue Jackets	0	4	L			28	26	0		0		37	31	3		0
4	2007-10-06	@	Pittsburgh Penguins	4	5	L			23	10	1		1		29	10	1		0
5	2007-10-10		Boston Bruins	2	1	W			30	6	0		0		19	6	0		0
6	2007-10-14		Minnesota Wild	0	2	L			37	25	0		0		25	33	0		0
7	2007-10-15		Detroit Red Wings	6	3	W			29	22	2		2		35	26	1		0
8	2007-10-17		Nashville Predators	3	1	W			31	9	0		0		29	9	0		0
9	2007-10-20	@	Dallas Stars	1	3	L			21	23	1		0		23	45	1		0
10	2007-10-23	@	St. Louis Blues	2	4	L			16	29	0		0		33	29	2		0
11	2007-10-25		Phoenix Coyotes	0	1	L			31	10	0		0		21	12	0		0
12	2007-10-28		Edmonton Oilers	2	3	L	SO		32	8	0		0		22	6	0		1
13	2007-11-01		Columbus Blue Jackets	2	1	W	SO		34	39	0		0		20	39	1		0
14	2007-11-03	@	Phoenix Coyotes	5	2	W			39	25	2		0		32	47	1		0
15	2007-11-05		Dallas Stars	0	5	L			19	15	0		0		24	17	2		0
16	2007-11-07		Phoenix Coyotes	5	6	L	OT		27	16	2		0		29	12	2		0
17	2007-11-09		San Jose Sharks	3	2	W	SO		26	12	0		0		24	2	1		0
18	2007-11-13		Los Angeles Kings	4	3	W	SO		33	35	2		0		32	25	2		0
19	2007-11-15	@	Los Angeles Kings	6	3	W			32	12	0		0		29	8	1		0
20	2007-11-17	@	San Jose Sharks	2	1	W	SO		29	10	0		0		29	6	0		0
21	2007-11-21	@	Dallas Stars	1	2	L			18	17	1		0		24	17	2		0
22	2007-11-23		Phoenix Coyotes	3	4	L	SO		26	14	1		0		38	12	1		0
23	2007-11-25		Los Angeles Kings	3	2	W			32	12	0		0		25	10	1		0
24	2007-11-27	@	Vancouver Canucks	0	4	L			26	51	0		0		33	25	2		0
25	2007-11-29	@	Calgary Flames	4	1	W			26	22	1		1		39	12	1		0
26	2007-11-30	@	Edmonton Oilers	1	5	L			22	28	0		0		35	12	1		0
27	2007-12-02		Edmonton Oilers	0	4	L			25	20	0		0		21	8	2		0
28	2007-12-05		Buffalo Sabres	4	1	W			33	35	2		0		23	23	0		0
29	2007-12-07	@	Chicago Blackhawks	5	3	W			22	16	1		0		42	22	1		0
30	2007-12-08	@	Nashville Predators	2	4	L			23	32	0		1		33	20	1		1
31	2007-12-10	@	Columbus Blue Jackets	4	3	W	OT		28	27	3		1		35	21	2		0
32	2007-12-12		Vancouver Canucks	2	3	L			35	12	0		0		20	10	0		0
33	2007-12-14		Minnesota Wild	2	5	L			30	12	1		0		19	14	4		0
34	2007-12-16		San Jose Sharks	1	2	L	SO		31	20	0		0		37	12	0		1
35	2007-12-18	@	San Jose Sharks	2	0	W			16	24	1		0		20	24	0		0
36	2007-12-19		Colorado Avalanche	2	1	W	OT		38	7	0		0		12	9	0		0
37	2007-12-22	@	San Jose Sharks	5	2	W			24	16	1		0		29	14	1		0
38	2007-12-27	@	Edmonton Oilers	2	1	W			23	8	0		0		16	8	0		0
39	2007-12-29	@	Calgary Flames	3	5	L			32	30	2		0		35	26	1		0
40	2007-12-30	@	Vancouver Canucks	1	2	L			22	15	0		0		22	13	1		0
41	2008-01-02		Columbus Blue Jackets	2	1	W			34	12	1		0		27	12	0		0
42	2008-01-04		Chicago Blackhawks	2	1	W			32	8	1		0		21	14	0		0
43	2008-01-05	@	Phoenix Coyotes	2	3	L	SO		31	8	0		0		34	6	1		0
44	2008-01-07		Nashville Predators	5	2	W			37	13	2		0		22	11	2		0
45	2008-01-09		Toronto Maple Leafs	5	0	W			24	22	2		0		28	28	0		0
46	2008-01-13		San Jose Sharks	4	3	W	OT		29	8	0		0		29	12	1		1
47	2008-01-15		Dallas Stars	4	2	W			36	13	2		0		24	17	0		0
48	2008-01-17	@	Nashville Predators	2	1	W			16	14	1		0		34	14	1		0
49	2008-01-18	@	Minnesota Wild	4	2	W			27	6	1		0		27	10	0		0
50	2008-01-20	@	Dallas Stars	2	5	L			20	14	1		0		27	14	1		1
51	2008-01-23		Detroit Red Wings	1	2	L			25	28	1		0		33	26	1		0
52	2008-01-24	@	Los Angeles Kings	1	3	L			32	17	0		0		31	15	1		0
53	2008-01-30	@	Minnesota Wild	1	5	L			21	12	0		0		23	12	0		0
54	2008-02-01	@	St. Louis Blues	0	1	L	SO		30	13	0		0		20	15	0		0
55	2008-02-02	@	Philadelphia Flyers	0	3	L			27	15	0		0		24	15	1		0
56	2008-02-05	@	New York Islanders	3	0	W			26	4	1		0		25	14	0		0
57	2008-02-07	@	New York Rangers	4	1	W			19	25	1		0		33	21	0		0
58	2008-02-08	@	New Jersey Devils	2	1	W			24	10	0		0		35	4	0		0
59	2008-02-10	@	Detroit Red Wings	3	2	W			19	25	0		0		29	13	2		0
60	2008-02-12	@	Colorado Avalanche	2	1	W			29	33	1		0		33	31	0		0
61	2008-02-15		Dallas Stars	2	4	L			22	34	0		0		21	20	3		0
62	2008-02-17		Calgary Flames	4	2	W			36	22	2		0		25	28	1		0
63	2008-02-20		Colorado Avalanche	3	2	W	SO		22	8	1		0		28	12	0		0
64	2008-02-22		St. Louis Blues	2	1	W	OT		29	20	0		0		17	18	0		0
65	2008-02-24		Chicago Blackhawks	6	3	W			28	24	2		0		32	28	0		0
66	2008-02-29		Calgary Flames	3	1	W			25	38	2		0		23	44	1		0
67	2008-03-03		Ottawa Senators	3	1	W			31	10	2		0		25	14	0		0
68	2008-03-05	@	Chicago Blackhawks	0	3	L			19	67	0		0		28	42	2		0
69	2008-03-06	@	Colorado Avalanche	0	1	L			27	22	0		0		30	6	0		0
70	2008-03-09		Montreal Canadiens	3	1	W			37	8	0		1		21	16	0		0
71	2008-03-11	@	Phoenix Coyotes	2	3	L	SO		37	10	0		0		39	8	1		0
72	2008-03-12		Vancouver Canucks	4	1	W			31	12	1		1		31	8	1		0
73	2008-03-15		St. Louis Blues	5	2	W			33	2	1		0		40	10	0		0
74	2008-03-19	@	Dallas Stars	2	1	W			17	23	2		0		21	19	0		1
75	2008-03-21	@	San Jose Sharks	1	2	L			13	19	0		0		43	9	1		0
76	2008-03-22	@	Phoenix Coyotes	2	1	W			15	15	1		0		31	17	1		0
77	2008-03-26		Los Angeles Kings	2	1	W	SO		40	6	1		0		32	22	1		0
78	2008-03-28		San Jose Sharks	1	3	L			24	10	1		0		27	10	1		0
79	2008-03-30		Dallas Stars	3	2	W	SO		32	15	1		0		25	19	0		0
80	2008-04-05	@	Los Angeles Kings	4	3	W			26	6	0		0		31	4	0		0
81	2008-04-06		Phoenix Coyotes	3	2	W	SO		43	4	0		0		34	0	1		0
