	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2018-10-04	@	Vegas Golden Knights	5	2	W			25	8	1	4	0		25	10	0	3	1		31	39	44.3	24	27	47.1	22	22	50.0	19.2	115.5
1	2018-10-06	@	Colorado Avalanche	2	5	L			37	12	0	3	0		35	10	1	4	0		52	51	50.5	39	33	54.2	23	24	48.9	44.9	91.9
2	2018-10-09		San Jose Sharks	2	8	L			33	10	2	6	0		48	12	2	5	1		38	56	40.4	32	50	39.0	27	20	57.4	33.3	86.1
3	2018-10-10	@	Ottawa Senators	7	4	W			45	24	2	7	0		35	24	3	7	0		43	43	50.0	32	30	51.6	20	29	40.8	47.3	119.0
4	2018-10-13		Vegas Golden Knights	0	1	L			26	6	0	2	0		21	4	0	3	0		46	45	50.5	33	30	52.4	19	13	59.4	52.2	94.1
5	2018-10-16		Florida Panthers	6	5	W	SO		26	18	0	2	0		26	16	1	3	0		40	48	45.5	28	37	43.1	28	28	50.0	39.3	104.3
6	2018-10-18	@	Columbus Blue Jackets	3	6	L			35	4	0	2	0		28	4	0	2	0		48	46	51.1	38	40	48.7	24	18	57.1	52.0	87.3
7	2018-10-20		New Jersey Devils	5	2	W			21	8	1	5	0		21	12	2	3	0		49	35	58.3	31	25	55.4	28	14	66.7	68.0	123.5
8	2018-10-22		Colorado Avalanche	1	4	L			38	4	0	3	0		33	6	1	2	0		63	39	61.8	44	29	60.3	27	16	62.8	50.0	91.3
9	2018-10-25	@	Boston Bruins	0	3	L			26	26	0	3	0		25	12	2	5	0		38	33	53.5	28	21	57.1	24	12	66.7	44.0	93.8
10	2018-10-27		New York Islanders	1	6	L			23	6	0	3	0		22	6	1	3	0		48	38	55.8	31	23	57.4	27	18	60.0	55.6	71.2
11	2018-10-30	@	Anaheim Ducks	3	2	W			36	6	1	4	0		25	8	1	3	0		49	49	50.0	36	29	55.4	23	21	52.3	34.4	101.3
12	2018-11-01	@	Los Angeles Kings	5	2	W			31	10	0	1	0		27	2	1	5	0		47	41	53.4	40	33	54.8	18	31	36.7	65.7	113.1
13	2018-11-03	@	San Jose Sharks	3	4	L	OT		25	6	0	3	0		35	6	1	3	0		35	47	42.7	30	34	46.9	23	24	48.9	33.3	103.0
