	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2017-10-04		Toronto Maple Leafs	2	7	L			37	8	0	8	0		31	16	2	4	0		38	37	50.7	24	24	50.0	19	24	44.2	57.1	81.7
1	2017-10-07	@	Calgary Flames	3	6	L			28	12	1	3	1		45	6	2	6	0		36	54	40.0	26	40	39.4	26	22	54.2	43.3	93.4
2	2017-10-09	@	Edmonton Oilers	5	2	W			43	4	1	4	0		39	8	0	2	0		57	57	50.0	41	41	50.0	34	22	60.7	47.2	104.1
3	2017-10-12	@	Vancouver Canucks	4	2	W			20	10	0	2	1		32	4	1	5	0		29	36	44.6	22	26	45.8	22	27	44.9	20.5	113.8
4	2017-10-14		Carolina Hurricanes	2	1	W			21	8	0	2	0		29	4	1	4	0		34	50	40.5	23	34	40.4	19	25	43.2	33.3	112.5
5	2017-10-17		Columbus Blue Jackets	2	5	L			26	6	0	1	1		39	2	0	3	0		48	58	45.3	31	41	43.1	33	18	64.7	54.1	89.5
6	2017-10-20		Minnesota Wild	4	3	W			30	2	2	3	0		27	6	1	1	0		42	40	51.2	34	30	53.1	26	26	50.0	40.6	99.4
7	2017-10-26	@	Pittsburgh Penguins	1	2	L	OT		31	10	0	2	0		36	6	0	4	0		48	53	47.5	36	37	49.3	22	29	43.1	47.5	95.9
8	2017-10-27	@	Columbus Blue Jackets	1	2	L	OT		30	8	0	6	0		37	12	0	4	0		43	54	44.3	35	42	45.5	28	15	65.1	61.4	96.7
9	2017-10-29		Pittsburgh Penguins	7	1	W			24	22	1	3	0		32	22	1	3	0		41	44	48.2	31	37	45.6	27	22	55.1	51.7	130.0
10	2017-10-31	@	Minnesota Wild	2	1	W			19	12	0	3	0		29	8	0	5	0		27	57	32.1	18	38	32.1	19	16	54.3	29.1	110.6
11	2017-11-02		Dallas Stars	5	2	W			27	12	2	3	0		23	18	0	0	0		46	47	49.5	35	33	51.5	33	33	50.0	61.4	102.5
12	2017-11-04		Montreal Canadiens	4	5	L	OT		23	22	3	3	0		50	6	3	6	0		30	56	34.9	23	46	33.3	22	27	44.9	42.3	100.2
13	2017-11-06	@	Dallas Stars	4	1	W			26	8	1	3	1		34	6	1	4	0		40	41	49.4	28	29	49.1	17	26	39.5	29.6	111.1
14	2017-11-10	@	Vegas Golden Knights	2	5	L			29	8	1	6	0		27	12	1	4	1		40	37	51.9	27	28	49.1	29	15	65.9	43.3	91.3
15	2017-11-11	@	Arizona Coyotes	4	1	W			21	8	1	2	0		30	4	0	4	0		39	46	45.9	27	33	45.0	16	19	45.7	57.9	114.0
16	2017-11-14		Arizona Coyotes	4	1	W			30	12	0	3	0		34	8	0	5	0		37	45	45.1	30	31	49.2	20	17	54.1	38.2	112.2
17	2017-11-16		Philadelphia Flyers	3	2	W	SO		33	12	1	7	0		32	25	1	5	0		36	41	46.8	32	33	49.2	29	24	54.7	50.3	99.2
18	2017-11-18		New Jersey Devils	5	2	W			34	4	0	0	0		36	0	0	2	0		57	55	50.9	44	40	52.4	28	20	58.3	56.3	107.8
19	2017-11-20	@	Nashville Predators	3	5	L			35	11	1	2	0		29	9	2	3	0		51	40	56.0	39	30	56.5	36	38	48.6	62.5	91.7
20	2017-11-22	@	Los Angeles Kings	2	1	W			27	10	1	4	0		39	8	1	5	0		50	46	52.1	36	36	50.0	26	22	54.2	54.3	104.8
21	2017-11-24	@	Anaheim Ducks	4	1	W			36	6	2	3	0		31	8	0	2	0		55	54	50.5	43	38	53.1	27	23	54.0	59.3	101.9
22	2017-11-25	@	San Jose Sharks	0	4	L			38	4	0	3	0		34	6	1	2	1		69	49	58.5	50	39	56.2	21	31	40.4	51.4	93.1
23	2017-11-27		Minnesota Wild	7	2	W			28	11	2	5	0		19	29	0	1	0		38	32	54.3	27	25	51.9	28	21	57.1	53.9	111.6
24	2017-11-29	@	Colorado Avalanche	2	3	L	OT		33	14	0	4	0		26	12	2	5	0		48	37	56.5	36	28	56.3	25	16	61.0	58.9	101.9
25	2017-12-01		Vegas Golden Knights	7	4	W			38	10	3	5	0		31	10	0	5	0		50	52	49.0	40	36	52.6	31	22	58.5	46.8	98.9
26	2017-12-03		Ottawa Senators	5	0	W			49	6	3	5	0		21	10	0	3	0		63	44	58.9	49	28	63.6	24	21	53.3	66.7	105.3
27	2017-12-05	@	Detroit Red Wings	1	5	L			26	12	1	6	0		32	12	0	6	0		40	37	51.9	29	31	48.3	23	15	60.5	39.5	79.2
28	2017-12-07	@	Florida Panthers	4	6	L			39	10	1	7	0		36	16	2	4	0		45	41	52.3	38	37	50.7	32	22	59.3	42.8	98.2
29	2017-12-09	@	Tampa Bay Lightning	3	4	L	OT		20	8	0	1	0		28	4	1	3	0		42	41	50.6	29	32	47.5	25	21	54.3	35.8	102.7
30	2017-12-11		Vancouver Canucks	5	1	W			24	4	1	3	0		26	6	0	2	0		33	38	46.5	24	28	46.2	23	19	54.8	43.8	112.3
31	2017-12-14		Chicago Blackhawks	1	5	L			28	6	1	2	0		30	4	0	3	0		59	47	55.7	42	33	56.0	26	20	56.5	44.1	80.0
32	2017-12-16	@	St. Louis Blues	0	2	L			48	12	0	4	0		30	10	2	5	0		58	39	59.8	49	26	65.3	24	23	51.1	60.3	100.0
33	2017-12-17		St. Louis Blues	4	0	W			46	8	1	4	0		24	8	0	4	0		72	38	65.5	53	25	67.9	27	22	55.1	60.7	107.7
34	2017-12-19	@	Nashville Predators	6	4	W			36	8	1	5	0		34	12	1	3	0		48	53	47.5	38	39	49.4	30	26	53.6	39.3	106.9
35	2017-12-21	@	Boston Bruins	1	2	L	SO		38	6	0	3	0		33	6	0	3	0		51	51	50.0	40	37	51.9	29	26	52.7	40.7	99.0
36	2017-12-23	@	New York Islanders	2	5	L			40	6	0	3	0		29	6	1	3	0		64	38	62.7	50	30	62.5	24	29	45.3	67.1	88.7
37	2017-12-27		Edmonton Oilers	4	3	W			39	2	0	4	0		25	8	0	1	1		59	44	57.3	47	34	58.0	26	19	57.8	62.5	103.4
38	2017-12-29		New York Islanders	4	2	W			37	8	1	5	0		44	10	0	4	0		61	65	48.4	45	46	49.5	29	22	56.9	48.2	103.8
39	2017-12-31	@	Edmonton Oilers	5	0	W			38	4	2	3	0		35	6	0	2	0		54	57	48.6	42	39	51.9	31	22	58.5	48.6	110.3
40	2018-01-02	@	Colorado Avalanche	2	3	L	OT		44	4	1	4	0		26	8	0	2	0		67	49	57.8	44	34	56.4	26	30	46.4	56.0	89.7
41	2018-01-05		Buffalo Sabres	4	3	W			29	10	2	4	0		29	8	0	5	0		38	50	43.2	28	35	44.4	27	23	54.0	53.1	95.7
42	2018-01-07		San Jose Sharks	4	1	W			30	13	1	3	0		32	11	1	4	0		45	47	48.9	32	33	49.2	24	23	51.1	43.8	112.0
43	2018-01-09	@	Buffalo Sabres	7	4	W			37	6	2	4	0		34	18	1	3	0		47	43	52.2	40	36	52.6	33	17	66.0	29.6	104.9
44	2018-01-12	@	Chicago Blackhawks	1	2	L			32	6	0	3	0		27	6	0	3	0		53	45	54.1	37	34	52.1	22	26	45.8	60.5	94.9
45	2018-01-13	@	Minnesota Wild	1	4	L			33	8	1	2	0		41	4	1	4	0		47	50	48.5	36	38	48.6	27	21	56.3	54.1	90.9
46	2018-01-20	@	Calgary Flames	2	1	W	SO		35	8	0	2	0		31	4	0	4	0		54	53	50.5	44	38	53.7	30	27	52.6	44.0	98.7
47	2018-01-21		Vancouver Canucks	1	0	W			36	4	0	2	0		29	4	0	2	0		54	47	53.5	43	32	57.3	29	26	52.7	56.8	103.3
48	2018-01-23	@	San Jose Sharks	5	4	W	OT		23	10	1	3	0		33	19	1	3	0		54	52	50.9	36	31	53.7	26	20	56.5	40.8	106.2
49	2018-01-25	@	Anaheim Ducks	3	4	L	SO		27	8	0	2	0		39	4	0	4	0		43	66	39.4	35	51	40.7	22	28	44.0	34.1	107.3
50	2018-01-30		Tampa Bay Lightning	3	1	W			37	8	1	4	0		24	8	0	4	0		49	41	54.4	36	27	57.1	25	22	53.2	58.4	101.3
51	2018-02-01		Vegas Golden Knights	2	3	L	OT		28	4	0	3	0		31	6	1	2	1		50	53	48.5	37	40	48.1	27	25	51.9	38.9	104.5
52	2018-02-03		Colorado Avalanche	3	0	W			32	2	1	2	0		25	4	0	1	0		51	39	56.7	40	30	57.1	25	27	48.1	48.5	107.1
53	2018-02-06		Arizona Coyotes	4	3	W			23	8	0	4	0		24	8	1	4	0		35	29	54.7	28	20	58.3	20	22	47.6	29.2	113.3
54	2018-02-09		St. Louis Blues	2	5	L			22	4	1	4	0		27	8	0	2	1		35	44	44.3	25	30	45.5	23	18	56.1	70.4	86.5
55	2018-02-11		New York Rangers	1	3	L			38	13	0	4	0		28	13	0	4	0		46	37	55.4	32	29	52.5	21	18	53.8	68.0	87.9
56	2018-02-13		Washington Capitals	4	3	W	OT		44	4	0	3	1		27	6	0	2	0		59	43	57.8	46	35	56.8	22	23	48.9	64.3	95.5
57	2018-02-16		Colorado Avalanche	6	1	W			28	27	2	5	1		31	15	0	5	0		41	35	53.9	29	28	50.9	23	11	67.6	47.6	110.8
58	2018-02-18		Florida Panthers	7	2	W			34	8	1	2	0		27	4	2	4	0		53	31	63.1	42	22	65.6	36	34	51.4	58.1	123.1
59	2018-02-20		Los Angeles Kings	3	4	L			33	10	2	5	0		32	10	2	5	0		49	38	56.3	40	30	57.1	23	22	51.1	43.5	93.7
60	2018-02-23	@	St. Louis Blues	4	0	W			23	10	1	5	0		34	12	0	4	0		39	42	48.1	27	30	47.4	15	24	38.5	51.7	117.6
61	2018-02-24	@	Dallas Stars	5	3	W			27	8	1	2	0		36	4	0	4	0		44	60	42.3	31	42	42.5	32	28	53.3	39.4	107.8
62	2018-02-27		Nashville Predators	5	6	L			39	6	1	2	0		32	6	1	2	0		57	69	45.2	46	47	49.5	30	22	57.7	43.5	95.3
63	2018-03-02		Detroit Red Wings	4	3	W			42	2	0	3	0		33	6	1	1	0		68	48	58.6	51	38	57.3	40	23	63.5	55.8	104.4
64	2018-03-04	@	Carolina Hurricanes	3	2	W			23	6	1	2	0		35	4	0	3	0		42	56	42.9	36	45	44.4	22	14	61.1	40.0	102.4
65	2018-03-06	@	New York Rangers	3	0	W			34	9	0	0	0		31	7	0	1	0		63	57	52.5	45	45	50.0	29	23	55.8	58.8	108.8
66	2018-03-08	@	New Jersey Devils	3	2	W			24	8	0	1	0		43	2	0	4	0		40	64	38.5	29	48	37.7	24	29	45.3	35.1	107.6
67	2018-03-10	@	Philadelphia Flyers	1	2	L			28	4	1	4	0		35	8	0	2	0		46	51	47.4	32	40	44.4	22	22	50.0	42.9	93.8
68	2018-03-12	@	Washington Capitals	2	3	L	OT		28	8	0	3	0		43	6	1	4	0		54	55	49.5	34	38	47.2	29	26	52.7	50.4	101.5
69	2018-03-13	@	Nashville Predators	1	3	L			33	14	1	5	0		45	18	0	3	2		57	47	54.8	38	39	49.4	20	33	37.7	46.2	97.1
70	2018-03-15		Chicago Blackhawks	6	2	W			39	6	0	4	0		27	8	0	3	0		49	41	54.4	41	30	57.7	22	21	51.2	50.0	111.6
71	2018-03-18		Dallas Stars	4	2	W			24	6	1	4	0		30	8	1	3	0		48	43	52.7	34	31	52.3	26	25	51.0	61.3	110.5
72	2018-03-20		Los Angeles Kings	2	1	W	OT		38	4	0	4	0		17	8	0	2	0		57	26	68.7	40	21	65.6	23	19	54.8	66.7	99.8
73	2018-03-23		Anaheim Ducks	3	2	W	OT		42	4	0	2	0		18	4	1	2	0		79	28	73.8	55	23	70.5	34	21	61.8	67.8	100.5
74	2018-03-25		Nashville Predators	5	4	W	SO		47	14	2	5	0		36	14	1	5	0		73	45	61.9	60	36	62.5	27	36	42.9	50.8	93.9
75	2018-03-27		Boston Bruins	5	4	W	SO		32	11	0	1	1		32	2	3	5	0		45	46	49.5	34	33	50.7	26	25	51.0	64.5	106.2
76	2018-03-29	@	Chicago Blackhawks	2	6	L			34	4	0	1	0		42	2	0	2	0		61	60	50.4	39	47	45.3	33	20	62.3	45.7	91.6
77	2018-03-31	@	Toronto Maple Leafs	3	1	W			29	8	1	3	0		29	6	1	4	0		43	47	47.8	36	35	50.7	20	30	40.0	57.2	108.3
78	2018-04-02	@	Ottawa Senators	6	5	W			40	14	1	3	1		37	10	2	5	0		52	59	46.8	42	41	50.6	28	16	63.6	44.4	102.2
79	2018-04-03	@	Montreal Canadiens	5	4	W	OT		32	24	1	2	0		40	8	1	5	0		41	55	42.7	35	41	46.1	20	30	40.0	45.9	105.4
80	2018-04-05		Calgary Flames	2	1	W			26	6	0	4	0		32	10	0	2	0		35	41	46.1	28	34	45.2	29	14	67.4	50.0	107.6
81	2018-04-07		Chicago Blackhawks	4	1	W			39	2	1	4	1		31	8	0	1	0		59	44	57.3	42	34	55.3	25	17	59.5	51.6	102.8
