	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2018-10-04	@	Ottawa Senators	4	3	W	OT		43	6	0	3	0		25	6	1	3	0		64	49	56.6	50	34	59.5	30	36	45.5	57.3	100.5
1	2018-10-06	@	St. Louis Blues	5	4	W	OT		30	12	0	4	0		30	8	2	6	0		46	38	54.8	36	30	54.5	28	31	47.5	44.9	108.3
2	2018-10-07		Toronto Maple Leafs	6	7	L	OT		31	4	0	3	0		34	6	1	2	0		64	52	55.2	38	38	50.0	26	27	49.1	56.7	100.0
3	2018-10-11	@	Minnesota Wild	3	4	L	OT		30	4	1	5	0		46	10	0	2	1		46	69	40.0	38	57	40.0	33	31	51.6	40.5	101.7
4	2018-10-13		St. Louis Blues	4	3	W	OT		50	8	1	3	0		38	6	2	4	0		70	43	61.9	50	30	62.5	24	26	48.0	60.9	103.6
5	2018-10-18		Arizona Coyotes	1	4	L			34	2	0	2	0		31	6	0	0	0		73	55	57.0	46	41	52.9	29	28	50.9	49.8	89.4
6	2018-10-20	@	Columbus Blue Jackets	4	1	W			26	8	0	3	0		38	6	0	4	0		43	54	44.3	32	42	43.2	23	24	48.9	45.8	113.4
7	2018-10-21		Tampa Bay Lightning	3	6	L			36	8	1	4	0		55	10	1	3	0		51	65	44.0	36	55	39.6	20	20	50.0	37.1	98.0
8	2018-10-23		Anaheim Ducks	3	1	W			38	10	1	4	1		25	10	0	4	0		53	40	57.0	39	22	63.9	19	22	46.3	52.0	98.0
9	2018-10-25		New York Rangers	4	1	W			37	9	0	4	0		19	13	0	2	0		52	38	57.8	36	27	57.1	24	27	47.1	62.5	109.1
10	2018-10-27	@	St. Louis Blues	3	7	L			24	15	0	1	0		37	7	2	5	0		50	43	53.8	31	37	45.6	19	27	41.3	66.7	95.2
11	2018-10-28		Edmonton Oilers	1	2	L	OT		32	4	1	5	0		26	10	0	2	0		50	45	52.6	41	30	57.7	24	20	54.5	57.6	90.9
12	2018-10-31	@	Vancouver Canucks	2	4	L			26	6	1	2	0		28	4	0	3	0		41	39	51.3	30	27	52.6	28	19	59.6	54.5	84.3
13	2018-11-01	@	Edmonton Oilers	0	4	L			40	21	0	3	0		29	18	1	4	1		52	41	55.9	40	33	54.8	23	15	60.5	52.2	91.3
14	2018-11-03	@	Calgary Flames	3	5	L			15	17	1	4	0		41	8	1	3	1		32	52	38.1	26	41	38.8	17	21	44.7	52.2	104.6
15	2018-11-08		Carolina Hurricanes	3	4	L			38	4	0	2	0		34	4	1	2	0		65	42	60.7	49	29	62.8	19	20	48.7	56.5	97.6
16	2018-11-10	@	Philadelphia Flyers	0	4	L			33	6	0	4	0		25	8	0	3	0		58	43	57.4	39	32	54.9	30	17	63.8	82.6	80.0
17	2018-11-12	@	Carolina Hurricanes	2	3	L	OT		35	6	0	0	0		40	2	2	2	0		59	68	46.5	47	55	46.1	22	32	40.7	35.2	103.2
18	2018-11-14		St. Louis Blues	1	0	W			19	2	1	2	0		28	4	0	1	0		38	48	44.2	23	36	39.0	25	21	54.3	38.5	100.0
19	2018-11-16		Los Angeles Kings	1	2	L	SO		35	2	0	3	0		32	6	0	1	0		48	50	49.0	37	38	49.3	27	23	54.0	50.9	99.7
20	2018-11-18		Minnesota Wild	3	1	W			28	6	1	3	0		40	6	1	3	0		41	55	42.7	33	41	44.6	26	31	45.6	51.2	109.1
21	2018-11-21	@	Washington Capitals	2	4	L			39	6	0	3	0		27	6	1	3	0		69	42	62.2	48	32	60.0	23	25	47.9	71.5	90.7
22	2018-11-23	@	Tampa Bay Lightning	2	4	L			32	6	0	2	0		29	4	0	3	0		49	46	51.6	35	39	47.3	23	17	57.5	66.7	91.7
23	2018-11-24	@	Florida Panthers	5	4	W	OT		41	11	0	2	1		38	9	1	3	0		51	53	49.0	41	46	47.1	28	26	51.9	58.8	103.7
24	2018-11-27		Vegas Golden Knights	3	8	L			24	6	0	2	0		43	4	1	3	0		35	60	36.8	30	48	38.5	23	29	44.2	46.8	95.5
25	2018-11-29	@	Winnipeg Jets	5	6	L			31	6	0	2	0		33	4	1	3	0		59	45	56.7	42	35	54.5	13	31	29.5	33.3	100.0
26	2018-12-01	@	Nashville Predators	2	5	L			21	36	0	1	1		30	9	1	3	0		41	49	45.6	26	43	37.7	20	26	43.5	53.8	89.6
27	2018-12-02		Calgary Flames	2	3	L			24	28	1	4	0		41	15	2	6	0		41	42	49.4	24	35	40.7	20	15	57.1	40.0	102.5
28	2018-12-05	@	Anaheim Ducks	2	4	L			27	7	0	3	0		32	11	0	1	0		49	58	45.8	34	44	43.6	21	24	46.7	44.4	95.7
29	2018-12-06	@	Vegas Golden Knights	3	4	L			35	4	0	4	0		36	8	1	2	0		67	53	55.8	50	44	53.2	33	19	63.5	65.9	99.7
30	2018-12-09		Montreal Canadiens	2	3	L			39	8	1	8	0		28	16	0	4	0		33	33	50.0	28	25	52.8	19	13	59.4	38.1	90.1
31	2018-12-11	@	Winnipeg Jets	3	6	L			35	10	0	2	0		34	4	3	5	0		44	41	51.8	37	35	51.4	18	20	47.4	60.7	97.8
32	2018-12-12		Pittsburgh Penguins	6	3	W			29	4	1	2	0		43	4	0	2	0		56	53	51.4	35	45	43.8	25	25	50.0	52.9	110.8
33	2018-12-14		Winnipeg Jets	3	4	L	OT		37	8	0	2	0		42	4	1	4	0		53	57	48.2	41	43	48.8	31	24	56.4	54.3	100.7
34	2018-12-16		San Jose Sharks	3	7	L			20	6	0	4	0		43	10	2	2	0		32	51	38.6	18	39	31.6	21	24	46.7	52.4	101.5
35	2018-12-18		Nashville Predators	2	1	W			36	4	1	3	0		31	6	0	2	0		47	53	47.0	36	38	48.6	19	24	44.2	40.6	99.9
36	2018-12-20	@	Dallas Stars	5	2	W			29	2	1	1	0		28	2	0	1	0		46	60	43.4	33	46	41.8	27	32	45.8	39.5	108.3
37	2018-12-21	@	Colorado Avalanche	2	1	W			28	10	0	3	0		36	6	0	5	0		33	59	35.9	26	41	38.8	19	20	48.7	40.7	106.2
38	2018-12-23		Florida Panthers	3	6	L			29	6	1	3	0		27	6	1	3	0		38	41	48.1	27	32	45.8	20	18	52.6	55.0	86.6
39	2018-12-27		Minnesota Wild	5	2	W			20	6	2	4	0		48	8	0	3	0		37	69	34.9	22	50	30.6	26	29	47.3	36.0	116.2
40	2018-12-29	@	Colorado Avalanche	3	2	W	OT		37	6	2	4	0		32	10	1	3	0		49	45	52.1	33	35	48.5	23	26	46.9	59.4	99.9
41	2019-01-01		Boston Bruins	2	4	L			38	10	0	4	0		36	8	2	5	0		53	42	55.8	37	34	52.1	29	23	55.8	59.1	99.4
42	2019-01-03	@	New York Islanders	2	3	L	OT		21	4	1	2	0		50	4	1	2	0		42	67	38.5	30	55	35.3	19	33	36.5	48.4	100.8
43	2019-01-06	@	Pittsburgh Penguins	5	3	W			31	6	1	3	0		34	6	0	3	0		47	44	51.6	39	35	52.7	20	25	44.4	51.9	103.4
44	2019-01-07		Calgary Flames	3	4	L			35	8	1	3	0		43	6	1	4	1		54	56	49.1	41	43	48.8	26	25	51.0	53.2	100.2
45	2019-01-09		Nashville Predators	3	4	L	OT		31	8	1	2	1		37	4	1	4	0		43	50	46.2	28	38	42.4	22	23	48.9	78.6	93.7
46	2019-01-12		Vegas Golden Knights	3	4	L	OT		23	4	2	4	0		34	8	0	2	0		31	54	36.5	24	35	40.7	22	27	44.9	51.3	91.3
47	2019-01-14	@	New Jersey Devils	5	8	L			32	13	1	4	0		41	17	2	2	0		50	48	51.0	36	42	46.2	31	22	58.5	57.0	96.7
48	2019-01-17	@	New York Rangers	3	4	L			27	2	2	3	0		33	6	0	1	0		39	38	50.6	26	33	44.1	28	25	52.8	51.7	89.5
49	2019-01-20		Washington Capitals	8	5	W			28	10	1	2	0		39	10	0	2	0		51	53	49.0	39	39	50.0	30	25	54.5	35.9	110.3
50	2019-01-22		New York Islanders	3	2	W	SO		40	4	2	3	0		36	6	0	2	0		59	65	47.6	45	46	49.5	24	24	50.0	50.0	93.9
51	2019-02-01	@	Buffalo Sabres	7	3	W			30	8	0	2	0		43	6	1	3	0		41	49	45.6	37	42	46.8	20	21	48.8	35.9	117.7
52	2019-02-02	@	Minnesota Wild	4	3	W	OT		31	13	2	5	0		31	15	1	4	0		33	45	42.3	26	36	41.9	20	23	46.5	29.6	103.1
53	2019-02-05	@	Edmonton Oilers	6	2	W			35	8	2	4	0		27	8	2	4	0		49	41	54.4	34	25	57.6	24	29	45.3	64.7	114.3
54	2019-02-07		Vancouver Canucks	4	3	W	OT		35	10	2	5	0		43	10	1	5	0		45	61	42.5	31	49	38.8	22	22	50.0	60.5	103.4
55	2019-02-10		Detroit Red Wings	5	2	W			36	4	0	2	0		45	4	0	2	0		50	69	42.0	36	49	42.4	30	30	50.0	38.5	111.4
56	2019-02-12	@	Boston Bruins	3	6	L			26	12	0	3	0		37	8	2	5	0		34	56	37.8	25	46	35.2	22	27	44.9	34.7	102.9
57	2019-02-14		New Jersey Devils	5	2	W			36	6	0	3	1		43	6	1	3	0		50	55	47.6	34	43	44.2	21	21	50.0	56.7	111.0
58	2019-02-16		Columbus Blue Jackets	2	5	L			41	2	1	1	0		30	2	0	1	0		59	48	55.1	48	37	56.5	30	20	60.0	66.7	85.3
59	2019-02-18		Ottawa Senators	8	7	W			42	8	2	4	0		38	10	1	3	0		52	53	49.5	44	36	55.0	24	27	47.1	64.4	95.1
60	2019-02-20	@	Detroit Red Wings	5	4	W	OT		20	8	0	1	0		35	2	1	4	0		36	40	47.4	24	37	39.3	24	29	45.3	50.5	113.9
61	2019-02-22		Colorado Avalanche	3	5	L			44	8	2	4	0		31	8	1	4	1		56	40	58.3	35	29	54.7	20	20	50.0	48.1	91.2
62	2019-02-24		Dallas Stars	3	4	L			47	9	1	5	0		29	15	1	2	0		41	43	48.8	36	34	51.4	24	22	52.2	50.0	94.9
63	2019-02-27	@	Anaheim Ducks	4	3	W			35	2	1	4	1		32	19	0	1	1		50	51	49.5	36	39	48.0	21	22	48.8	40.6	98.7
64	2019-03-02	@	Los Angeles Kings	3	6	L			32	6	0	2	0		25	6	2	2	0		58	36	61.7	45	28	61.6	20	24	45.5	66.0	90.3
65	2019-03-03	@	San Jose Sharks	2	5	L			30	2	0	3	0		34	6	0	1	0		45	53	45.9	36	42	46.2	21	24	46.7	48.3	93.9
