	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2010-10-08	@	Ottawa Senators	2	1	W			36	12	1		0		26	12	0		0		35	42	45.5	29	28	50.9	14	20	41.2	53.2	98.6
1	2010-10-09		New York Rangers	3	6	L			36	18	1		0		28	10	0		1		57	51	52.8	42	34	55.3	24	17	58.5	61.3	84.7
2	2010-10-11		Chicago Blackhawks	3	4	L			35	11	0		0		30	28	1		0		46	37	55.4	37	28	56.9	24	13	64.9	42.2	97.1
3	2010-10-13		New Jersey Devils	0	1	L	OT		24	11	0		0		35	9	0		0		47	47	50.0	32	39	45.1	16	19	45.7	53.8	96.6
4	2010-10-15		Montreal Canadiens	1	2	L			23	6	0		0		28	2	1		0		45	42	51.7	30	29	50.8	19	20	48.7	50.0	99.0
5	2010-10-16	@	Chicago Blackhawks	3	4	L			41	12	0		0		21	16	1		0		42	42	50.0	32	28	53.3	13	30	30.2	51.2	95.3
6	2010-10-20	@	Atlanta Thrashers	4	1	W			42	8	1		0		18	14	1		0		53	23	69.7	41	15	73.2	16	16	50.0	66.4	108.8
7	2010-10-22		Ottawa Senators	2	4	L			36	10	0		0		32	4	2		0		53	41	56.4	40	37	51.9	23	27	46.0	67.6	97.9
8	2010-10-23	@	New Jersey Devils	6	1	W			29	6	1		0		27	8	0		0		33	37	47.1	24	32	42.9	17	25	40.5	65.4	117.9
9	2010-10-26	@	Philadelphia Flyers	3	6	L			35	15	2		0		34	11	3		0		60	44	57.7	43	34	55.8	20	24	45.5	62.5	89.5
10	2010-10-29	@	Atlanta Thrashers	3	4	L	OT		28	14	0		0		22	10	2		0		44	23	65.7	27	18	60.0	21	25	45.7	74.9	101.1
11	2010-10-30	@	Dallas Stars	0	4	L			34	14	0		0		41	4	2		1		53	57	48.2	41	52	44.1	16	23	41.0	52.0	96.9
12	2010-11-03		Boston Bruins	2	5	L			35	37	1		0		26	21	0		2		38	32	54.3	28	25	52.8	26	9	74.3	62.5	88.1
13	2010-11-05		Montreal Canadiens	2	3	L			31	8	0		0		32	10	0		0		47	49	49.0	35	39	47.3	26	21	55.3	53.3	95.6
14	2010-11-06	@	Toronto Maple Leafs	3	2	W	SO		31	9	0		0		25	11	0		0		67	52	56.3	45	38	54.2	21	24	46.7	40.7	97.1
15	2010-11-10	@	New Jersey Devils	5	4	W	SO		42	4	0		0		32	4	1		0		48	42	53.3	40	36	52.6	18	33	35.3	49.7	101.1
16	2010-11-11	@	New York Rangers	2	3	L	OT		31	12	0		0		28	6	0		0		51	36	58.6	39	29	57.4	26	18	59.1	61.6	92.6
17	2010-11-13		Washington Capitals	3	2	W	OT		27	4	1		0		25	14	0		0		38	39	49.4	24	30	44.4	20	26	43.5	45.1	104.2
18	2010-11-15		Vancouver Canucks	4	3	W	OT		39	10	0		0		39	10	2		0		36	63	36.4	34	47	42.0	19	30	38.8	37.0	111.9
19	2010-11-17	@	Washington Capitals	2	4	L			33	4	1		0		29	8	1		0		42	49	46.2	30	30	50.0	26	30	46.4	51.4	92.0
20	2010-11-19		Los Angeles Kings	4	2	W			26	22	2		0		36	24	0		0		36	38	48.6	27	32	45.8	14	21	40.0	61.9	103.1
21	2010-11-20		Tampa Bay Lightning	1	2	L			30	8	0		0		22	6	0		0		39	37	51.3	30	24	55.6	26	16	61.9	52.2	93.5
22	2010-11-24		Pittsburgh Penguins	0	1	L			30	12	0		0		29	10	0		0		48	36	57.1	32	29	52.5	22	26	45.8	78.1	95.7
23	2010-11-26		Toronto Maple Leafs	3	1	W			28	19	2		1		36	15	0		1		30	45	40.0	23	33	41.1	9	21	30.0	45.5	100.0
24	2010-11-27	@	Montreal Canadiens	1	3	L			36	21	0		0		33	29	1		0		43	47	47.8	29	35	45.3	10	29	25.6	65.4	94.3
