	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2007-10-04		Colorado Avalanche	4	0	W			32	11	1		0		35	15	0		0
1	2007-10-06		Dallas Stars	5	1	W			22	26	1		0		29	18	0		0
2	2007-10-10	@	St. Louis Blues	1	4	L			20	19	0		0		32	15	0		0
3	2007-10-11		Phoenix Coyotes	3	6	L			39	17	2		0		24	23	2		1
4	2007-10-13		Calgary Flames	4	7	L			25	11	1		0		30	13	1		1
5	2007-10-17	@	Anaheim Ducks	1	3	L			29	9	0		0		31	9	0		0
6	2007-10-20	@	San Jose Sharks	0	3	L			22	14	0		0		20	14	1		0
7	2007-10-23	@	Los Angeles Kings	0	6	L			17	15	0		0		36	9	2		0
8	2007-10-25		Atlanta Thrashers	3	0	W			34	4	0		0		20	6	0		0
9	2007-10-27		Florida Panthers	4	3	W			33	10	0		0		27	14	2		0
10	2007-10-30	@	Calgary Flames	1	5	L			40	14	1		0		33	14	2		0
11	2007-11-01	@	Vancouver Canucks	3	0	W			15	16	2		0		29	12	0		0
12	2007-11-02	@	Edmonton Oilers	4	1	W			23	8	0		0		31	6	0		0
13	2007-11-04	@	Chicago Blackhawks	5	2	W			19	10	2		0		32	16	1		0
14	2007-11-07	@	Detroit Red Wings	2	3	L	SO		30	16	0		0		45	10	2		0
15	2007-11-10		Columbus Blue Jackets	4	3	W	SO		29	14	2		0		39	18	1		0
16	2007-11-12	@	Columbus Blue Jackets	4	1	W			31	19	0		0		30	23	0		0
17	2007-11-15		Chicago Blackhawks	5	4	W	OT		37	8	0		0		31	8	2		0
18	2007-11-17		St. Louis Blues	2	3	L	SO		37	8	0		0		20	8	0		0
19	2007-11-19	@	St. Louis Blues	1	2	L			25	12	0		0		22	12	1		0
20	2007-11-22		Detroit Red Wings	3	2	W			29	22	1		0		30	20	2		0
21	2007-11-24		Minnesota Wild	3	4	L			43	4	1		0		25	8	0		0
22	2007-11-29	@	Ottawa Senators	6	5	W			35	6	1		0		32	18	0		0
23	2007-12-01	@	Montreal Canadiens	5	4	W	SO		44	14	1		1		26	6	0		0
24	2007-12-04	@	Toronto Maple Leafs	1	3	L			35	8	0		0		15	10	0		0
25	2007-12-06		Vancouver Canucks	2	5	L			28	6	0		0		25	6	2		1
26	2007-12-08		Anaheim Ducks	4	2	W			33	20	1		1		23	32	0		1
27	2007-12-10		Detroit Red Wings	1	2	L			31	12	0		1		35	14	0		0
28	2007-12-13		Colorado Avalanche	1	2	L			31	4	0		0		32	4	0		0
29	2007-12-15	@	Colorado Avalanche	1	3	L			32	13	0		0		16	9	0		0
30	2007-12-18	@	Minnesota Wild	2	3	L			32	12	1		0		31	10	0		0
31	2007-12-19	@	Chicago Blackhawks	2	5	L			21	15	2		0		30	15	1		1
32	2007-12-22		Los Angeles Kings	4	3	W			32	16	2		0		37	14	0		1
33	2007-12-23	@	Columbus Blue Jackets	3	1	W			32	13	1		0		31	13	0		0
34	2007-12-26	@	Chicago Blackhawks	2	5	L			32	15	0		0		22	19	0		1
35	2007-12-27		Columbus Blue Jackets	4	3	W			32	19	1		0		39	29	2		0
36	2007-12-29		San Jose Sharks	2	5	L			21	8	0		0		29	12	1		0
37	2007-12-31	@	Dallas Stars	1	0	W			30	12	0		0		22	10	0		0
38	2008-01-03		Edmonton Oilers	5	2	W			30	19	2		0		28	11	1		0
