	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2000-10-06	@	New Jersey Devils	4	8	L			30	20	3		0		34	26	1		0
1	2000-10-07	@	Toronto Maple Leafs	0	2	L			26	14	0		0		18	18	1		0
2	2000-10-10		Edmonton Oilers	5	2	W			23	8	2		0		18	14	0		0
3	2000-10-11	@	New York Rangers	1	3	L			29	15	0		0		32	19	2		0
4	2000-10-14		Chicago Blackhawks	5	4	W	OT		28	14	1		0		25	18	1		0
5	2000-10-17		Buffalo Sabres	4	3	W			30	21	3		0		29	29	1		1
6	2000-10-19	@	Philadelphia Flyers	3	3	T	OT		28	14	2		0		45	12	2		0
7	2000-10-21		Carolina Hurricanes	5	2	W			23	16	1		0		20	16	1		0
8	2000-10-24		Minnesota Wild	2	2	T	OT		35	8	2		0		23	12	0		0
9	2000-10-27	@	New York Islanders	1	2	L			38	2	0		0		32	12	0		0
10	2000-10-28		New York Islanders	1	2	L			34	8	1		0		18	14	0		0
11	2000-11-01		Detroit Red Wings	2	4	L			22	12	1		0		38	10	1		0
12	2000-11-03	@	Buffalo Sabres	4	5	L			35	14	2		0		15	18	2		0
13	2000-11-04		New York Rangers	2	5	L			37	18	1		0		23	22	1		0
14	2000-11-08	@	Florida Panthers	4	2	W			36	16	2		1		29	20	0		0
15	2000-11-10	@	Tampa Bay Lightning	1	3	L			27	12	1		0		17	16	1		0
16	2000-11-11	@	Dallas Stars	0	2	L			24	13	0		0		20	13	1		0
17	2000-11-14		Tampa Bay Lightning	0	1	L			34	19	0		0		23	25	1		0
18	2000-11-17	@	Washington Capitals	3	4	L			32	8	0		0		26	14	1		0
19	2000-11-18		Toronto Maple Leafs	1	6	L			32	9	0		0		24	12	1		0
20	2000-11-21		Florida Panthers	1	4	L			22	4	0		0		20	12	0		0
21	2000-11-23	@	Atlanta Thrashers	6	0	W			39	13	1		0		25	29	0		0
22	2000-11-25		Buffalo Sabres	3	5	L			32	18	0		0		19	38	0		0
23	2000-11-27		Atlanta Thrashers	3	2	W			28	13	0		0		31	13	0		0
24	2000-11-29	@	Edmonton Oilers	3	2	W			25	12	1		0		20	12	1		0
25	2000-11-30	@	Vancouver Canucks	4	3	W			18	8	2		0		26	8	1		0
26	2000-12-02	@	Calgary Flames	1	1	T	OT		36	10	0		0		24	12	0		0
27	2000-12-05		Buffalo Sabres	2	3	L			32	6	1		0		22	8	0		0
28	2000-12-08	@	Ottawa Senators	0	1	L			22	6	0		0		22	8	0		0
29	2000-12-09		Ottawa Senators	2	4	L			25	12	1		0		40	14	1		0
30	2000-12-13		Calgary Flames	1	3	L			17	20	0		0		31	21	2		0
31	2000-12-15	@	New Jersey Devils	1	2	L			18	8	1		0		30	26	2		0
32	2000-12-16		Pittsburgh Penguins	4	4	T	OT		26	12	2		0		53	14	1		0
33	2000-12-18		Columbus Blue Jackets	0	2	L			27	15	0		0		16	17	0		0
34	2000-12-21		Nashville Predators	4	2	W			26	16	0		0		33	10	1		0
35	2000-12-23		Toronto Maple Leafs	2	5	L			21	26	1		0		26	20	1		0
36	2000-12-27	@	Vancouver Canucks	2	3	L			22	22	1		0		32	12	2		0
37	2000-12-30	@	Edmonton Oilers	2	3	L	OT		15	16	2		0		29	14	1		0
38	2000-12-31	@	Calgary Flames	4	5	L	OT		28	12	2		0		26	12	2		0
39	2001-01-02	@	New York Islanders	3	0	W			35	11	0		0		32	17	0		0
40	2001-01-05	@	Pittsburgh Penguins	4	3	W			21	13	2		0		32	13	2		0
41	2001-01-06	@	Ottawa Senators	3	4	L			25	22	0		0		30	22	1		0
42	2001-01-10		Boston Bruins	1	2	L			18	8	0		0		25	14	1		0
