	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1990-10-04	@	Calgary Flames	2	3	L	OT		26	10	0		0		29	23	2		0
1	1990-10-06	@	Los Angeles Kings	6	3	W			23	37	1		1		31	29	2		0
2	1990-10-09		Los Angeles Kings	2	6	L			20	57	0		0		30	36	1		1
3	1990-10-12		St. Louis Blues	4	0	W			25	30	1		1		13	34	0		0
4	1990-10-14		Edmonton Oilers	5	4	W	OT		37	17	2		0		27	19	0		0
5	1990-10-17		Boston Bruins	3	1	W			19	21	0		0		24	17	0		0
6	1990-10-19	@	Winnipeg Jets	5	7	L			23	14	1		1		31	12	1		0
7	1990-10-21	@	Quebec Nordiques	3	2	W			25	27	0		0		23	23	0		0
8	1990-10-23	@	Detroit Red Wings	0	6	L			28	28	0		0		28	28	1		0
9	1990-10-25	@	Boston Bruins	2	4	L			33	28	0		0		27	42	1		0
10	1990-10-27	@	Hartford Whalers	4	2	W			22	38	2		0		42	22	1		0
11	1990-10-30		Washington Capitals	1	2	L			21	8	0		0		25	8	0		0
12	1990-11-01		New Jersey Devils	2	1	W			25	31	0		0		21	29	0		0
13	1990-11-03		Winnipeg Jets	3	5	L			31	19	2		0		26	27	3		0
14	1990-11-06		Detroit Red Wings	6	3	W			29	29	3		0		21	37	2		0
15	1990-11-08	@	Toronto Maple Leafs	5	3	W			45	42	2		0		29	43	0		2
16	1990-11-09	@	Buffalo Sabres	1	7	L			16	61	0		0		34	43	1		1
17	1990-11-11	@	Philadelphia Flyers	0	2	L			31	9	0		0		25	21	0		0
18	1990-11-14	@	Edmonton Oilers	3	5	L			28	18	1		0		26	20	0		0
19	1990-11-16		New York Islanders	3	2	W			35	20	1		0		23	12	2		0
20	1990-11-19		Calgary Flames	4	6	L			30	26	2		0		31	28	3		0
21	1990-11-21		Chicago Blackhawks	4	1	W			33	33	1		0		38	23	0		0
22	1990-11-23	@	Minnesota North Stars	4	6	L			38	19	1		0		26	10	2		0
23	1990-11-24	@	St. Louis Blues	3	3	T	OT		37	22	1		0		37	12	2		0
24	1990-11-27		Minnesota North Stars	1	1	T	OT		33	29	0		0		21	26	1		0
25	1990-11-29		Toronto Maple Leafs	2	1	W			25	47	1		0		25	40	0		0
26	1990-12-02	@	Winnipeg Jets	5	1	W			30	24	3		0		27	33	0		0
27	1990-12-04	@	New York Islanders	4	2	W			31	13	0		1		30	15	0		0
28	1990-12-05	@	New Jersey Devils	4	9	L			30	4	1		0		32	10	0		0
29	1990-12-07	@	Pittsburgh Penguins	2	2	T	OT		26	6	0		0		30	6	0		0
30	1990-12-10		Quebec Nordiques	2	3	L	OT		45	25	0		0		30	29	1		0
31	1990-12-12	@	Edmonton Oilers	4	5	L			30	38	1		1		27	26	2		1
32	1990-12-14		New York Rangers	3	5	L			28	14	0		0		30	10	1		0
33	1990-12-16		Calgary Flames	2	5	L			18	33	0		0		27	25	3		1
34	1990-12-18	@	Calgary Flames	3	2	W			27	25	0		0		36	13	1		0
35	1990-12-20		Edmonton Oilers	7	4	W			33	34	3		0		36	41	3		0
36	1990-12-22		Los Angeles Kings	4	3	W			26	12	0		0		27	10	0		0
37	1990-12-23	@	Edmonton Oilers	3	4	L			18	46	1		0		41	20	2		0
38	1990-12-27		Montreal Canadiens	5	7	L			33	21	0		0		33	21	0		0
39	1990-12-28		Edmonton Oilers	2	5	L			35	12	1		0		22	16	0		1
40	1990-12-31	@	Winnipeg Jets	1	2	L			24	17	0		0		35	13	1		0
41	1991-01-02	@	Hartford Whalers	2	5	L			22	17	1		1		26	15	2		0
42	1991-01-03	@	Boston Bruins	3	8	L			32	26	0		0		41	28	1		1
43	1991-01-05	@	Minnesota North Stars	6	5	W			30	18	3		0		29	30	1		0
44	1991-01-08		Buffalo Sabres	3	3	T	OT		41	10	0		0		20	10	0		0
45	1991-01-10		Hartford Whalers	4	5	L			23	32	1		0		24	32	2		0
