	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2017-10-05		Minnesota Wild	4	2	W			31	8	2	5	0		39	10	0	4	0		39	47	45.3	33	37	47.1	18	23	43.9	43.5	102.2
1	2017-10-07	@	Ottawa Senators	2	1	W	SO		30	14	0	4	0		38	8	0	7	0		57	44	56.4	34	38	47.2	16	26	38.1	42.5	100.8
2	2017-10-10	@	Dallas Stars	2	4	L			25	8	1	5	0		33	10	1	3	0		46	55	45.5	30	38	44.1	29	39	42.6	63.5	91.9
3	2017-10-12	@	Arizona Coyotes	4	2	W			33	17	1	3	1		35	11	1	6	0		42	48	46.7	39	34	53.4	26	33	44.1	56.0	102.7
4	2017-10-13	@	Vegas Golden Knights	6	3	W			27	13	0	1	0		27	9	0	3	0		46	47	49.5	36	38	48.6	29	21	58.0	58.1	110.7
5	2017-10-16		Tampa Bay Lightning	2	3	L			31	10	0	6	0		26	12	1	5	1		39	27	59.1	30	22	57.7	26	20	56.5	51.9	99.0
6	2017-10-18	@	Toronto Maple Leafs	3	6	L			33	6	0	3	0		26	8	1	2	0		48	33	59.3	41	29	58.6	22	29	43.1	60.7	86.6
7	2017-10-20		Washington Capitals	3	4	L	OT		37	10	1	5	1		41	10	2	5	1		40	48	45.5	33	35	48.5	17	19	47.2	31.6	100.7
8	2017-10-22		Vancouver Canucks	1	4	L			21	4	0	1	0		37	2	0	2	0		45	50	47.4	33	41	44.6	25	24	51.0	53.1	92.8
9	2017-10-24	@	Buffalo Sabres	0	1	L			32	10	0	2	0		32	6	0	4	0		42	38	52.5	35	33	51.5	28	32	46.7	53.4	96.3
10	2017-10-26	@	Tampa Bay Lightning	2	3	L			31	14	1	5	1		38	12	2	6	0		33	51	39.3	27	41	39.7	14	17	45.2	42.1	96.7
11	2017-10-28	@	Florida Panthers	3	2	W	SO		38	17	0	3	0		46	11	1	6	0		51	51	50.0	39	43	47.6	25	34	42.4	53.4	104.3
12	2017-10-31		Arizona Coyotes	5	3	W			40	4	0	1	0		33	2	0	2	0		61	52	54.0	51	39	56.7	33	27	55.0	59.0	103.2
13	2017-11-02	@	Ottawa Senators	1	3	L			25	6	1	2	0		30	6	1	2	0		50	48	51.0	33	40	45.2	30	25	54.5	51.2	92.9
14	2017-11-05	@	Edmonton Oilers	4	0	W			35	4	1	2	0		36	4	0	2	0		50	68	42.4	43	49	46.7	23	35	39.7	37.6	109.7
15	2017-11-06	@	Vancouver Canucks	3	2	W			29	6	1	2	0		28	6	0	2	0		46	49	48.4	40	31	56.3	28	32	46.7	38.6	99.4
16	2017-11-09	@	Calgary Flames	3	6	L			42	9	1	3	0		34	11	0	2	0		62	56	52.5	49	48	50.5	30	24	55.6	48.4	87.7
17	2017-11-11		Columbus Blue Jackets	1	2	L	SO		33	4	0	0	0		32	0	0	2	0		52	54	49.1	39	44	47.0	23	19	54.8	39.8	99.9
18	2017-11-15		Calgary Flames	8	2	W			27	64	4	6	1		28	67	1	5	0		31	45	40.8	26	35	42.6	21	15	58.3	52.7	111.9
19	2017-11-17		Buffalo Sabres	3	1	W			33	4	0	5	0		20	10	0	2	0		40	30	57.1	37	19	66.1	19	22	46.3	50.0	106.6
20	2017-11-19		Colorado Avalanche	3	4	L	OT		24	12	1	3	0		37	6	1	6	0		27	45	37.5	21	34	38.2	28	19	59.6	37.0	104.3
21	2017-11-22		Edmonton Oilers	2	6	L			22	2	1	2	0		28	4	0	1	0		43	43	50.0	30	33	47.6	29	27	51.8	56.7	81.9
22	2017-11-24	@	New York Rangers	1	2	L	OT		41	4	1	4	0		31	8	0	2	0		64	61	51.2	50	41	54.9	30	37	44.8	57.0	93.3
