	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2010-10-07	@	Minnesota Wild	4	3	W			31	10	2		0		29	10	2		0		55	41	57.3	36	27	57.1	25	39	39.1	47.5	102.4
1	2010-10-08		Minnesota Wild	2	1	W	SO		37	19	0		0		42	19	1		0		48	56	46.2	35	46	43.2	16	36	30.8	52.6	103.3
2	2010-10-14	@	Ottawa Senators	2	3	L			24	8	1		0		39	8	1		0		33	56	37.1	27	45	37.5	16	30	34.8	34.3	99.4
3	2010-10-17	@	Vancouver Canucks	1	5	L			33	14	0		0		28	16	2		0		49	58	45.8	36	36	50.0	17	27	38.6	58.9	90.5
4	2010-10-19	@	San Jose Sharks	5	2	W			31	12	0		1		43	10	1		0		46	51	47.4	36	34	51.4	15	31	32.6	40.6	112.3
5	2010-10-20	@	Los Angeles Kings	3	4	L			30	8	0		0		27	6	0		0		43	37	53.8	34	31	52.3	18	29	38.3	50.0	93.5
6	2010-10-23	@	Phoenix Coyotes	4	3	W	OT		41	9	1		1		39	13	0		0		52	68	43.3	43	52	45.3	15	31	32.6	43.4	98.2
7	2010-10-27		Washington Capitals	0	3	L			29	6	0		0		33	10	0		1						0		0	0			
8	2010-10-29	@	New York Rangers	4	3	W			38	14	2		0		43	10	2		0		52	47	52.5	36	38	48.6	23	31	42.6	52.9	103.4
9	2010-10-30		Pittsburgh Penguins	0	3	L			33	6	0		0		31	16	0		0		50	49	50.5	37	37	50.0	10	23	30.3	55.0	88.9
10	2010-11-01	@	Philadelphia Flyers	2	3	L			28	10	0		0		37	6	1		0		55	48	53.4	38	36	51.4	20	31	39.2	51.4	100.9
11	2010-11-03		New York Islanders	7	2	W			32	13	1		0		33	13	1		0		50	44	53.2	36	34	51.4	20	26	43.5	42.3	116.2
12	2010-11-05	@	Florida Panthers	4	7	L			31	4	0		0		50	14	0		0		39	69	36.1	31	57	35.2	16	33	32.7	52.5	101.4
13	2010-11-06		Florida Panthers	3	2	W			29	4	1		0		20	10	0		0		51	44	53.7	29	26	52.7	21	28	42.9	56.0	98.9
14	2010-11-09		Edmonton Oilers	7	1	W			42	8	3		0		22	24	0		0		45	39	53.6	34	27	55.7	21	19	52.5	39.8	110.1
15	2010-11-11		Philadelphia Flyers	1	8	L			36	9	0		0		26	13	2		1		70	43	61.9	50	35	58.8	24	35	40.7	71.4	80.3
16	2010-11-13	@	Montreal Canadiens	2	7	L			30	34	1		0		33	24	3		0		36	36	50.0	25	31	44.6	15	24	38.5	49.3	88.5
17	2010-11-17		Ottawa Senators	7	1	W			28	12	2		0		24	18	1		0		29	45	39.2	26	32	44.8	11	25	30.6	26.7	127.8
18	2010-11-19	@	Pittsburgh Penguins	4	5	L	SO		34	4	0		0		36	4	1		0		63	56	52.9	50	41	54.9	35	29	54.7	61.3	102.8
19	2010-11-20		Nashville Predators	1	2	L	SO		22	6	0		0		27	6	0		0		39	50	43.8	32	42	43.2	22	31	41.5	44.7	100.6
20	2010-11-24		Washington Capitals	2	3	L			32	17	1		0		38	17	1		0		63	51	55.3	46	38	54.8	21	28	42.9	54.9	96.0
21	2010-11-26	@	Boston Bruins	3	0	W			21	8	3		0		37	6	0		0		31	56	35.6	20	41	32.8	15	19	44.1	33.3	100.0
22	2010-11-28	@	Washington Capitals	2	3	L	SO		28	2	0		0		40	6	0		0		60	55	52.2	38	43	46.9	21	27	43.8	50.0	101.8
23	2010-11-29		Dallas Stars	1	4	L			28	12	0		0		33	16	0		0		51	47	52.0	36	35	50.7	23	26	46.9	60.7	90.2
24	2010-12-03		Colorado Avalanche	2	1	W	OT		30	6	0		0		35	4	0		0		57	52	52.3	43	39	52.4	18	31	36.7	36.5	103.6
25	2010-12-04	@	Nashville Predators	2	5	L			30	2	0		0		39	8	0		0		52	50	51.0	38	42	47.5	33	22	60.0	68.6	93.0
26	2010-12-10	@	Dallas Stars	1	2	L	SO		23	8	0		0		29	10	0		0		48	50	49.0	32	39	45.1	20	21	48.8	47.7	100.0
27	2010-12-11	@	St. Louis Blues	2	1	W	SO		29	15	0		0		39	9	1		0		42	58	42.0	38	50	43.2	24	24	50.0	38.1	104.0
28	2010-12-15	@	Florida Panthers	4	3	W			34	6	1		0		27	8	1		0		51	43	54.3	32	36	47.1	15	24	38.5	50.0	103.7
29	2010-12-16	@	Atlanta Thrashers	3	2	W	SO		29	13	0		0		47	19	1		0		54	70	43.5	38	54	41.3	20	30	40.0	51.9	104.6
30	2010-12-18		Anaheim Ducks	4	2	W			32	16	2		1		45	20	1		0		54	49	52.4	39	36	52.0	35	26	57.4	47.7	99.9
31	2010-12-20	@	Tampa Bay Lightning	1	5	L			22	13	1		0		34	17	2		0		47	46	50.5	28	35	44.4	19	23	45.2	60.6	88.5
32	2010-12-23		Montreal Canadiens	2	3	L			24	9	0		1		29	6	2		0		38	46	45.2	27	34	44.3	18	27	40.0	52.7	100.0
33	2010-12-26		Washington Capitals	2	3	L			35	17	0		0		30	10	0		0		54	41	56.8	44	27	62.0	17	18	48.6	77.2	91.8
34	2010-12-28	@	Toronto Maple Leafs	4	3	W			27	16	1		0		37	10	2		0		46	53	46.5	32	39	45.1	22	17	56.4	29.2	110.7
35	2010-12-29	@	Ottawa Senators	4	0	W			31	13	1		0		37	23	0		0		37	52	41.6	28	38	42.4	18	19	48.6	34.0	112.5
36	2011-01-01		New Jersey Devils	6	3	W			25	4	3		0		28	14	0		0		32	46	41.0	20	33	37.7	23	27	46.0	23.3	107.5
37	2011-01-03		Florida Panthers	3	4	L	OT		37	6	0		0		28	10	0		0		65	60	52.0	50	41	54.9	23	25	47.9	59.4	93.3
38	2011-01-05	@	New York Rangers	1	2	L	OT		32	11	0		0		35	11	0		0		43	53	44.8	30	46	39.5	20	23	46.5	43.1	96.8
39	2011-01-07	@	Florida Panthers	5	3	W			35	6	0		1		35	6	0		0		45	45	50.0	38	33	53.5	18	24	42.9	53.6	103.6
40	2011-01-09		Atlanta Thrashers	4	3	W	OT		34	8	2		0		28	8	2		0		51	42	54.8	41	31	56.9	24	23	51.1	37.9	101.9
41	2011-01-11		Calgary Flames	6	5	W	SO		30	6	0		0		32	12	0		0		54	63	46.2	39	46	45.9	29	29	50.0	33.7	101.9
42	2011-01-13	@	Buffalo Sabres	2	3	L			29	9	1		0		35	11	1		0		51	51	50.0	34	42	44.7	21	31	40.4	50.0	97.9
43	2011-01-15		Tampa Bay Lightning	6	4	W			31	10	4		1		34	20	0		0		42	65	39.3	29	51	36.3	26	24	52.0	31.9	92.5
44	2011-01-17	@	Boston Bruins	0	7	L			31	15	0		0		38	25	2		0		41	55	42.7	27	41	39.7	15	25	37.5	39.5	83.3
45	2011-01-18		Boston Bruins	2	3	L			45	12	1		0		28	10	2		0		66	39	62.9	42	28	60.0	22	24	47.8	61.5	98.2
46	2011-01-20		New York Rangers	4	1	W			39	24	1		0		40	24	0		0		47	65	42.0	40	59	40.4	22	31	41.5	48.6	106.2
47	2011-01-22	@	Pittsburgh Penguins	2	3	L			26	22	0		0		31	24	1		1		43	45	48.9	26	35	42.6	25	23	52.1	45.4	105.8
48	2011-01-24		Toronto Maple Leafs	6	4	W			28	32	2		0		30	25	1		1		43	47	47.8	30	34	46.9	14	18	43.8	45.9	111.1
49	2011-01-26	@	New York Islanders	4	2	W			31	15	0		0		25	19	0		0		46	54	46.0	37	36	50.7	21	24	46.7	42.6	107.9
50	2011-02-01		Boston Bruins	2	3	L			26	5	1		0		33	13	0		0		61	54	53.0	39	41	48.8	22	33	40.0	38.2	95.9
51	2011-02-03	@	Toronto Maple Leafs	0	3	L			27	13	0		0		41	13	0		0		59	57	50.9	38	45	45.8	20	27	42.6	41.8	90.9
52	2011-02-05		Atlanta Thrashers	4	3	W	OT		37	16	1		0		37	16	0		0		50	48	51.0	40	40	50.0	33	17	66.0	45.6	99.3
