	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2000-10-06		Nashville Predators	1	3	L			26	14	1		0		33	6	1		0
1	2000-10-07	@	Nashville Predators	3	1	W			41	16	1		0		22	14	0		0
2	2000-10-13		Tampa Bay Lightning	3	2	W			26	10	0		0		25	12	1		0
3	2000-10-14		New York Rangers	8	6	W			35	18	2		0		25	14	4		0
4	2000-10-18		Carolina Hurricanes	2	3	L			33	12	1		0		32	18	0		0
5	2000-10-19	@	Ottawa Senators	3	3	T	OT		24	19	1		0		34	15	1		0
6	2000-10-21		Columbus Blue Jackets	5	2	W			36	18	3		0		37	16	1		0
7	2000-10-25		Ottawa Senators	2	3	L			33	8	1		0		25	6	0		0
8	2000-10-27	@	New York Rangers	4	1	W			33	51	2		0		28	33	1		0
9	2000-10-28		New Jersey Devils	0	9	L			21	20	0		0		42	24	1		0
10	2000-11-01	@	San Jose Sharks	2	3	L			26	10	2		0		33	12	0		0
11	2000-11-03	@	Vancouver Canucks	4	2	W			14	17	2		0		32	13	0		0
12	2000-11-04	@	Calgary Flames	1	1	T	OT		32	15	0		0		21	15	0		0
13	2000-11-08		Philadelphia Flyers	5	2	W			37	28	1		1		31	29	1		0
14	2000-11-10	@	New Jersey Devils	4	2	W			26	28	0		0		44	26	0		0
15	2000-11-11		Edmonton Oilers	5	2	W			30	6	1		0		33	6	0		0
16	2000-11-13	@	Colorado Avalanche	2	3	L	OT		29	2	0		0		21	6	0		0
17	2000-11-16	@	St. Louis Blues	3	4	L			20	26	2		0		34	14	2		0
18	2000-11-18		Atlanta Thrashers	3	1	W			30	10	1		0		26	10	0		0
19	2000-11-22		Carolina Hurricanes	1	3	L			35	4	0		0		22	12	0		1
20	2000-11-24	@	Philadelphia Flyers	1	0	W			25	6	0		0		36	2	0		0
21	2000-11-25		Los Angeles Kings	2	2	T	OT		31	17	0		0		28	15	2		0
22	2000-11-28	@	Boston Bruins	1	3	L			18	28	0		0		29	38	1		0
23	2000-12-01	@	Buffalo Sabres	6	4	W			32	14	0		0		32	6	1		0
24	2000-12-02		Buffalo Sabres	2	3	L			24	20	0		0		26	10	1		0
25	2000-12-05	@	Ottawa Senators	4	2	W			37	17	1		1		31	19	2		0
26	2000-12-06		Boston Bruins	2	3	L			29	8	1		0		36	8	0		0
27	2000-12-09	@	Toronto Maple Leafs	1	5	L			30	20	0		0		32	14	1		0
28	2000-12-10	@	Detroit Red Wings	4	3	W			30	18	1		0		37	28	2		0
29	2000-12-13		Toronto Maple Leafs	4	7	L			35	13	1		1		23	19	1		0
30	2000-12-15		Florida Panthers	1	4	L			36	29	0		0		29	31	0		0
31	2000-12-16	@	Montreal Canadiens	4	4	T	OT		53	14	1		0		26	12	2		0
32	2000-12-20	@	Florida Panthers	2	2	T	OT		26	31	0		1		22	17	1		0
33	2000-12-21	@	Tampa Bay Lightning	1	1	T	OT		39	8	0		0		32	6	0		0
34	2000-12-23		Dallas Stars	2	8	L			29	15	0		0		36	13	2		0
35	2000-12-26	@	Buffalo Sabres	5	3	W			34	14	1		0		24	12	0		0
36	2000-12-27		Toronto Maple Leafs	5	0	W			31	13	1		1		40	11	0		0
37	2000-12-30		Ottawa Senators	5	3	W			32	4	1		0		31	10	1		0
38	2001-01-03		Washington Capitals	3	2	W			29	6	1		0		26	8	0		0
39	2001-01-05		Montreal Canadiens	3	4	L			32	13	2		0		21	13	2		0
40	2001-01-08	@	Washington Capitals	5	3	W			31	8	1		0		27	6	1		0
41	2001-01-09	@	Boston Bruins	2	5	L			22	20	1		0		26	12	1		0
42	2001-01-12		New York Islanders	4	3	W			27	29	1		0		33	15	1		0
43	2001-01-13	@	New York Islanders	5	6	L			33	18	2		1		30	21	3		0
44	2001-01-15		Mighty Ducks of Anaheim	3	2	W			27	11	1		0		25	13	0		0
45	2001-01-17	@	Phoenix Coyotes	4	5	L			24	18	2		0		29	12	4		0
46	2001-01-19	@	Dallas Stars	5	6	L	OT		26	15	0		0		34	11	1		0
47	2001-01-21	@	Chicago Blackhawks	4	0	W			19	10	1		0		24	12	0		0
48	2001-01-24		Montreal Canadiens	3	1	W			27	31	1		0		20	23	1		0
49	2001-01-27		Atlanta Thrashers	5	1	W			39	59	1		0		29	41	1		0
50	2001-01-30	@	Atlanta Thrashers	6	3	W			33	36	1		0		26	36	1		0
51	2001-01-31		Philadelphia Flyers	1	5	L			31	50	1		0		27	26	1		1
52	2001-02-07		Philadelphia Flyers	9	4	W			33	22	2		0		26	32	1		1
53	2001-02-10		New Jersey Devils	5	4	W	OT		24	16	1		0		24	6	1		0
54	2001-02-11	@	Minnesota Wild	2	4	L			29	6	0		0		26	10	0		1
55	2001-02-14		Minnesota Wild	2	1	W			35	12	0		0		14	24	0		1
56	2001-02-16	@	New Jersey Devils	4	4	T	OT		25	8	1		0		31	8	0		1
57	2001-02-17	@	Columbus Blue Jackets	3	2	W	OT		27	33	0		0		34	33	0		0
58	2001-02-19		Colorado Avalanche	1	5	L			32	44	0		0		30	47	1		0
59	2001-02-21		Florida Panthers	3	2	W	OT		33	13	1		0		20	19	0		0
60	2001-02-23		New York Rangers	6	4	W			32	11	2		0		27	13	2		1
61	2001-02-25		New York Islanders	6	1	W			26	10	0		0		23	10	0		0
62	2001-02-28	@	Montreal Canadiens	2	4	L			28	28	0		0		39	24	2		0
63	2001-03-02	@	New York Rangers	7	5	W			28	23	3		0		34	43	2		0
64	2001-03-03	@	Washington Capitals	3	4	L			28	25	2		0		46	31	2		0
65	2001-03-07		Washington Capitals	3	4	L			33	15	2		0		24	15	2		0
66	2001-03-08	@	Atlanta Thrashers	5	3	W			23	8	2		0		30	18	1		1
67	2001-03-10		Calgary Flames	6	3	W			28	16	2		0		34	16	2		0
68	2001-03-12	@	New York Rangers	3	3	T	OT		38	31	0		1		28	26	1		0
69	2001-03-14		New York Islanders	1	3	L			34	20	1		0		31	36	0		0
70	2001-03-16	@	Florida Panthers	6	3	W			30	58	1		0		44	46	0		0
71	2001-03-17	@	Tampa Bay Lightning	1	5	L			26	17	0		0		20	33	1		2
72	2001-03-20		Boston Bruins	2	2	T	OT		24	19	1		0		29	21	1		0
73	2001-03-23	@	Carolina Hurricanes	3	5	L			23	23	1		0		28	13	1		0
74	2001-03-25	@	New Jersey Devils	4	2	W			20	4	0		0		27	19	1		0
75	2001-03-27		Buffalo Sabres	4	1	W			18	10	1		0		19	61	1		0
76	2001-03-29		Chicago Blackhawks	5	2	W			31	9	1		0		24	13	1		1
77	2001-03-31		St. Louis Blues	5	3	W			19	18	2		0		34	20	1		0
78	2001-04-02	@	New York Islanders	1	4	L			36	32	0		0		29	22	1		0
79	2001-04-04		Tampa Bay Lightning	4	2	W			37	8	2		0		25	12	0		0
80	2001-04-07	@	Philadelphia Flyers	3	4	L	OT		14	51	2		0		39	26	3		0
