	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2018-10-04		Washington Capitals	7	6	W	OT		41	4	2	6	0		36	12	0	2	0		60	46	56.6	47	36	56.6	30	26	53.6	39.3	94.3
1	2018-10-06		Montreal Canadiens	1	5	L			22	6	0	3	0		29	6	0	3	1		46	37	55.4	27	31	46.6	32	20	61.5	51.4	90.2
2	2018-10-11		Vegas Golden Knights	4	2	W			22	4	0	1	0		37	2	0	2	0		39	69	36.1	30	43	41.1	29	27	51.8	17.9	112.1
3	2018-10-13	@	Montreal Canadiens	3	4	L	SO		28	12	1	2	0		40	4	1	6	0		42	59	41.6	32	41	43.8	34	30	53.1	43.6	102.6
4	2018-10-16		Vancouver Canucks	2	3	L	OT		28	2	0	1	0		26	4	0	0	0		51	48	51.5	35	36	49.3	32	21	60.4	51.8	95.9
5	2018-10-18	@	Toronto Maple Leafs	3	0	W			38	2	1	2	0		38	4	0	1	0		71	80	47.0	64	58	52.5	24	30	44.4	57.7	105.4
6	2018-10-23	@	Edmonton Oilers	6	5	W	OT		31	15	1	3	0		46	11	2	5	0		59	56	51.3	40	51	44.0	28	26	51.9	36.0	112.3
7	2018-10-25	@	Calgary Flames	9	1	W			36	6	2	2	0		39	4	0	3	0		48	67	41.7	37	46	44.6	23	35	39.7	26.7	119.6
8	2018-10-27	@	Vancouver Canucks	5	0	W			35	8	0	4	0		29	8	0	3	0		47	45	51.1	42	35	54.5	27	25	51.9	37.3	116.1
9	2018-10-30		New York Islanders	3	6	L			38	8	0	3	0		25	6	1	4	0		59	34	63.4	42	24	63.6	19	22	46.3	44.4	85.3
10	2018-11-01	@	New York Islanders	2	3	L	SO		31	6	2	4	0		26	10	0	2	1		45	48	48.4	35	37	48.6	27	29	48.2	56.9	95.8
11	2018-11-03		Toronto Maple Leafs	0	5	L			31	6	0	5	0		33	10	1	3	1		40	45	47.1	31	33	48.4	24	39	38.1	52.5	86.4
12	2018-11-05		New Jersey Devils	1	5	L			36	10	0	3	0		39	8	2	4	0		55	57	49.1	36	44	45.0	30	26	53.6	50.0	94.8
13	2018-11-07	@	Washington Capitals	1	2	L			42	20	1	3	0		22	6	1	6	0		73	30	70.9	53	16	76.8	26	23	53.1	59.7	92.9
14	2018-11-10		Arizona Coyotes	4	0	W			32	10	0	2	0		39	6	0	4	0		44	68	39.3	34	47	42.0	29	27	51.8	52.3	113.3
15	2018-11-13	@	New Jersey Devils	2	4	L			31	6	1	3	0		35	8	0	2	0		47	50	48.5	36	42	46.2	32	30	51.6	52.6	90.9
16	2018-11-15		Tampa Bay Lightning	3	4	L			31	18	2	4	0		26	12	4	7	0		36	34	51.4	28	23	54.9	20	26	43.5	64.7	104.8
17	2018-11-17	@	Ottawa Senators	4	6	L			35	8	1	4	0		25	10	0	3	1		53	33	61.6	39	30	56.5	21	23	47.7	39.1	87.5
18	2018-11-19		Buffalo Sabres	4	5	L	OT		40	11	0	3	0		40	11	0	3	0		39	52	42.9	34	39	46.6	30	25	54.5	50.0	98.2
19	2018-11-21		Dallas Stars	5	1	W			30	4	1	3	0		19	6	0	2	0		48	33	59.3	40	23	63.5	20	24	45.5	55.0	108.2
20	2018-11-23	@	Boston Bruins	1	2	L	OT		37	0	1	2	0		37	4	0	0	0		61	59	50.8	46	46	50.0	36	30	54.5	27.7	94.6
21	2018-11-24		Columbus Blue Jackets	4	2	W			36	2	0	1	0		39	2	0	1	0		60	59	50.4	46	47	49.5	26	40	39.4	51.1	106.2
22	2018-11-27	@	Winnipeg Jets	4	3	W			30	4	0	1	0		27	2	0	2	1		47	46	50.5	42	35	54.5	20	25	44.4	60.7	106.1
23	2018-11-28	@	Colorado Avalanche	3	6	L			25	2	1	4	0		26	8	0	1	0		50	39	56.2	34	30	53.1	25	27	48.1	58.2	85.3
24	2018-12-01		Philadelphia Flyers	2	4	L			32	13	0	1	0		26	9	0	3	1		52	38	57.8	36	25	59.0	15	23	39.5	44.5	92.4
25	2018-12-04		Colorado Avalanche	6	3	W			32	8	1	3	0		45	8	1	3	1		49	69	41.5	35	55	38.9	30	24	55.6	41.0	114.2
26	2018-12-06		New York Islanders	6	2	W			28	6	1	3	0		24	8	0	2	1		42	41	50.6	27	26	50.9	26	19	57.8	56.8	115.6
27	2018-12-08	@	Ottawa Senators	1	2	L	OT		36	12	0	2	0		29	6	1	5	0		75	31	70.8	51	24	68.0	17	17	50.0	69.6	98.1
