	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2006-10-05		Washington Capitals	5	2	W			36	16	0		0		27	6	0		0
1	2006-10-07	@	Philadelphia Flyers	5	4	W	SO		30	18	0		0		39	12	2		0
2	2006-10-10		Philadelphia Flyers	2	4	L			27	14	1		0		24	18	1		0
3	2006-10-12		Pittsburgh Penguins	5	6	L			42	18	3		0		22	18	4		1
4	2006-10-14	@	Buffalo Sabres	4	7	L			23	17	2		0		32	23	2		0
5	2006-10-16		New Jersey Devils	4	2	W			29	14	1		1		36	2	0		0
6	2006-10-18		Nashville Predators	0	3	L			38	14	0		0		27	16	1		0
7	2006-10-21	@	Toronto Maple Leafs	5	4	W	SO		28	12	2		0		38	10	1		0
8	2006-10-25		Florida Panthers	2	4	L			37	4	1		0		24	12	1		0
9	2006-10-28	@	Phoenix Coyotes	7	3	W			35	17	1		0		26	11	0		0
10	2006-10-30	@	Los Angeles Kings	1	4	L			29	14	0		0		33	32	1		0
11	2006-11-01	@	Anaheim Ducks	4	3	W	OT		34	17	2		0		33	33	0		0
12	2006-11-02	@	San Jose Sharks	3	1	W			19	10	0		0		30	6	0		0
13	2006-11-05		Buffalo Sabres	3	4	L	OT		29	10	3		0		28	14	1		0
14	2006-11-08	@	Florida Panthers	4	3	W	SO		30	12	2		0		39	20	1		0
15	2006-11-10	@	Atlanta Thrashers	5	2	W			25	24	2		0		30	20	2		0
16	2006-11-11	@	Washington Capitals	1	3	L			42	21	1		0		28	15	0		0
17	2006-11-14		New Jersey Devils	3	2	W			24	19	0		0		22	13	1		0
18	2006-11-15	@	Carolina Hurricanes	1	2	L			24	8	1		0		24	8	0		0
19	2006-11-18	@	Pittsburgh Penguins	1	3	L			24	27	0		0		25	17	2		0
20	2006-11-19		Tampa Bay Lightning	4	1	W			34	12	2		0		28	10	1		0
21	2006-11-21		Carolina Hurricanes	4	0	W			27	8	0		0		34	6	0		0
22	2006-11-25	@	Pittsburgh Penguins	2	1	W	OT		30	14	0		0		29	14	1		0
23	2006-11-26		Buffalo Sabres	2	3	L	OT		27	20	0		0		31	10	1		0
24	2006-11-28		Atlanta Thrashers	4	5	L	OT		34	4	3		0		30	14	0		0
25	2006-12-01	@	Buffalo Sabres	3	4	L	SO		39	4	2		0		19	10	0		0
26	2006-12-03		New York Islanders	4	7	L			43	6	1		1		21	14	1		0
27	2006-12-07		Pittsburgh Penguins	3	2	W	SO		22	10	1		1		30	16	1		0
28	2006-12-09	@	Ottawa Senators	3	1	W			29	10	1		0		35	10	1		0
29	2006-12-10		Florida Panthers	2	1	W			28	11	1		0		35	17	0		0
30	2006-12-12	@	Philadelphia Flyers	3	1	W			34	8	0		0		16	12	0		0
31	2006-12-14	@	Dallas Stars	5	2	W			20	27	1		2		45	13	2		0
32	2006-12-16	@	Toronto Maple Leafs	2	9	L			13	17	0		0		32	15	3		0
33	2006-12-17		New Jersey Devils	1	6	L			36	17	0		0		28	17	3		0
34	2006-12-19		New York Islanders	3	4	L			33	14	2		0		26	12	2		0
35	2006-12-21	@	Florida Panthers	2	3	L			32	8	1		0		36	18	1		0
36	2006-12-23	@	Tampa Bay Lightning	3	4	L			28	12	1		0		26	8	2		0
37	2006-12-26	@	New York Islanders	0	2	L			28	14	0		0		38	8	0		0
38	2006-12-29	@	Ottawa Senators	0	1	L			27	13	0		0		28	20	0		0
39	2006-12-30		Washington Capitals	4	1	W			35	37	1		0		23	49	0		0
40	2007-01-02	@	New Jersey Devils	3	2	W	SO		25	8	1		0		23	4	1		0
41	2007-01-04		Philadelphia Flyers	3	2	W			29	15	0		0		24	11	1		0
42	2007-01-06	@	Montreal Canadiens	4	3	W			34	10	2		0		24	14	3		0
43	2007-01-09		New York Islanders	3	5	L			31	6	2		0		26	12	0		0
44	2007-01-11		Ottawa Senators	4	6	L			42	4	0		0		33	4	0		0
45	2007-01-13		Boston Bruins	3	1	W			38	8	0		1		25	12	0		0
46	2007-01-16	@	New Jersey Devils	0	1	L			26	8	0		0		32	0	0		0
47	2007-01-20		Atlanta Thrashers	1	3	L			30	10	0		0		32	14	0		0
48	2007-01-27	@	Philadelphia Flyers	2	1	W			35	6	0		0		18	14	0		0
49	2007-01-29	@	Boston Bruins	6	1	W			29	8	1		2		30	12	1		0
50	2007-01-31		Toronto Maple Leafs	1	2	L			38	14	1		0		28	6	1		0
51	2007-02-03	@	Tampa Bay Lightning	2	3	L			26	20	1		0		41	10	2		0
52	2007-02-05		Detroit Red Wings	3	4	L			20	8	1		0		26	6	1		0
53	2007-02-06	@	New Jersey Devils	2	3	L	SO		30	8	1		0		21	12	0		0
54	2007-02-09		Tampa Bay Lightning	5	0	W			24	39	0		0		29	34	0		0
55	2007-02-10	@	Washington Capitals	5	2	W			32	22	3		0		19	26	2		0
56	2007-02-15	@	Carolina Hurricanes	4	1	W			27	11	3		0		24	11	0		0
57	2007-02-17		Philadelphia Flyers	3	5	L			43	26	1		1		25	42	1		1
58	2007-02-18		Chicago Blackhawks	2	1	W			29	7	1		0		22	11	0		0
59	2007-02-20	@	New Jersey Devils	1	2	L			36	15	0		0		26	13	0		0
60	2007-02-22		New Jersey Devils	2	3	L	SO		30	12	1		0		26	6	0		0
61	2007-02-24		Columbus Blue Jackets	2	3	L			42	9	1		0		25	15	0		2
62	2007-02-27		Montreal Canadiens	4	0	W			27	6	2		1		19	14	0		0
63	2007-03-01		Pittsburgh Penguins	3	4	L	SO		35	8	1		0		33	8	1		2
64	2007-03-03		St. Louis Blues	3	2	W	SO		34	8	1		0		27	8	0		0
65	2007-03-05		New York Islanders	2	1	W	SO		57	10	0		0		30	16	1		0
66	2007-03-08	@	New York Islanders	2	1	W			30	14	2		0		31	24	0		0
67	2007-03-10	@	Pittsburgh Penguins	2	3	L	OT		28	23	0		0		23	15	2		0
68	2007-03-11		Carolina Hurricanes	2	1	W	SO		26	8	0		0		31	10	0		0
69	2007-03-13		Ottawa Senators	2	3	L			34	4	0		0		33	6	0		0
70	2007-03-16	@	Atlanta Thrashers	1	2	L	OT		39	17	0		0		22	17	1		0
71	2007-03-17		Boston Bruins	7	0	W			39	29	4		0		30	41	0		0
72	2007-03-19		Pittsburgh Penguins	2	1	W			42	12	0		0		22	14	0		0
73	2007-03-21		Philadelphia Flyers	5	0	W			34	14	2		0		17	20	0		0
74	2007-03-24	@	Boston Bruins	2	1	W	SO		36	19	0		0		41	10	0		0
75	2007-03-25	@	New York Islanders	2	1	W	OT		34	18	1		0		35	14	1		0
76	2007-03-27	@	Montreal Canadiens	4	6	L			32	16	1		0		25	18	2		0
77	2007-03-31	@	Philadelphia Flyers	6	4	W			34	10	1		0		37	4	1		0
78	2007-04-01		Toronto Maple Leafs	7	2	W			25	11	1		0		27	13	1		0
79	2007-04-03	@	New York Islanders	2	3	L	SO		38	8	0		1		34	12	0		0
80	2007-04-05		Montreal Canadiens	3	1	W			33	14	0		0		26	8	1		0
81	2007-04-07	@	Pittsburgh Penguins	1	2	L			29	14	0		0		30	10	2		0
