	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1991-10-05		Chicago Blackhawks	4	2	W			35	34	2		0		35	63	0		1
1	1991-10-10		Quebec Nordiques	3	2	W			44	14	0		0		25	18	1		0
2	1991-10-12		Detroit Red Wings	3	2	W			27	10	1		0		32	10	0		0
3	1991-10-15	@	Calgary Flames	3	6	L			34	12	1		0		35	12	2		0
4	1991-10-17	@	San Jose Sharks	8	2	W			47	12	4		0		24	26	0		1
5	1991-10-19	@	Los Angeles Kings	2	5	L			27	16	2		0		20	20	1		1
6	1991-10-22		Calgary Flames	2	4	L			38	68	0		0		26	66	1		1
7	1991-10-24		Philadelphia Flyers	2	5	L			28	36	1		0		46	23	0		1
8	1991-10-26		Boston Bruins	4	0	W			25	21	2		0		27	36	0		0
9	1991-10-29	@	New York Rangers	2	3	L			23	10	0		0		25	8	1		0
10	1991-10-31	@	Pittsburgh Penguins	1	8	L			21	27	0		0		39	15	1		0
11	1991-11-02		Chicago Blackhawks	4	3	W			23	27	0		0		34	46	2		0
12	1991-11-03	@	Chicago Blackhawks	4	4	T	OT		22	31	2		0		34	27	1		1
13	1991-11-05	@	Detroit Red Wings	3	2	W			20	21	1		0		33	17	0		0
14	1991-11-06	@	Toronto Maple Leafs	3	4	L			21	34	1		0		31	19	2		1
15	1991-11-09		Pittsburgh Penguins	2	3	L			27	10	0		0		32	16	1		0
16	1991-11-12		Toronto Maple Leafs	7	0	W			40	11	2		0		23	19	0		0
17	1991-11-16	@	St. Louis Blues	3	5	L			30	16	1		0		33	25	3		0
18	1991-11-19		New York Islanders	4	7	L			43	13	2		0		25	19	1		2
19	1991-11-22	@	Detroit Red Wings	3	4	L			32	20	1		0		23	12	0		0
20	1991-11-23		Detroit Red Wings	2	2	T	OT		40	10	2		0		27	27	1		0
21	1991-11-29		Toronto Maple Leafs	2	3	L			35	35	0		0		23	20	0		0
22	1991-11-30	@	Toronto Maple Leafs	4	3	W			32	17	1		0		25	17	1		0
23	1991-12-03		St. Louis Blues	3	3	T	OT		32	4	1		0		30	10	0		0
24	1991-12-04		St. Louis Blues	5	2	W			41	35	1		1		37	33	1		0
25	1991-12-07		Washington Capitals	2	4	L			20	29	2		0		33	17	1		0
26	1991-12-08	@	Chicago Blackhawks	2	7	L			12	35	1		0		28	38	4		1
27	1991-12-10		New Jersey Devils	4	3	W			24	50	0		0		25	47	1		0
28	1991-12-12	@	Vancouver Canucks	5	7	L			24	15	1		0		29	18	2		0
29	1991-12-14	@	San Jose Sharks	3	2	W			38	13	0		1		23	13	1		0
30	1991-12-17	@	Los Angeles Kings	2	1	W			37	19	0		0		33	21	1		0
31	1991-12-21		Philadelphia Flyers	0	3	L			34	6	0		0		19	6	0		0
32	1991-12-26	@	Winnipeg Jets	3	2	W			25	8	0		0		39	8	0		0
33	1991-12-28		St. Louis Blues	5	2	W			42	41	3		0		31	32	1		0
34	1991-12-31		Chicago Blackhawks	6	2	W			25	90	3		0		35	122	1		0
35	1992-01-02	@	St. Louis Blues	1	6	L			39	10	0		0		25	12	1		0
36	1992-01-04		Vancouver Canucks	4	3	W			34	23	0		1		25	11	1		0
37	1992-01-05	@	Chicago Blackhawks	2	5	L			28	64	0		1		31	54	2		1
38	1992-01-07	@	Washington Capitals	5	3	W			23	16	1		0		35	8	0		0
39	1992-01-09	@	Detroit Red Wings	4	9	L			29	31	2		0		29	24	2		1
40	1992-01-11		San Jose Sharks	7	4	W			38	8	4		0		25	10	3		0
41	1992-01-13		Edmonton Oilers	4	7	L			44	15	2		0		35	25	1		0
42	1992-01-15		Montreal Canadiens	5	2	W			50	24	1		0		26	26	1		0
43	1992-01-22		Los Angeles Kings	3	3	T	OT		42	4	0		0		26	6	0		0
44	1992-01-25		Chicago Blackhawks	0	2	L			16	32	0		0		34	18	0		0
45	1992-01-27	@	Boston Bruins	2	3	L			27	33	1		0		30	20	1		0
46	1992-01-28	@	Hartford Whalers	4	3	W			33	56	1		1		21	50	0		0
47	1992-01-30	@	Philadelphia Flyers	3	5	L			24	36	3		0		29	34	3		0
