	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2001-10-04	@	Vancouver Canucks	5	4	W			33	15	1		0		27	17	1		0
1	2001-10-06	@	Calgary Flames	0	4	L			23	11	0		0		25	13	1		0
2	2001-10-09	@	Edmonton Oilers	0	1	L			11	27	0		0		29	21	0		0
3	2001-10-11		Phoenix Coyotes	3	0	W			17	41	0		1		33	27	0		0
4	2001-10-12	@	Minnesota Wild	4	6	L			37	20	1		0		21	21	4		0
5	2001-10-14		Columbus Blue Jackets	2	2	T	OT		30	18	0		0		23	12	2		0
6	2001-10-18	@	Nashville Predators	5	3	W			40	6	0		0		23	8	0		0
7	2001-10-20	@	Dallas Stars	2	2	T	OT		32	10	1		0		25	8	1		0
8	2001-10-21		Colorado Avalanche	4	2	W			23	8	0		1		16	4	2		0
9	2001-10-23		Calgary Flames	6	3	W			29	21	2		0		29	19	2		0
10	2001-10-25		San Jose Sharks	4	2	W			31	21	2		0		24	25	0		0
11	2001-10-28		Boston Bruins	3	3	T	OT		36	20	2		0		25	24	2		0
12	2001-10-30		Los Angeles Kings	5	1	W			25	23	0		0		26	27	0		0
13	2001-11-01	@	Los Angeles Kings	3	2	W			21	10	2		0		31	10	0		0
14	2001-11-02	@	Mighty Ducks of Anaheim	2	5	L			31	30	1		0		29	30	1		0
15	2001-11-04		Detroit Red Wings	5	4	W			18	10	1		0		29	4	3		0
16	2001-11-06		Philadelphia Flyers	2	1	W			27	20	1		0		28	24	0		0
17	2001-11-09		Vancouver Canucks	3	1	W			32	8	1		0		23	10	0		0
18	2001-11-11		San Jose Sharks	3	2	W	OT		29	6	1		0		28	6	1		0
19	2001-11-13	@	Vancouver Canucks	2	3	L			25	25	1		0		26	15	1		0
20	2001-11-15	@	Calgary Flames	2	2	T	OT		25	15	0		0		23	9	1		0
21	2001-11-16	@	Edmonton Oilers	1	7	L			28	11	1		0		40	9	1		0
22	2001-11-21	@	Nashville Predators	3	4	L			27	13	0		0		23	15	2		0
23	2001-11-23	@	Columbus Blue Jackets	2	2	T	OT		31	8	0		0		23	8	0		0
24	2001-11-25	@	Detroit Red Wings	4	4	T	OT		35	2	1		0		21	6	1		0
25	2001-11-28		Vancouver Canucks	3	3	T	OT		30	14	0		1		30	14	2		0
26	2001-11-30		Toronto Maple Leafs	1	2	L			19	8	0		0		20	2	0		0
27	2001-12-01	@	Toronto Maple Leafs	1	4	L			31	21	0		0		32	10	1		0
28	2001-12-03	@	Montreal Canadiens	3	2	W			36	4	1		0		23	4	0		0
29	2001-12-05		Minnesota Wild	4	2	W			27	4	2		0		21	6	1		0
30	2001-12-07		New York Islanders	4	3	W			35	29	3		0		13	24	3		0
31	2001-12-09		Los Angeles Kings	2	5	L			26	10	0		0		18	6	2		0
32	2001-12-12		St. Louis Blues	2	2	T	OT		21	8	0		0		28	8	0		0
33	2001-12-14	@	Atlanta Thrashers	3	1	W			31	17	0		0		31	9	1		0
34	2001-12-15	@	Nashville Predators	2	5	L			33	8	1		0		30	10	1		1
35	2001-12-17	@	Detroit Red Wings	2	0	W			37	8	0		0		28	10	0		0
36	2001-12-19	@	Buffalo Sabres	6	5	W			21	10	0		0		29	2	2		0
37	2001-12-21		Edmonton Oilers	5	1	W			20	18	2		0		22	14	0		0
38	2001-12-23		Detroit Red Wings	0	5	L			23	27	0		0		25	11	2		0
39	2001-12-26	@	St. Louis Blues	3	1	W			18	4	1		0		24	4	0		0
40	2001-12-27		Colorado Avalanche	3	1	W			22	6	0		0		24	6	0		0
41	2001-12-30		Mighty Ducks of Anaheim	2	1	W			31	20	0		0		31	12	1		0
42	2001-12-31	@	Ottawa Senators	5	4	W	OT		28	6	2		0		33	10	0		0
43	2002-01-04		Tampa Bay Lightning	2	0	W			29	15	1		0		17	13	0		0
44	2002-01-06		Pittsburgh Penguins	2	0	W			19	13	0		0		22	13	0		0
45	2002-01-09	@	Colorado Avalanche	3	7	L			30	25	2		0		26	14	3		0
46	2002-01-10		Columbus Blue Jackets	2	1	W			25	33	0		0		21	33	1		0
47	2002-01-12	@	Columbus Blue Jackets	4	5	L			36	28	2		0		29	20	3		0
48	2002-01-14		Edmonton Oilers	2	1	W			31	13	0		0		18	9	0		1
49	2002-01-16	@	Florida Panthers	3	0	W			30	22	1		0		16	34	0		0
50	2002-01-18	@	Tampa Bay Lightning	2	2	T	OT		36	8	1		0		32	4	0		0
51	2002-01-20		Dallas Stars	3	2	W			24	6	1		0		26	8	1		0
52	2002-01-23		Phoenix Coyotes	1	4	L			24	12	0		0		24	2	0		0
53	2002-01-25		St. Louis Blues	2	1	W			27	32	0		0		26	26	0		0
54	2002-01-28	@	Boston Bruins	1	2	L			27	6	0		0		22	6	1		0
55	2002-01-30	@	New Jersey Devils	1	3	L			28	11	0		0		29	13	0		0
56	2002-02-06	@	Phoenix Coyotes	5	2	W			42	15	1		0		21	13	0		0
57	2002-02-08	@	San Jose Sharks	2	4	L			28	17	1		0		34	25	1		0
58	2002-02-09	@	Colorado Avalanche	3	2	W			21	12	0		0		23	4	0		0
59	2002-02-13		Florida Panthers	5	4	W			35	16	2		0		20	24	2		0
60	2002-02-26	@	Philadelphia Flyers	4	5	L			28	31	1		0		33	24	1		0
61	2002-02-27		Montreal Canadiens	2	3	L			29	10	0		0		23	4	1		0
62	2002-03-03		Mighty Ducks of Anaheim	2	1	W			27	16	1		0		17	16	0		0
63	2002-03-05		Carolina Hurricanes	1	2	L	OT		20	6	0		0		17	4	0		0
64	2002-03-07		New York Rangers	5	1	W			31	13	1		0		18	19	0		0
65	2002-03-11	@	Los Angeles Kings	1	2	L			11	9	0		0		32	11	0		0
66	2002-03-12	@	Phoenix Coyotes	1	3	L			39	13	1		0		25	15	0		0
67	2002-03-15	@	Mighty Ducks of Anaheim	1	1	T	OT		40	10	0		0		33	6	0		0
68	2002-03-16	@	San Jose Sharks	2	2	T	OT		37	16	0		0		26	4	0		0
69	2002-03-18		Dallas Stars	2	2	T	OT		27	8	0		0		35	2	1		0
70	2002-03-20		New Jersey Devils	1	3	L			22	6	0		0		29	8	0		0
71	2002-03-24		St. Louis Blues	4	3	W	OT		20	8	1		0		31	6	1		0
72	2002-03-27		Nashville Predators	4	1	W			31	15	1		1		17	13	1		0
73	2002-03-29	@	Minnesota Wild	3	1	W			22	16	2		0		16	14	0		0
74	2002-03-31		Minnesota Wild	2	1	W			25	6	0		0		19	4	0		0
75	2002-04-03		Nashville Predators	1	3	L			20	12	1		0		19	10	1		0
76	2002-04-05	@	St. Louis Blues	1	5	L			21	26	1		0		40	28	1		0
77	2002-04-07		Calgary Flames	3	2	W			33	12	0		0		17	16	1		0
78	2002-04-09	@	Washington Capitals	1	3	L			33	4	0		0		22	4	0		0
79	2002-04-10	@	Detroit Red Wings	3	3	T	OT		23	30	0		0		40	14	0		0
