	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1995-10-07		Colorado Avalanche	4	2	W			36	4	2		0		24	12	1		0
1	1995-10-10		Chicago Blackhawks	6	5	W	OT		34	12	3		0		34	10	2		0
2	1995-10-12		Vancouver Canucks	7	7	T	OT		49	13	1		0		46	17	2		1
3	1995-10-15	@	Vancouver Canucks	3	3	T	OT		22	8	0		0		36	6	0		0
4	1995-10-18		Philadelphia Flyers	1	1	T	OT		22	23	1		0		24	17	0		0
5	1995-10-20	@	Washington Capitals	7	4	W			32	16	2		0		43	10	0		0
6	1995-10-21	@	Pittsburgh Penguins	3	2	W	OT		34	8	1		0		26	8	0		0
7	1995-10-23	@	Montreal Canadiens	3	6	L			35	53	0		1		38	47	3		1
8	1995-10-26	@	Ottawa Senators	4	5	L			26	41	2		0		29	28	2		1
9	1995-10-28	@	Toronto Maple Leafs	2	2	T	OT		29	15	2		0		58	8	1		0
10	1995-10-31		Calgary Flames	1	2	L			35	14	1		0		33	22	0		0
11	1995-11-02		New York Rangers	5	3	W			19	14	1		0		49	16	0		0
12	1995-11-04		New Jersey Devils	2	4	L			33	6	1		0		37	12	1		1
13	1995-11-07	@	St. Louis Blues	1	0	W			27	23	1		0		33	20	0		0
14	1995-11-08	@	Dallas Stars	3	3	T	OT		24	10	0		0		55	8	0		0
15	1995-11-11		Pittsburgh Penguins	3	2	W			31	27	0		0		43	21	0		0
16	1995-11-13	@	Mighty Ducks of Anaheim	4	2	W			29	8	1		0		34	6	0		0
17	1995-11-14		Detroit Red Wings	5	6	L			33	26	1		1		45	10	2		0
18	1995-11-16		New York Islanders	9	2	W			41	44	1		0		36	50	1		0
19	1995-11-18		Florida Panthers	3	2	W			28	16	1		1		34	10	1		1
20	1995-11-21	@	Philadelphia Flyers	2	5	L			27	34	0		0		40	24	2		0
21	1995-11-22	@	New York Islanders	2	5	L			18	36	1		0		39	52	2		0
22	1995-11-24	@	Boston Bruins	1	2	L			19	8	0		0		32	12	1		0
23	1995-11-26	@	Florida Panthers	1	5	L			29	13	0		0		36	15	1		0
24	1995-11-27	@	Tampa Bay Lightning	0	2	L			45	13	0		0		40	17	0		0
25	1995-11-30		Washington Capitals	3	2	W			29	32	1		0		36	22	0		0
26	1995-12-02		Dallas Stars	2	2	T	OT		34	11	0		0		44	11	0		0
27	1995-12-06		Winnipeg Jets	6	3	W			32	6	3		0		26	14	1		0
28	1995-12-09		St. Louis Blues	1	2	L			41	10	0		0		41	14	0		1
29	1995-12-11	@	Calgary Flames	2	6	L			28	13	0		0		26	17	2		0
30	1995-12-13		Ottawa Senators	6	2	W			44	57	3		1		33	39	0		0
31	1995-12-16		Toronto Maple Leafs	3	6	L			47	32	0		0		35	21	3		0
32	1995-12-20		Vancouver Canucks	2	2	T	OT		40	18	0		0		49	12	0		0
33	1995-12-22	@	San Jose Sharks	3	4	L			28	18	0		0		21	6	2		1
34	1995-12-23		Colorado Avalanche	2	2	T	OT		38	12	1		0		39	14	2		0
35	1995-12-27		Mighty Ducks of Anaheim	7	1	W			43	17	1		1		33	19	0		0
36	1995-12-29	@	Edmonton Oilers	4	5	L	OT		33	12	0		0		48	10	1		0
37	1995-12-31	@	Mighty Ducks of Anaheim	2	2	T	OT		36	10	0		0		41	12	0		0
38	1996-01-03		Winnipeg Jets	4	5	L			37	6	1		0		40	10	2		0
39	1996-01-05	@	San Jose Sharks	5	2	W			38	13	0		0		34	15	0		0
40	1996-01-06		San Jose Sharks	7	5	W			37	14	5		0		43	25	1		2
41	1996-01-08	@	Dallas Stars	4	4	T	OT		26	8	1		0		35	6	1		0
42	1996-01-10	@	Toronto Maple Leafs	4	5	L			30	15	0		0		35	11	2		0
