	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1999-10-02	@	St. Louis Blues	2	1	W			26	15	1		0		24	15	0		0
1	1999-10-05		Mighty Ducks of Anaheim	4	0	W			31	19	0		0		21	13	0		0
2	1999-10-08	@	Chicago Blackhawks	3	3	T	OT		22	22	0		0		27	8	0		0
3	1999-10-10	@	New York Rangers	2	4	L			29	12	0		0		34	8	1		0
4	1999-10-11	@	Buffalo Sabres	2	2	T	OT		34	12	0		0		24	14	0		0
5	1999-10-14		Ottawa Senators	4	3	W			16	8	1		0		30	6	0		1
6	1999-10-16		Boston Bruins	2	1	W			19	10	0		0		22	8	1		0
7	1999-10-22	@	Los Angeles Kings	6	3	W			34	10	2		1		26	10	1		0
8	1999-10-23		Washington Capitals	2	2	T	OT		35	6	1		1		26	10	0		1
9	1999-10-26	@	Edmonton Oilers	1	3	L			26	8	1		0		25	8	1		0
10	1999-10-28	@	Vancouver Canucks	4	1	W			25	11	2		0		24	13	0		0
11	1999-10-30	@	Colorado Avalanche	5	3	W			30	12	1		0		18	14	0		1
12	1999-10-31	@	Mighty Ducks of Anaheim	3	0	W			24	8	0		1		33	4	0		0
13	1999-11-03	@	San Jose Sharks	3	6	L			40	6	0		0		20	6	0		0
14	1999-11-05		Dallas Stars	4	6	L			35	13	1		0		22	17	1		0
15	1999-11-10		Edmonton Oilers	5	4	W	OT		36	15	0		1		22	21	1		0
16	1999-11-12		Vancouver Canucks	2	3	L			35	15	0		0		21	13	0		0
17	1999-11-14		Los Angeles Kings	2	3	L			29	6	0		0		18	12	1		0
18	1999-11-16		Calgary Flames	2	1	W			24	11	1		0		35	19	0		1
19	1999-11-18	@	Los Angeles Kings	3	2	W			28	16	0		1		31	8	0		0
20	1999-11-20		Chicago Blackhawks	3	1	W			32	14	0		0		21	20	1		0
21	1999-11-25		New Jersey Devils	4	2	W			25	10	2		0		37	10	0		0
22	1999-11-26		Colorado Avalanche	7	0	W			31	9	2		0		28	19	0		0
23	1999-11-28	@	Detroit Red Wings	4	3	W			25	8	0		0		23	6	1		0
24	1999-11-30	@	Nashville Predators	6	3	W			31	17	0		0		29	9	1		0
25	1999-12-02		Tampa Bay Lightning	3	1	W			36	4	0		0		18	28	0		0
26	1999-12-04		Mighty Ducks of Anaheim	1	2	L			31	12	0		1		28	8	0		0
27	1999-12-06	@	Dallas Stars	3	2	W			27	8	0		0		20	6	0		0
28	1999-12-08		Florida Panthers	1	6	L			27	2	1		0		27	8	0		0
29	1999-12-11	@	Pittsburgh Penguins	2	4	L			11	4	1		0		31	4	2		0
30	1999-12-13	@	Boston Bruins	0	2	L			32	8	0		0		31	6	1		0
31	1999-12-16	@	Philadelphia Flyers	3	5	L			17	34	1		0		38	10	2		0
32	1999-12-19		San Jose Sharks	4	3	W			31	12	1		0		15	10	1		0
33	1999-12-21		St. Louis Blues	0	6	L			17	16	0		0		21	6	1		1
34	1999-12-22	@	Mighty Ducks of Anaheim	8	2	W			31	11	2		0		29	13	1		0
35	1999-12-26	@	Los Angeles Kings	3	2	W	OT		26	32	1		0		37	30	0		0
36	1999-12-28		New York Rangers	2	2	T	OT		29	4	0		0		37	8	1		0
37	2000-01-01		Edmonton Oilers	4	5	L			23	4	0		0		37	6	1		0
38	2000-01-04	@	Detroit Red Wings	5	2	W			24	12	1		1		34	10	1		0
39	2000-01-06	@	Ottawa Senators	2	5	L			12	6	0		0		34	2	2		0
40	2000-01-08	@	New Jersey Devils	3	4	L			16	11	0		0		42	11	0		0
41	2000-01-10	@	New York Islanders	2	2	T	OT		32	2	0		0		37	6	0		0
42	2000-01-12		Pittsburgh Penguins	3	1	W			27	20	1		0		22	18	0		0
43	2000-01-15		Mighty Ducks of Anaheim	4	2	W			30	6	0		1		42	6	0		0
44	2000-01-17	@	Colorado Avalanche	0	2	L			26	6	0		0		30	8	0		0
45	2000-01-18	@	Nashville Predators	4	4	T	OT		30	17	0		1		28	9	1		0
46	2000-01-20		Buffalo Sabres	2	1	W			23	10	0		1		29	12	0		0
47	2000-01-23		San Jose Sharks	3	2	W	OT		33	4	1		0		30	10	1		0
48	2000-01-27	@	Carolina Hurricanes	4	2	W			24	14	1		0		32	15	0		0
49	2000-01-28	@	Washington Capitals	2	3	L	OT		21	4	0		0		36	6	0		0
50	2000-01-31		Detroit Red Wings	5	3	W			24	6	1		0		31	14	0		0
51	2000-02-01	@	San Jose Sharks	1	0	W	OT		15	8	0		0		34	6	0		0
52	2000-02-03		Dallas Stars	0	2	L			19	26	0		0		17	13	0		0
53	2000-02-09		Los Angeles Kings	2	5	L			33	13	1		0		27	17	2		0
54	2000-02-12		Calgary Flames	4	3	W			30	12	0		1		32	10	1		0
55	2000-02-14		Detroit Red Wings	1	3	L			29	10	1		0		22	12	3		0
56	2000-02-18	@	Dallas Stars	4	3	W			20	10	0		0		24	10	0		0
57	2000-02-20		Atlanta Thrashers	4	2	W			39	25	2		1		38	14	0		0
58	2000-02-22	@	Montreal Canadiens	0	1	L			27	8	0		0		20	12	0		0
59	2000-02-23	@	Toronto Maple Leafs	3	5	L			26	6	0		0		29	2	1		0
60	2000-02-25	@	Calgary Flames	3	3	T	OT		33	9	0		0		32	11	1		0
61	2000-02-27	@	Vancouver Canucks	1	2	L			28	8	0		0		29	4	0		0
62	2000-03-01		Carolina Hurricanes	7	5	W			36	15	0		1		29	13	1		0
63	2000-03-03		Dallas Stars	1	4	L			27	8	0		0		36	6	0		0
64	2000-03-05	@	Chicago Blackhawks	3	7	L			28	14	1		0		21	20	1		1
65	2000-03-07	@	St. Louis Blues	0	4	L			16	11	0		0		30	15	0		0
66	2000-03-09		New York Islanders	5	0	W			21	19	0		0		30	15	0		0
67	2000-03-11		Vancouver Canucks	5	0	W			22	22	0		1		26	14	0		0
68	2000-03-13		Philadelphia Flyers	1	4	L			21	8	1		0		21	16	0		0
69	2000-03-15		St. Louis Blues	3	5	L			31	14	1		0		39	18	2		0
70	2000-03-17		Nashville Predators	3	4	L	OT		36	4	0		0		31	8	0		0
71	2000-03-21		Chicago Blackhawks	0	3	L			34	10	0		0		33	14	0		0
72	2000-03-23		Colorado Avalanche	2	4	L			26	16	1		0		23	14	2		0
73	2000-03-24	@	San Jose Sharks	1	5	L			23	15	0		0		35	13	1		0
74	2000-03-26	@	Mighty Ducks of Anaheim	3	4	L	OT		24	20	0		0		41	16	1		0
75	2000-03-29	@	Atlanta Thrashers	3	2	W			33	10	1		0		30	10	1		0
76	2000-03-31	@	Calgary Flames	3	1	W			12	6	0		0		31	6	0		0
77	2000-04-01	@	Edmonton Oilers	3	4	L	OT		31	17	1		0		32	17	1		0
78	2000-04-03		Los Angeles Kings	2	1	W			33	6	0		0		22	8	0		0
79	2000-04-05		Nashville Predators	3	2	W			19	4	0		0		25	4	0		0
80	2000-04-07		San Jose Sharks	1	3	L			26	2	0		0		28	6	0		1
81	2000-04-09	@	Dallas Stars	2	2	T	OT		32	10	0		0		30	8	0		0
