	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1996-10-05		Detroit Red Wings	3	1	W			29	29	0		1		25	31	0		0
1	1996-10-07	@	Philadelphia Flyers	1	3	L			25	22	1		0		31	33	1		1
2	1996-10-12		Dallas Stars	2	4	L			29	13	0		0		26	11	0		0
3	1996-10-15		Montreal Canadiens	3	2	W			33	10	0		0		30	6	1		0
4	1996-10-18		Ottawa Senators	2	2	T	OT		38	12	0		0		26	8	0		0
5	1996-10-19	@	Hartford Whalers	2	6	L			36	26	2		0		26	22	1		0
6	1996-10-24		San Jose Sharks	3	1	W			37	4	1		0		29	8	0		0
7	1996-10-26	@	Tampa Bay Lightning	4	1	W			30	2	0		0		31	6	0		0
8	1996-10-29	@	Boston Bruins	2	5	L			48	69	1		0		33	46	1		0
9	1996-10-30		New York Rangers	1	6	L			54	99	0		0		23	57	3		0
10	1996-11-02		Tampa Bay Lightning	2	1	W			26	18	2		0		28	24	0		1
11	1996-11-06	@	Detroit Red Wings	2	0	W			31	16	0		0		36	16	0		0
12	1996-11-07	@	Chicago Blackhawks	4	2	W			23	16	0		0		37	14	1		0
13	1996-11-09		New York Islanders	4	0	W			29	13	1		0		19	15	0		0
14	1996-11-12		Washington Capitals	3	2	W	OT		26	4	0		0		20	20	0		0
15	1996-11-14		Vancouver Canucks	0	3	L			40	6	0		0		22	8	0		0
16	1996-11-16		Tampa Bay Lightning	6	3	W			28	6	1		0		28	26	1		0
17	1996-11-19	@	Ottawa Senators	2	1	W			21	9	1		0		26	9	0		0
18	1996-11-22		Washington Capitals	1	5	L			39	19	0		0		27	29	2		1
19	1996-11-23	@	Washington Capitals	3	4	L			32	21	1		0		23	34	1		0
20	1996-11-27	@	Dallas Stars	3	2	W			24	6	0		0		33	2	0		0
21	1996-11-28	@	Phoenix Coyotes	3	4	L	OT		39	11	0		0		25	17	0		0
22	1996-11-30	@	Colorado Avalanche	1	2	L			31	14	0		0		20	16	1		0
23	1996-12-03		Florida Panthers	2	0	W			34	10	0		0		28	12	0		0
24	1996-12-05		Calgary Flames	2	1	W			20	23	1		0		26	21	0		0
25	1996-12-07		Phoenix Coyotes	3	4	L	OT		35	4	1		0		17	10	0		0
26	1996-12-10	@	Toronto Maple Leafs	5	2	W			37	10	0		0		27	10	0		1
27	1996-12-12	@	Boston Bruins	7	4	W			45	5	0		0		25	9	0		0
28	1996-12-14		Montreal Canadiens	3	3	T	OT		43	6	0		0		21	4	1		0
29	1996-12-16	@	Calgary Flames	5	0	W			30	8	0		1		28	6	0		0
30	1996-12-18	@	Vancouver Canucks	2	1	W			30	4	1		0		8	20	0		0
31	1996-12-20	@	Edmonton Oilers	3	2	W			20	16	1		0		32	18	0		0
