	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2001-10-03	@	Toronto Maple Leafs	5	4	W			24	33	3		0		27	30	2		0
1	2001-10-04		Montreal Canadiens	4	6	L			41	44	0		0		26	49	3		0
2	2001-10-06	@	Buffalo Sabres	2	3	L			32	23	2		0		30	21	0		0
3	2001-10-09	@	Carolina Hurricanes	6	2	W			27	15	1		0		27	17	2		0
4	2001-10-10	@	Florida Panthers	2	0	W			31	12	1		0		36	12	0		0
5	2001-10-13		New York Rangers	2	2	T	OT		32	10	1		0		34	12	0		0
6	2001-10-16	@	Pittsburgh Penguins	2	5	L			39	15	0		0		26	19	2		1
7	2001-10-18		Pittsburgh Penguins	0	3	L			29	34	0		0		32	20	0		0
8	2001-10-20	@	New Jersey Devils	2	3	L			23	6	0		0		18	8	0		0
9	2001-10-23		New Jersey Devils	1	2	L			29	2	0		0		23	16	0		0
10	2001-10-25	@	Philadelphia Flyers	7	2	W			25	21	1		1		28	23	0		0
11	2001-10-27		St. Louis Blues	4	1	W			36	4	0		0		26	8	0		0
12	2001-10-30	@	Atlanta Thrashers	6	3	W			40	13	1		0		30	17	2		0
13	2001-11-03		Buffalo Sabres	3	0	W			25	14	0		0		28	8	0		0
14	2001-11-08		Colorado Avalanche	1	0	W			31	10	0		0		21	6	0		0
15	2001-11-10		Nashville Predators	3	2	W			30	6	0		0		18	10	0		0
16	2001-11-13	@	Washington Capitals	11	5	W			34	30	1		1		32	26	0		0
17	2001-11-15		Carolina Hurricanes	1	1	T	OT		37	11	1		0		21	11	0		0
18	2001-11-17		Toronto Maple Leafs	2	1	W	OT		27	23	0		0		30	22	1		0
19	2001-11-20		Vancouver Canucks	3	0	W			17	8	0		0		26	8	0		0
20	2001-11-22		Calgary Flames	4	4	T	OT		29	18	1		0		31	12	2		0
21	2001-11-24		Atlanta Thrashers	3	6	L			35	11	2		0		23	15	1		0
22	2001-11-27	@	St. Louis Blues	2	4	L			30	9	0		0		23	11	1		0
23	2001-12-01		Boston Bruins	2	1	W	OT		24	8	0		0		35	6	0		0
24	2001-12-03	@	Colorado Avalanche	2	4	L			34	13	0		0		25	15	2		0
25	2001-12-05	@	Dallas Stars	6	3	W			28	8	1		1		23	8	0		0
26	2001-12-06	@	Nashville Predators	2	4	L			30	14	1		0		21	12	3		0
27	2001-12-08		Tampa Bay Lightning	5	2	W			44	12	2		0		27	35	1		0
28	2001-12-11	@	New York Islanders	2	2	T	OT		29	14	1		0		21	12	0		0
29	2001-12-13		Phoenix Coyotes	6	0	W			39	8	1		0		18	4	0		0
30	2001-12-15		New Jersey Devils	0	2	L			39	6	0		0		18	12	1		0
31	2001-12-18	@	Carolina Hurricanes	5	1	W			30	8	1		1		29	6	0		0
32	2001-12-20		Los Angeles Kings	2	4	L			28	116	0		0		24	136	2		0
33	2001-12-22	@	New Jersey Devils	1	0	W			22	21	0		0		23	9	0		0
34	2001-12-23	@	New York Rangers	2	3	L			25	24	1		1		29	8	2		0
35	2001-12-26	@	Boston Bruins	2	3	L			36	6	0		0		24	8	0		0
36	2001-12-27		New York Islanders	5	2	W			38	10	2		2		29	20	0		1
37	2001-12-29	@	Pittsburgh Penguins	5	2	W			31	16	1		0		26	14	0		1
38	2001-12-31		Chicago Blackhawks	4	5	L	OT		33	10	0		0		28	6	2		0
39	2002-01-03		Washington Capitals	4	1	W			37	13	0		0		20	13	0		0
40	2002-01-05	@	Toronto Maple Leafs	1	3	L			10	18	0		1		22	10	2		0
41	2002-01-07		Toronto Maple Leafs	4	3	W			16	8	1		0		26	12	0		0
42	2002-01-09	@	Atlanta Thrashers	3	4	L	OT		36	10	0		0		21	6	0		0
43	2002-01-11	@	Florida Panthers	4	2	W			25	32	0		0		25	20	0		0
44	2002-01-12	@	Tampa Bay Lightning	2	1	W			25	9	1		0		34	5	0		0
45	2002-01-15		Philadelphia Flyers	1	4	L			37	2	0		0		35	6	1		0
46	2002-01-17	@	Boston Bruins	2	5	L			25	94	1		1		34	74	1		0
47	2002-01-19		Minnesota Wild	4	1	W			40	16	1		0		23	22	0		0
48	2002-01-20	@	Detroit Red Wings	2	3	L	OT		22	10	1		0		39	10	0		0
49	2002-01-22	@	Philadelphia Flyers	1	1	T	OT		34	0	0		0		43	4	0		0
50	2002-01-24		Boston Bruins	4	3	W			35	17	2		0		25	35	1		0
