	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	1995-10-07		New York Rangers	2	0	W			29	21	1		0		37	21	0		0
1	1995-10-11		Mighty Ducks of Anaheim	3	2	W			25	24	1		0		34	34	1		0
2	1995-10-14		Chicago Blackhawks	3	2	W			33	14	1		0		28	24	1		0
3	1995-10-16	@	New York Rangers	7	5	W			35	12	0		1		49	6	2		0
4	1995-10-20		Pittsburgh Penguins	2	2	T	OT		37	13	1		0		27	15	1		0
5	1995-10-21	@	Florida Panthers	0	3	L			24	24	0		0		30	20	1		0
6	1995-10-25		St. Louis Blues	2	4	L			32	20	1		0		30	24	1		0
7	1995-10-27		Montreal Canadiens	1	4	L			32	73	0		0		34	59	1		0
8	1995-10-28	@	Boston Bruins	0	3	L			27	17	0		0		36	17	1		0
9	1995-11-02		Ottawa Senators	0	5	L			41	24	0		0		30	14	1		0
10	1995-11-04	@	Ottawa Senators	5	4	W			23	24	2		1		37	18	1		0
11	1995-11-05	@	Philadelphia Flyers	1	6	L			22	19	0		0		39	15	2		0
12	1995-11-07		San Jose Sharks	7	3	W			41	32	2		0		28	20	1		0
13	1995-11-11		New York Rangers	1	4	L			27	17	0		0		26	15	2		0
14	1995-11-14	@	New Jersey Devils	0	1	L			16	8	0		0		32	4	0		0
15	1995-11-15		Ottawa Senators	3	2	W			30	19	2		0		36	23	1		0
16	1995-11-18		Philadelphia Flyers	2	4	L			23	8	1		0		27	8	0		0
17	1995-11-20	@	Montreal Canadiens	3	4	L	OT		38	24	1		0		43	25	1		0
18	1995-11-22		Montreal Canadiens	4	2	W			26	12	0		1		31	12	0		0
19	1995-11-24	@	Toronto Maple Leafs	4	0	W			28	6	1		0		30	22	0		0
20	1995-11-25		Washington Capitals	2	4	L			28	77	1		0		41	65	2		0
21	1995-11-29	@	Tampa Bay Lightning	2	2	T	OT		34	18	1		0		35	14	1		0
22	1995-12-01	@	Buffalo Sabres	1	2	L			42	18	0		0		31	14	0		0
23	1995-12-02		Florida Panthers	3	5	L			34	8	1		0		28	14	1		1
24	1995-12-06		New York Islanders	7	4	W			34	31	3		0		34	27	3		0
25	1995-12-09	@	Pittsburgh Penguins	0	6	L			35	24	0		0		38	22	2		0
26	1995-12-10	@	Chicago Blackhawks	1	4	L			28	30	0		0		35	24	1		1
27	1995-12-13		Tampa Bay Lightning	2	3	L			22	10	0		0		30	28	0		0
28	1995-12-15		Colorado Avalanche	4	2	W			23	24	1		0		36	6	0		1
29	1995-12-16	@	New York Islanders	3	3	T	OT		30	4	0		0		29	2	0		0
30	1995-12-18	@	Montreal Canadiens	2	3	L			37	16	2		0		35	35	1		0
31	1995-12-20		Calgary Flames	2	3	L			30	2	1		0		32	8	1		0
32	1995-12-22	@	New York Rangers	3	3	T	OT		33	26	1		1		48	18	3		0
33	1995-12-23		Philadelphia Flyers	3	3	T	OT		35	20	1		0		35	20	1		0
34	1995-12-28	@	Pittsburgh Penguins	4	9	L			45	26	0		0		45	35	3		0
35	1995-12-30	@	Washington Capitals	0	3	L			26	40	0		0		28	24	1		0
36	1995-12-31	@	Detroit Red Wings	2	3	L			30	11	0		0		39	9	0		1
37	1996-01-03		Washington Capitals	2	0	W			24	10	1		0		33	10	0		0
38	1996-01-05		Ottawa Senators	4	2	W			34	20	0		0		29	6	1		0
39	1996-01-06	@	Boston Bruins	2	5	L			28	48	0		0		34	31	1		0
40	1996-01-09	@	Edmonton Oilers	5	1	W			18	15	0		0		40	9	1		0
41	1996-01-10	@	Calgary Flames	2	3	L	OT		22	37	0		0		34	37	1		0
42	1996-01-12	@	Winnipeg Jets	3	2	W			33	18	1		0		31	16	2		0
43	1996-01-16		Vancouver Canucks	3	0	W			32	29	1		0		25	29	0		0
44	1996-01-17	@	New York Islanders	6	3	W			20	12	1		0		42	10	2		0
45	1996-01-24	@	Buffalo Sabres	2	4	L			33	45	1		0		29	33	1		0
46	1996-01-25		Los Angeles Kings	8	2	W			34	44	2		0		34	42	0		0
47	1996-01-27		New Jersey Devils	4	4	T	OT		26	32	2		1		54	15	2		0
48	1996-01-30	@	San Jose Sharks	2	8	L			28	8	1		0		38	12	0		1
49	1996-01-31	@	Los Angeles Kings	6	4	W			35	19	2		0		34	18	2		0
50	1996-02-02	@	Mighty Ducks of Anaheim	4	3	W			34	16	0		0		27	12	1		0
51	1996-02-07	@	Vancouver Canucks	5	3	W			32	47	0		1		37	53	1		0
52	1996-02-09	@	Colorado Avalanche	3	2	W	OT		24	34	0		0		32	33	1		0
53	1996-02-11	@	Dallas Stars	5	3	W			24	8	4		1		32	20	0		0
54	1996-02-14		Boston Bruins	0	3	L			20	2	0		0		32	6	0		0
55	1996-02-17		Buffalo Sabres	2	1	W	OT		35	28	1		0		29	30	0		1
56	1996-02-21		Montreal Canadiens	5	3	W			35	22	1		0		21	22	2		0
57	1996-02-23	@	Pittsburgh Penguins	4	5	L			40	37	2		0		35	23	4		0
58	1996-02-25		Dallas Stars	2	6	L			30	12	0		0		34	12	0		0
59	1996-02-28		Edmonton Oilers	4	4	T	OT		40	18	1		0		30	18	3		0
60	1996-03-01		Winnipeg Jets	2	5	L			38	4	0		0		25	10	2		0
61	1996-03-02		Florida Panthers	7	1	W			28	27	3		0		34	19	1		0
62	1996-03-06		Detroit Red Wings	2	4	L			28	10	1		0		27	10	2		0
63	1996-03-08		Toronto Maple Leafs	7	4	W			30	21	2		0		30	17	1		0
64	1996-03-09	@	St. Louis Blues	3	6	L			34	17	0		0		22	17	0		0
65	1996-03-13		Pittsburgh Penguins	3	2	W			33	8	0		0		30	4	1		0
66	1996-03-16		Buffalo Sabres	2	1	W			39	61	1		1		36	41	0		1
67	1996-03-18		Tampa Bay Lightning	6	3	W			42	37	1		0		39	41	1		0
68	1996-03-20	@	Montreal Canadiens	2	3	L			33	12	1		0		29	10	0		0
69	1996-03-22	@	Ottawa Senators	1	1	T	OT		31	10	0		0		32	6	1		0
70	1996-03-23	@	Washington Capitals	2	2	T	OT		36	8	0		0		32	8	1		0
71	1996-03-25	@	Philadelphia Flyers	0	3	L			21	8	0		0		42	4	0		0
