	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2011-10-08		Pittsburgh Penguins	3	5	L			20	18	0		0		37	14	2		0		36	52	40.9	23	38	37.7	27	27	50.0	35.1	107.6
1	2011-10-10	@	St. Louis Blues	2	5	L			17	10	1		0		35	8	0		0		40	51	44.0	23	37	38.3	18	35	34.0	52.9	91.5
2	2011-10-13	@	Montreal Canadiens	4	1	W			21	8	2		0		36	8	0		0		36	46	43.9	21	27	43.8	21	20	51.2	32.9	108.3
3	2011-10-15	@	Toronto Maple Leafs	2	3	L			32	15	0		0		25	13	0		0		55	46	54.5	38	29	56.7	25	32	43.9	53.4	92.4
4	2011-10-18		Edmonton Oilers	2	1	W			28	22	0		0		25	16	1		0		45	28	61.6	39	22	63.9	23	10	69.7	50.4	107.7
5	2011-10-20		New York Rangers	2	3	L	OT		35	16	1		0		29	32	1		1		54	41	56.8	43	33	56.6	30	29	50.8	56.1	99.5
6	2011-10-22		Nashville Predators	0	2	L			33	6	0		0		14	8	0		0		55	32	63.2	42	24	63.6	23	28	45.1	73.9	83.3
7	2011-10-26		Colorado Avalanche	4	2	W			34	4	1		0		36	6	1		0		43	63	40.6	38	48	44.2	26	35	42.6	38.4	107.1
8	2011-10-28		St. Louis Blues	3	1	W			18	6	0		0		29	6	0		0		40	48	45.5	26	36	41.9	25	29	46.3	41.2	112.5
9	2011-11-01		Vancouver Canucks	1	5	L			29	17	0		0		21	17	2		0		41	31	56.9	34	23	59.6	16	27	37.2	45.8	85.8
10	2011-11-03	@	Detroit Red Wings	4	1	W			22	6	2		0		29	8	1		0		32	43	42.7	24	28	46.2	21	18	53.8	25.0	111.8
11	2011-11-04	@	Buffalo Sabres	1	2	L			30	11	0		0		44	11	0		0		41	48	46.1	32	39	45.1	25	18	58.1	48.3	97.5
12	2011-11-06	@	Colorado Avalanche	2	1	W			23	9	1		0		33	7	0		0		40	74	35.1	25	50	33.3	28	30	48.3	54.1	101.9
13	2011-11-08		Minnesota Wild	0	3	L			41	14	0		0		26	32	1		0		56	29	65.9	41	25	62.1	12	22	35.3	72.7	89.5
14	2011-11-11	@	Chicago Blackhawks	1	4	L			25	8	0		0		31	2	1		0		43	56	43.4	32	43	42.7	21	24	46.7	37.0	93.8
15	2011-11-12	@	Colorado Avalanche	4	3	W			20	10	0		0		39	6	0		0		27	45	37.5	20	34	37.0	16	25	39.0	40.7	113.2
16	2011-11-15		Ottawa Senators	1	3	L			39	13	0		0		32	17	0		0		39	41	48.8	31	34	47.7	16	19	45.7	70.8	91.0
17	2011-11-18		Chicago Blackhawks	5	2	W			26	12	0		0		32	8	1		0		44	50	46.8	35	35	50.0	22	31	41.5	34.4	116.3
18	2011-11-21	@	Columbus Blue Jackets	1	4	L			28	6	1		0		30	4	1		0		39	39	50.0	28	29	49.1	16	29	35.6	67.7	87.5
19	2011-11-23	@	Detroit Red Wings	3	5	L			22	10	1		0		30	10	3		0		27	45	37.5	24	35	40.7	17	30	36.2	46.7	102.5
20	2011-11-25	@	St. Louis Blues	0	2	L			24	7	0		0		24	13	0		1		41	51	44.6	25	37	40.3	21	22	48.8	53.6	95.0
21	2011-11-27	@	Minnesota Wild	5	2	W			35	12	0		0		21	8	1		0		45	33	57.7	38	27	58.5	16	20	44.4	68.0	109.5
22	2011-11-29		Nashville Predators	1	0	W			29	6	0		0		26	4	0		0		49	43	53.3	33	32	50.8	24	25	49.0	56.4	103.8
23	2011-12-01		Columbus Blue Jackets	3	4	L	SO		35	15	0		0		33	9	0		0		61	41	59.8	48	37	56.5	17	36	32.1	55.8	97.9
24	2011-12-03	@	Edmonton Oilers	5	3	W			32	12	2		0		29	6	0		0		40	50	44.4	29	37	43.9	22	22	50.0	42.3	100.9
25	2011-12-04	@	Vancouver Canucks	1	5	L			22	29	0		0		36	25	2		0		25	47	34.7	20	37	35.1	14	25	35.9	42.9	94.4
26	2011-12-06		Carolina Hurricanes	7	6	W			35	6	1		0		34	4	0		0		60	54	52.6	45	39	53.6	25	34	42.4	52.9	101.5
27	2011-12-08		Colorado Avalanche	3	2	W			35	4	2		0		18	16	0		0		34	29	54.0	24	25	49.0	20	20	50.0	64.7	92.3
28	2011-12-10		Edmonton Oilers	3	0	W			34	8	1		0		21	14	0		0		41	28	59.4	30	24	55.6	20	21	48.8	46.3	108.3
29	2011-12-13	@	Nashville Predators	1	2	L			36	6	0		0		45	2	1		0		57	55	50.9	45	45	50.0	24	27	47.1	55.6	100.3
30	2011-12-15	@	Tampa Bay Lightning	4	5	L	OT		27	4	1		0		34	8	1		0		48	47	50.5	35	39	47.3	26	31	45.6	54.5	103.7
31	2011-12-16	@	Florida Panthers	2	3	L	SO		26	12	1		0		41	10	0		0		37	58	38.9	24	49	32.9	24	22	52.2	27.9	99.8
32	2011-12-18	@	Chicago Blackhawks	2	4	L			24	32	2		0		25	29	2		0		32	36	47.1	23	26	46.9	22	17	56.4	51.8	87.5
33	2011-12-20		Minnesota Wild	2	1	W			30	16	0		0		30	14	0		0		49	43	53.3	34	36	48.6	32	25	56.1	31.4	104.0
34	2011-12-22		Detroit Red Wings	3	2	W			27	4	1		0		31	6	0		0		43	52	45.3	34	36	48.6	16	25	39.0	44.7	101.1
35	2011-12-23	@	Vancouver Canucks	3	1	W			31	9	0		0		30	7	0		0		44	48	47.8	35	33	51.5	23	24	48.9	41.4	105.8
36	2011-12-27	@	Columbus Blue Jackets	2	1	W	SO		26	17	1		0		28	11	0		0		30	40	42.9	24	31	43.6	16	30	34.8	39.5	95.0
