	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2017-10-04	@	Winnipeg Jets	7	2	W			31	16	2	4	0		37	8	0	8	0		37	38	49.3	24	24	50.0	24	19	55.8	42.9	118.3
1	2017-10-07		New York Rangers	8	5	W			41	6	3	6	0		35	12	2	3	0		56	50	52.8	41	44	48.2	34	26	56.7	37.8	107.9
2	2017-10-09		Chicago Blackhawks	4	3	W	OT		43	14	1	6	0		21	12	1	6	0		61	27	69.3	48	19	71.6	26	19	57.8	56.1	91.9
3	2017-10-11		New Jersey Devils	3	6	L			50	15	2	8	0		31	31	1	5	1		51	31	62.2	40	26	60.6	29	23	55.8	52.9	79.7
4	2017-10-14	@	Montreal Canadiens	4	3	W	OT		22	4	0	2	0		34	4	1	2	0		52	49	51.5	28	36	43.8	31	27	53.4	40.0	113.3
5	2017-10-17	@	Washington Capitals	2	0	W			30	6	0	2	0		30	4	0	3	0		51	47	52.0	44	32	57.9	22	20	52.4	41.0	107.4
6	2017-10-18		Detroit Red Wings	6	3	W			26	8	1	2	0		33	6	0	3	0		33	48	40.7	29	41	41.4	29	22	56.9	39.3	113.4
7	2017-10-21	@	Ottawa Senators	3	6	L			31	4	1	2	0		35	4	0	2	0		60	53	53.1	39	43	47.6	34	37	47.9	52.4	89.0
8	2017-10-23		Los Angeles Kings	3	2	W			34	13	1	6	0		38	21	0	2	1		38	45	45.8	31	36	46.3	27	15	64.3	51.7	105.0
9	2017-10-26		Carolina Hurricanes	3	6	L			34	4	0	1	0		38	6	0	1	0		63	71	47.0	50	55	47.6	28	31	47.5	43.2	93.0
10	2017-10-28		Philadelphia Flyers	2	4	L			30	2	0	3	0		30	6	1	1	0		57	41	58.2	43	33	56.6	33	26	55.9	59.5	95.2
11	2017-10-30	@	San Jose Sharks	2	3	L			18	8	0	0	0		39	0	1	4	0		54	59	47.8	29	42	40.8	26	30	46.4	51.4	105.7
12	2017-11-01	@	Anaheim Ducks	3	1	W			29	8	0	2	0		29	4	0	4	0		48	39	55.2	33	25	56.9	24	26	48.0	45.2	106.6
13	2017-11-02	@	Los Angeles Kings	3	5	L			36	10	1	4	0		28	10	2	4	0		55	33	62.5	38	27	58.5	30	24	55.6	70.1	87.3
14	2017-11-04	@	St. Louis Blues	4	6	L			31	8	0	2	0		32	6	1	4	0		45	60	42.9	34	42	44.7	25	33	43.1	49.8	96.2
15	2017-11-06		Vegas Golden Knights	4	3	W	SO		25	6	1	4	0		28	8	1	3	0		40	48	45.5	28	40	41.2	22	26	45.8	63.5	101.2
16	2017-11-08		Minnesota Wild	4	2	W			19	8	0	2	0		37	4	1	4	0		39	55	41.5	27	41	39.7	19	25	43.2	38.1	117.6
17	2017-11-10		Boston Bruins	3	2	W	OT		33	8	1	5	0		35	10	1	4	0		49	46	51.6	35	36	49.3	27	23	54.0	52.5	105.0
18	2017-11-11	@	Boston Bruins	4	1	W			25	15	1	3	0		39	13	0	4	0		37	52	41.6	24	43	35.8	22	29	43.1	36.4	112.8
19	2017-11-16		New Jersey Devils	1	0	W	OT		25	6	0	2	0		42	4	0	3	0		50	55	47.6	36	44	45.0	34	24	58.6	39.7	105.0
20	2017-11-18	@	Montreal Canadiens	6	0	W			31	13	0	3	0		33	17	0	1	0		49	58	45.8	36	39	48.0	29	27	51.8	27.8	123.1
21	2017-11-20		Arizona Coyotes	1	4	L			28	8	1	1	0		31	2	2	4	0		57	36	61.3	41	29	58.6	21	30	41.2	68.6	91.3
22	2017-11-22	@	Florida Panthers	1	2	L	SO		44	6	0	3	0		43	6	0	3	0		62	55	53.0	48	49	49.5	32	26	55.2	47.6	99.9
