	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2005-10-05	@	Washington Capitals	2	3	L			37	18	0		0		19	20	2		0
1	2005-10-07		Calgary Flames	1	3	L			20	16	1		0		38	8	0		0
2	2005-10-09	@	Chicago Blackhawks	3	2	W			27	16	1		0		32	8	1		0
3	2005-10-12	@	San Jose Sharks	1	4	L			27	18	0		0		36	18	0		0
4	2005-10-14	@	Mighty Ducks of Anaheim	3	4	L			19	21	2		0		36	27	1		0
5	2005-10-16	@	Los Angeles Kings	1	3	L			20	28	0		0		31	24	2		0
6	2005-10-21		San Jose Sharks	4	1	W			25	16	1		0		26	16	1		0
7	2005-10-22		Detroit Red Wings	0	6	L			17	10	0		0		36	14	1		0
8	2005-10-24		Detroit Red Wings	2	6	L			33	31	1		0		37	18	3		0
9	2005-10-26		Nashville Predators	3	2	W	OT		34	29	1		1		24	19	2		0
10	2005-10-28		Minnesota Wild	2	1	W	SO		53	6	0		0		28	10	0		0
11	2005-10-29	@	Minnesota Wild	1	3	L			16	16	1		0		24	18	1		0
12	2005-11-01	@	Edmonton Oilers	1	5	L			24	14	1		0		35	10	2		0
13	2005-11-03	@	Calgary Flames	1	2	L			17	22	0		0		31	18	0		0
14	2005-11-04	@	Vancouver Canucks	3	5	L			24	12	1		0		26	12	2		0
15	2005-11-09		St. Louis Blues	3	1	W			23	43	0		0		25	33	1		0
16	2005-11-11		Edmonton Oilers	1	3	L			30	9	0		0		21	17	0		0
17	2005-11-13		Los Angeles Kings	2	8	L			29	18	0		0		28	21	2		2
18	2005-11-16		St. Louis Blues	0	2	L			36	15	0		0		16	15	0		0
19	2005-11-18	@	Dallas Stars	3	6	L			18	18	2		0		29	16	3		1
20	2005-11-20	@	Phoenix Coyotes	1	5	L			24	20	0		0		33	14	2		0
21	2005-11-23		Nashville Predators	2	4	L			37	14	1		0		41	12	1		0
22	2005-11-25		Colorado Avalanche	0	5	L			35	13	0		0		34	7	2		0
23	2005-11-26	@	St. Louis Blues	4	3	W			19	10	1		0		34	6	1		0
24	2005-11-30	@	Minnesota Wild	3	2	W	SO		31	8	0		0		34	6	1		0
25	2005-12-01	@	St. Louis Blues	1	4	L			26	24	1		0		44	14	3		0
26	2005-12-08		New York Islanders	4	3	W	SO		27	27	3		0		40	21	2		0
27	2005-12-09	@	Atlanta Thrashers	2	5	L			28	31	1		0		31	19	1		0
28	2005-12-11		New Jersey Devils	3	2	W	OT		39	21	1		0		30	17	0		0
29	2005-12-13		Philadelphia Flyers	1	3	L			24	12	1		0		31	16	0		0
30	2005-12-15	@	Carolina Hurricanes	1	2	L			26	14	0		0		32	8	1		0
31	2005-12-17	@	Nashville Predators	3	7	L			26	18	1		1		32	8	1		0
32	2005-12-20	@	Detroit Red Wings	3	4	L	SO		33	14	1		0		38	10	0		0
33	2005-12-21		Dallas Stars	3	5	L			26	14	0		0		35	16	1		0
34	2005-12-23		Nashville Predators	4	5	L			39	18	2		1		22	24	3		0
35	2005-12-26		Chicago Blackhawks	4	3	W	OT		32	18	1		1		45	28	1		1
36	2005-12-28		Mighty Ducks of Anaheim	1	0	W			42	18	0		0		40	40	0		0
37	2005-12-30	@	Chicago Blackhawks	3	2	W			21	10	0		0		43	6	1		0
38	2005-12-31	@	Detroit Red Wings	2	5	L			15	12	0		0		43	10	2		0
39	2006-01-05	@	San Jose Sharks	3	6	L			31	8	2		0		39	8	2		0
40	2006-01-07	@	Colorado Avalanche	2	3	L	SO		21	19	0		0		48	9	2		0
41	2006-01-08	@	Phoenix Coyotes	5	2	W			15	20	3		0		34	10	1		0
42	2006-01-11		Pittsburgh Penguins	6	1	W			32	64	2		0		29	84	0		0
43	2006-01-13	@	Tampa Bay Lightning	2	4	L			24	12	1		0		39	6	0		0
44	2006-01-14	@	Florida Panthers	5	4	W	OT		23	14	1		0		52	16	1		0
45	2006-01-16		New York Rangers	4	3	W			32	7	1		0		36	11	0		0
46	2006-01-18		Detroit Red Wings	0	4	L			26	16	0		0		41	16	2		0
47	2006-01-20		St. Louis Blues	4	3	W	SO		35	14	1		1		44	8	0		2
48	2006-01-21	@	Nashville Predators	2	7	L			29	19	1		1		48	13	3		0
49	2006-01-24		Vancouver Canucks	6	5	W			43	14	4		0		33	22	2		0
50	2006-01-27		Minnesota Wild	4	3	W			25	17	1		0		28	21	2		0
51	2006-01-28		Nashville Predators	4	3	W			24	18	1		1		27	6	3		0
52	2006-02-01	@	Calgary Flames	2	1	W	SO		20	6	1		0		37	10	0		0
53	2006-02-02	@	Edmonton Oilers	2	1	W	SO		19	12	0		0		28	8	0		0
54	2006-02-06	@	Vancouver Canucks	4	7	L			33	48	2		0		38	34	5		0
55	2006-02-08		Los Angeles Kings	7	4	W			36	6	2		0		27	10	0		0
56	2006-02-10		Colorado Avalanche	1	4	L			29	6	0		0		27	4	2		0
57	2006-02-11	@	Nashville Predators	2	5	L			25	14	0		0		36	10	2		0
58	2006-03-02	@	Colorado Avalanche	0	1	L			24	21	0		0		40	17	1		0
59	2006-03-04	@	Los Angeles Kings	2	3	L			26	23	0		0		35	23	1		1
60	2006-03-05	@	Mighty Ducks of Anaheim	3	2	W	SO		34	12	2		0		45	18	1		0
61	2006-03-07		Chicago Blackhawks	1	3	L			28	8	0		0		44	8	0		0
62	2006-03-09		Phoenix Coyotes	5	4	W			30	12	1		0		33	14	1		1
63	2006-03-11		Edmonton Oilers	4	3	W	OT		31	19	0		0		27	19	2		0
64	2006-03-13	@	St. Louis Blues	2	3	L	OT		30	18	0		0		31	12	2		0
65	2006-03-15	@	Chicago Blackhawks	2	3	L			35	8	1		0		29	12	0		0
66	2006-03-17		Vancouver Canucks	2	3	L			24	10	1		0		33	12	2		0
67	2006-03-19		Mighty Ducks of Anaheim	3	4	L			28	19	1		0		29	25	1		0
68	2006-03-21		Phoenix Coyotes	2	5	L			33	12	1		0		36	10	1		0
69	2006-03-24		Calgary Flames	3	2	W			28	20	0		0		28	18	1		0
70	2006-03-25	@	Detroit Red Wings	5	4	W	SO		27	6	0		0		44	4	0		0
71	2006-03-28		San Jose Sharks	4	1	W			23	12	1		0		29	6	0		0
72	2006-03-31	@	St. Louis Blues	4	2	W			20	22	1		0		30	20	0		0
73	2006-04-01		Chicago Blackhawks	5	2	W			24	16	1		1		29	18	1		0
74	2006-04-03	@	Nashville Predators	3	1	W			28	18	0		1		37	16	1		0
75	2006-04-07	@	Detroit Red Wings	5	6	L	SO		23	6	1		0		36	6	1		0
76	2006-04-08		Detroit Red Wings	2	4	L			29	10	0		0		30	8	0		0
77	2006-04-11	@	Dallas Stars	2	3	L			17	14	0		0		26	8	2		0
78	2006-04-13		St. Louis Blues	4	1	W			31	44	1		0		27	30	0		0
79	2006-04-15		Chicago Blackhawks	5	2	W			29	4	0		0		36	8	0		0
80	2006-04-16	@	Chicago Blackhawks	3	4	L			16	26	1		1		41	14	2		0
81	2006-04-18		Dallas Stars	5	4	W	OT		31	10	2		0		36	10	1		0
