	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2019-10-03		Minnesota Wild	5	2	W			32	6	0	2	0		24	4	1	3	0		57	40	58.8	42	30	58.3	25	19	56.8	48.3	115.5
1	2019-10-05		Detroit Red Wings	3	5	L			42	4	1	2	0		28	4	0	2	0		71	41	63.4	53	34	60.9	28	28	50.0	79.5	81.2
2	2019-10-08		San Jose Sharks	5	2	W			25	11	1	5	0		35	15	1	3	0		37	58	38.9	32	44	42.1	29	26	52.7	20.7	117.9
3	2019-10-10		Washington Capitals	6	5	W			38	8	1	4	0		26	8	2	4	1		54	37	59.3	42	28	60.0	28	30	48.3	56.4	105.2
4	2019-10-12	@	Los Angeles Kings	4	7	L			32	4	1	4	0		38	8	0	2	0		43	62	41.0	35	47	42.7	29	21	58.0	50.3	91.8
5	2019-10-15	@	Vegas Golden Knights	5	2	W			39	18	1	5	0		35	20	1	4	0		43	54	44.3	32	38	45.7	24	29	45.3	45.9	113.1
6	2019-10-17	@	Arizona Coyotes	2	5	L			25	14	0	3	0		32	8	3	6	0		39	44	47.0	29	33	46.8	23	29	44.2	42.8	103.4
7	2019-10-19		Florida Panthers	2	3	L	SO		27	4	1	4	0		30	8	1	2	0		58	44	56.9	42	34	55.3	25	19	56.8	38.8	100.0
8	2019-10-22		Anaheim Ducks	6	1	W			30	6	1	6	1		27	22	0	3	0		33	45	42.3	26	31	45.6	16	24	40.0	37.9	112.8
9	2019-10-24		Minnesota Wild	4	0	W			21	4	0	1	1		26	2	0	2	0		41	51	44.6	27	36	42.9	26	21	55.3	57.1	116.7
10	2019-10-26	@	Tampa Bay Lightning	3	2	W	OT		40	8	2	5	0		30	10	1	4	0		45	47	48.9	39	35	52.7	21	25	45.7	57.0	99.1
11	2019-10-29		Chicago Blackhawks	3	0	W			51	6	0	5	0		20	10	0	2	0		71	36	66.4	53	29	64.6	26	22	54.2	62.1	107.1
12	2019-10-31		Calgary Flames	5	6	L	OT		36	6	0	3	2		27	6	0	3	0		44	53	45.4	39	37	51.3	24	27	47.1	34.0	86.3
