	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2005-10-05	@	Minnesota Wild	3	6	L			31	8	1		0		28	18	2		0
1	2005-10-07	@	Columbus Blue Jackets	3	1	W			38	8	0		0		20	16	1		0
2	2005-10-09	@	Detroit Red Wings	3	6	L			24	16	0		0		40	8	5		0
3	2005-10-10	@	Colorado Avalanche	3	7	L			33	31	1		1		41	16	3		0
4	2005-10-13		Dallas Stars	2	3	L	OT		20	22	0		0		22	18	2		0
5	2005-10-15		Edmonton Oilers	3	0	W			28	16	1		1		33	14	0		0
6	2005-10-17		Phoenix Coyotes	0	2	L			25	28	0		0		21	19	1		0
7	2005-10-20		Edmonton Oilers	3	1	W			22	12	1		0		29	10	0		0
8	2005-10-22	@	Dallas Stars	1	2	L			30	10	1		0		22	18	0		0
9	2005-10-23	@	Los Angeles Kings	3	2	W			31	22	2		0		20	22	1		0
10	2005-10-26	@	Mighty Ducks of Anaheim	1	4	L			26	19	1		0		31	19	3		0
11	2005-10-27	@	Phoenix Coyotes	2	3	L			15	27	2		0		34	17	2		0
12	2005-10-29	@	San Jose Sharks	2	3	L	SO		25	8	1		0		21	14	1		0
13	2005-11-01		Minnesota Wild	3	0	W			24	35	1		0		23	23	0		0
14	2005-11-03		Columbus Blue Jackets	2	1	W			31	18	0		0		17	22	0		0
15	2005-11-05		Vancouver Canucks	1	0	W			27	46	0		0		23	40	0		0
16	2005-11-07		Vancouver Canucks	4	3	W			28	12	2		0		21	18	2		0
17	2005-11-10	@	Phoenix Coyotes	4	3	W			43	20	3		0		23	34	1		0
18	2005-11-12		Colorado Avalanche	5	3	W			24	18	1		0		30	12	1		0
19	2005-11-14		Minnesota Wild	3	2	W			42	24	2		0		26	16	1		0
20	2005-11-16		Detroit Red Wings	3	1	W			28	4	1		0		22	8	0		0
21	2005-11-18		Chicago Blackhawks	2	5	L			32	2	2		0		25	18	1		0
22	2005-11-21	@	Colorado Avalanche	3	2	W	SO		34	15	1		0		35	15	0		0
