	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh
0	2002-10-10	@	Edmonton Oilers	2	2	T	OT		27	23	1		0		28	17	1		0
1	2002-10-12	@	Calgary Flames	5	4	W			34	18	2		1		25	20	3		0
2	2002-10-15	@	Montreal Canadiens	6	2	W			24	25	2		1		28	12	1		0
3	2002-10-17		New York Islanders	3	3	T	OT		41	11	1		0		26	21	0		1
4	2002-10-19		Washington Capitals	3	1	W			33	20	1		0		24	26	1		0
5	2002-10-22	@	Buffalo Sabres	1	2	L			22	10	1		0		31	8	0		0
6	2002-10-24		Montreal Canadiens	6	2	W			41	8	1		1		20	4	1		0
7	2002-10-26	@	New York Islanders	6	2	W			26	19	2		0		24	29	1		0
8	2002-10-29		Ottawa Senators	2	1	W			28	12	0		0		30	14	1		0
9	2002-10-31		Phoenix Coyotes	6	2	W			35	22	1		0		20	44	1		0
10	2002-11-02		Washington Capitals	2	1	W			45	8	1		0		11	16	1		0
11	2002-11-05	@	Carolina Hurricanes	2	1	W	OT		31	10	0		0		18	8	1		0
12	2002-11-07		New Jersey Devils	0	1	L			23	4	0		0		27	10	0		0
13	2002-11-09	@	Washington Capitals	1	4	L			44	23	0		0		26	17	2		0
14	2002-11-13		Florida Panthers	1	1	T	OT		30	4	0		0		29	4	1		0
15	2002-11-15	@	Carolina Hurricanes	1	1	T	OT		28	8	0		0		24	6	0		0
16	2002-11-16		Boston Bruins	2	2	T	OT		48	4	0		0		34	6	2		0
17	2002-11-19	@	Tampa Bay Lightning	3	2	W			32	14	0		0		19	4	1		0
18	2002-11-21		San Jose Sharks	2	2	T	OT		34	16	1		0		29	10	1		0
19	2002-11-23	@	Toronto Maple Leafs	0	6	L			25	6	0		0		16	8	2		0
20	2002-11-27	@	Pittsburgh Penguins	2	7	L			43	12	1		0		21	4	4		0
21	2002-11-29		Toronto Maple Leafs	0	3	L			21	12	0		0		21	8	1		0
22	2002-11-30	@	Montreal Canadiens	2	1	W	OT		39	8	0		0		21	4	0		0
23	2002-12-02		New Jersey Devils	0	1	L	OT		26	13	0		0		26	33	0		0
24	2002-12-05		New York Rangers	3	2	W	OT		35	4	1		0		26	4	0		0
25	2002-12-07		St. Louis Blues	1	3	L			25	8	0		0		17	14	1		0
26	2002-12-10	@	Florida Panthers	5	2	W			35	12	0		1		26	10	1		0
27	2002-12-12		Toronto Maple Leafs	2	1	W			31	32	0		0		19	22	1		0
28	2002-12-14		Buffalo Sabres	2	0	W			33	6	0		0		15	10	0		0
29	2002-12-17		Dallas Stars	2	2	T	OT		36	18	2		0		42	25	1		0
30	2002-12-18	@	Atlanta Thrashers	3	1	W			24	10	0		0		24	4	0		0
31	2002-12-21		Ottawa Senators	1	3	L			28	6	0		0		21	2	1		0
32	2002-12-23	@	Ottawa Senators	2	2	T	OT		30	16	0		0		28	8	1		1
33	2002-12-27	@	Colorado Avalanche	2	1	W	OT		28	10	0		0		35	12	0		0
34	2002-12-28	@	Phoenix Coyotes	0	4	L			23	14	0		0		33	10	3		1
35	2002-12-30	@	San Jose Sharks	1	2	L			25	14	1		0		23	14	0		0
36	2003-01-02	@	Los Angeles Kings	4	1	W			27	23	0		0		19	19	0		0
37	2003-01-03	@	Mighty Ducks of Anaheim	1	0	W			25	12	1		0		28	8	0		0
38	2003-01-05	@	Atlanta Thrashers	5	4	W			40	4	0		0		22	6	0		0
39	2003-01-07		Buffalo Sabres	3	2	W			24	11	1		0		23	11	1		0
40	2003-01-09	@	New York Islanders	4	0	W			20	22	0		1		24	16	0		0
41	2003-01-11		Detroit Red Wings	3	2	W			29	11	0		0		23	11	0		0
42	2003-01-13		Atlanta Thrashers	4	7	L			42	6	0		0		22	6	1		0
43	2003-01-16		Montreal Canadiens	4	1	W			41	6	0		0		17	4	0		0
44	2003-01-18		Tampa Bay Lightning	3	2	W			24	6	2		0		14	14	0		0
45	2003-01-19	@	New York Rangers	4	2	W			27	4	1		0		33	4	0		1
46	2003-01-21	@	Toronto Maple Leafs	3	1	W			26	4	0		0		23	4	0		0
47	2003-01-24		New York Islanders	1	3	L			37	8	1		0		20	10	1		0
48	2003-01-25	@	Boston Bruins	0	1	L	OT		24	7	0		0		27	13	0		0
49	2003-01-28		Tampa Bay Lightning	0	3	L			34	15	0		0		22	15	0		1
50	2003-01-30	@	New Jersey Devils	1	5	L			23	7	0		0		30	7	0		0
51	2003-02-04	@	New York Islanders	2	1	W			32	8	1		0		29	4	0		0
52	2003-02-06	@	Ottawa Senators	2	2	T	OT		30	12	1		0		45	10	1		0
53	2003-02-08		New York Rangers	2	1	W			19	14	2		0		27	10	1		0
54	2003-02-10		Minnesota Wild	0	1	L			30	18	0		0		19	16	0		0
55	2003-02-12	@	Minnesota Wild	0	2	L			31	15	0		0		22	9	1		0
56	2003-02-13	@	St. Louis Blues	4	3	W	OT		24	15	0		0		21	17	1		1
57	2003-02-15		Carolina Hurricanes	2	2	T	OT		44	12	0		0		24	10	0		0
58	2003-02-18		New Jersey Devils	2	2	T	OT		26	6	0		0		36	6	0		0
59	2003-02-20		Los Angeles Kings	5	0	W			35	4	1		0		28	8	0		0
60	2003-02-22		Florida Panthers	2	4	L			46	6	1		0		29	12	0		0
61	2003-02-25	@	Chicago Blackhawks	2	0	W			28	16	1		0		25	16	0		0
62	2003-02-27		Chicago Blackhawks	5	2	W			24	9	3		0		27	21	0		1
63	2003-03-01	@	Boston Bruins	3	2	W	OT		32	16	0		0		26	16	0		0
64	2003-03-04		Vancouver Canucks	3	0	W			24	26	0		0		41	28	0		0
65	2003-03-07	@	New York Rangers	1	5	L			35	7	0		0		34	7	0		1
66	2003-03-08		Colorado Avalanche	1	2	L	OT		29	8	1		0		30	10	1		0
67	2003-03-10	@	Washington Capitals	1	2	L	OT		18	8	0		0		30	8	2		0
68	2003-03-13		Carolina Hurricanes	5	3	W			37	12	2		0		15	16	1		0
69	2003-03-15	@	Pittsburgh Penguins	4	1	W			34	10	2		0		14	8	0		0
70	2003-03-17	@	New Jersey Devils	4	2	W			20	8	0		1		29	8	0		0
71	2003-03-18	@	Buffalo Sabres	2	5	L			32	24	1		0		23	20	1		0
72	2003-03-20		Pittsburgh Penguins	4	2	W			32	10	1		0		23	8	1		0
73	2003-03-22		New York Rangers	1	2	L			35	8	0		0		19	12	0		0
74	2003-03-24		Atlanta Thrashers	6	2	W			36	10	1		0		18	10	1		0
75	2003-03-25	@	Nashville Predators	1	1	T	OT		43	6	0		0		21	8	0		0
76	2003-03-27		Boston Bruins	2	2	T	OT		26	6	0		1		28	8	0		0
77	2003-03-29		Pittsburgh Penguins	3	0	W			36	10	0		0		20	10	0		0
78	2003-03-31	@	Pittsburgh Penguins	6	1	W			28	14	2		1		17	12	0		0
79	2003-04-01		Columbus Blue Jackets	4	0	W			29	13	0		0		10	17	0		0
80	2003-04-04	@	Tampa Bay Lightning	4	1	W			27	10	1		0		28	6	0		0
81	2003-04-06	@	Florida Panthers	6	2	W			39	26	1		0		27	8	1		0
