,Season,Salary
0,1989-90,280000
1,1990-91,300000
2,1991-92,300000
3,1992-93,650000
4,1993-94,700000
5,1994-95,743426
6,1995-96,1690600
7,1996-97,1100000
8,1997-98,1100000
