,Season,Salary
0,2010-11,900000
1,2011-12,900000
2,2012-13,2048780
3,2013-14,4000000
4,2014-15,4500000
5,2015-16,6000000
6,2016-17,6000000
7,2017-18,6000000
8,2018-19,6000000
9,2019-20,6000000
