,Season,Salary
0,2010-11,570000
1,2011-12,550000
2,2012-13,351220
3,2013-14,1700000
4,2014-15,2000000
5,2015-16,6500000
6,2016-17,7000000
7,2017-18,7000000
8,2018-19,5000000
9,2019-20,5000000
