,Season,Salary
0,1992-93,115780
1,1993-94,232500
2,1994-95,125486
3,1995-96,419175
4,1996-97,1000000
5,1997-98,1205000
6,1998-99,1642500
7,1999-00,1950000
8,2000-01,2250000
9,2001-02,2550000
10,2002-03,2750000
