,Season,Salary
0,1984-85,32474
1,1985-86,62220
2,1986-87,68400
3,1987-88,113100
4,1988-89,223575
5,1989-90,253500
6,1990-91,668460
7,1991-92,1047600
8,1992-93,1348010
9,1993-94,2712500
10,1994-95,1457841
11,1995-96,2929997
12,1996-97,4455944
13,1997-98,4463260
14,1998-99,5113260
15,1999-00,7500000
16,2000-01,7500000
17,2001-02,8500000
18,2002-03,8500000
