,Season,Salary
0,1989-90,110000
1,1990-91,26700
2,1991-92,110000
3,1992-93,300000
4,1993-94,300000
5,1994-95,265714
6,1995-96,425500
7,1996-97,300000
8,1997-98,400000
9,1998-99,400000
