,Season,Salary
0,2005-06,817000
1,2006-07,817000
2,2007-08,4250000
3,2008-09,7750000
4,2009-10,6875000
5,2010-11,7750000
6,2011-12,6875000
7,2012-13,4024390
8,2013-14,5125000
9,2014-15,11000000
10,2015-16,10000000
11,2016-17,9500000
12,2017-18,9000000
13,2018-19,7500000
14,2019-20,7000000
