,Season,Salary
0,2010-11,900000
1,2011-12,900000
2,2012-13,526829
3,2013-14,5000000
4,2014-15,6250000
5,2015-16,8500000
6,2016-17,8500000
7,2017-18,6500000
8,2018-19,6200000
9,2019-20,11500000
