,Season,Salary
0,2006-07,495000
1,2007-08,950000
2,2008-09,950000
3,2009-10,2000000
4,2010-11,2400000
5,2011-12,2000000
6,2012-13,1170732
7,2013-14,4000000
8,2014-15,6000000
9,2015-16,6500000
10,2016-17,6500000
11,2017-18,6000000
12,2018-19,5000000
13,2019-20,2500000
