,Season,Salary
0,2008-09,875000
1,2009-10,826875
2,2010-11,2000000
3,2011-12,3200000
4,2012-13,2341463
5,2013-14,4000000
6,2014-15,4000000
7,2015-16,4500000
8,2016-17,4500000
9,2017-18,700000
10,2018-19,950000
