,Season,Salary
0,1996-97,400000
1,1997-98,400000
2,1998-99,600000
3,1999-00,700000
4,2000-01,1650000
5,2001-02,2000000
6,2002-03,1200000
7,2003-04,1200000
8,2005-06,525000
