,Season,Salary
0,1992-93,148860
1,1994-95,342857
2,1995-96,838350
3,1996-97,916250
4,1997-98,1300000
5,1998-99,1500000
6,1999-00,1500000
7,2000-01,2300000
8,2001-02,2300000
9,2002-03,650000
10,2003-04,650000
