,Season,Salary
0,1990-91,55000
1,1991-92,150000
2,1992-93,225000
3,1993-94,232500
4,1994-95,171429
5,1995-96,400000
6,1996-97,300000
7,1997-98,360000
8,1998-99,650000
9,1999-00,850000
10,2000-01,787500
11,2001-02,827000
12,2002-03,868000
