,Season,Salary
0,1990-91,30000
1,1992-93,200000
2,1993-94,400000
3,1994-95,271429
4,1995-96,900000
5,1996-97,1050000
6,1997-98,2400000
7,1998-99,2600000
8,1999-00,4500000
9,2000-01,3600000
