,Season,Salary
0,2001-02,550000
1,2002-03,800000
2,2003-04,880000
3,2005-06,2900000
4,2006-07,3500000
5,2007-08,3600000
6,2008-09,8500000
7,2009-10,7000000
8,2010-11,7000000
9,2011-12,6000000
10,2012-13,2926829
