,Season,Salary
0,2008-09,850000
1,2009-10,850000
2,2010-11,765000
3,2011-12,2600000
4,2012-13,1873171
5,2013-14,1500000
6,2014-15,4100000
7,2015-16,4100000
8,2016-17,4100000
9,2017-18,4100000
