,Season,Salary
0,1996-97,225000
1,1999-00,475000
2,2000-01,475000
3,2001-02,1450000
4,2002-03,1600000
5,2003-04,2200000
6,2005-06,1672000
7,2006-07,3750000
8,2007-08,4500000
9,2008-09,4750000
