,Season,Salary
0,2011-12,525000
1,2012-13,307317
2,2013-14,550000
3,2014-15,550000
4,2015-16,3000000
5,2016-17,3000000
6,2017-18,3000000
7,2018-19,6750000
8,2019-20,6750000
